PostNum,Candidate,PreNum,Pluses,Minuses,Points,Result,Saeima,Party,District,BallotsForParty
8,"Aija Poča",19,4683,1187,56784,"ievēlēta Latgales apgabalā",7,4,2,53288
9,"Jānis Gaigals",25,3763,1078,55973,"ievēlēts Rīgas apgabalā",7,4,2,53288
10,"Karina Pētersone",9,2664,1136,54816,"ievēlēta Rīgas apgabalā",7,4,2,53288
11,"Pēteris Apinis",7,3083,1559,54812,"",7,4,2,53288
12,"Kārlis Leiškalns",14,3930,2578,54640,"ievēlēts Zemgales apgabalā",7,4,2,53288
13,"Monika Zīle",8,2327,1399,54216,"",7,4,2,53288
14,"Edvīns Inkēns",16,4087,3503,53872,"ievēlēts Zemgales apgabalā",7,4,2,53288
15,"Inese Birzniece",20,1616,1135,53769,"",7,4,2,53288
16,"Jānis Bakmanis",10,1548,1366,53470,"",7,4,2,53288
17,"Einars Fogelis",18,1405,1368,53325,"",7,4,2,53288
18,"Viktorija Drāzniece",17,1370,1373,53285,"",7,4,2,53288
19,"Mariss Andersons",21,1403,1422,53269,"",7,4,2,53288
20,"Asnāte Ziemele",11,1058,1293,53053,"",7,4,2,53288
21,"Kārlis Liepiņš",24,988,1225,53051,"",7,4,2,53288
22,"Armands Kalniņš",22,887,1176,52999,"",7,4,2,53288
23,"Māris Pūķis",13,1006,1297,52997,"",7,4,2,53288
24,"Juris Tračums",23,959,1364,52883,"",7,4,2,53288
25,"Jānis Uzkliņģis",12,1104,1613,52779,"",7,4,2,53288
1,"Anatolijs Gorbunovs",1,16518,456,53040,"ievēlēts Vidzemes apgabalā",7,4,3,36978
2,"Vilis Krištopans",2,12699,588,49089,"ievēlēts Vidzemes apgabalā",7,4,3,36978
3,"Andrejs Panteļējevs",3,7378,1042,43314,"ievēlēts Vidzemes apgabalā",7,4,3,36978
4,"Aija Poča",4,4555,976,40557,ievēlēta,7,4,3,36978
5,"Kristiāna Lībane",5,4584,1023,40539,"ievēlēta Vidzemes apgabalā",7,4,3,36978
6,"Valdis Birkavs",15,4974,1507,40445,"ievēlēts Vidzemes apgabalā",7,4,3,36978
7,"Helēna Soldatjonoka",11,3656,1375,39259,ievēlēta,7,4,3,36978
8,"Jānis Lāčplēsis",6,3182,1070,39090,ievēlēts,7,4,3,36978
9,"Vanda Kezika",12,3217,1201,38994,ievēlēta,7,4,3,36978
10,"Antons Seiksts",9,3070,1300,38748,ievēlēts,7,4,3,36978
11,"Pēteris Apinis",7,2691,1070,38599,"",7,4,3,36978
12,"Tadeušs Ketlers",14,2511,1222,38267,"",7,4,3,36978
13,"Pēteris Keišs",10,2322,1169,38131,"",7,4,3,36978
14,"Ilmārs Meluškāns",8,2104,1276,37806,"",7,4,3,36978
15,"Ivans Ribņikovs",17,2190,1407,37761,"",7,4,3,36978
16,"Viktors Reblis",13,1996,1348,37626,"",7,4,3,36978
17,"Jānis Tračums",18,1931,1334,37575,"",7,4,3,36978
18,"Lilita Baško",16,1739,1239,37478,"",7,4,3,36978
1,"Anatolijs Gorbunovs",1,9855,260,33529,"ievēlēts Vidzemes apgabalā",7,4,4,23934
2,"Vilis Krištopans",4,7708,544,31098,"ievēlēts Vidzemes apgabalā",7,4,4,23934
3,"Andrejs Panteļējevs",3,4623,687,27870,"ievēlēts Vidzemes apgabalā",7,4,4,23934
4,"Ivars Godmanis",7,4381,1186,27129,"ievēlēts Vidzemes apgabalā",7,4,4,23934
5,"Kristiāna Lībane",2,3719,553,27100,"ievēlēta Vidzemes apgabalā",7,4,4,23934
6,"Valdis Birkavs",14,3421,1073,26282,"ievēlēts Vidzemes apgabalā",7,4,4,23934
7,"Indulis Bērziņš",6,2385,500,25819,"ievēlēts Rīgas apgabalā",7,4,4,23934
8,"Jānis Gaigals",11,1710,479,25165,"ievēlēts Rīgas apgabalā",7,4,4,23934
9,"Guntis Dambergs",9,1331,524,24741,ievēlēts,7,4,4,23934
10,"Kārlis Leiškalns",8,1839,1115,24658,"ievēlēts Zemgales apgabalā",7,4,4,23934
11,"Aivars Boja",5,1173,536,24571,ievēlēts,7,4,4,23934
12,"Linards Muciņš",12,988,614,24308,ievēlēts,7,4,4,23934
13,"Ilmārs Geige",13,935,636,24233,"",7,4,4,23934
14,"Pēteris Kārlis Elferts",10,756,529,24161,"",7,4,4,23934
1,"Anatolijs Gorbunovs",1,11015,359,36499,"ievēlēts Vidzemes apgabalā",7,4,5,25843
2,"Vilis Krištopans",3,9820,486,35177,"ievēlēts Vidzemes apgabalā",7,4,5,25843
3,"Andrejs Panteļējevs",2,5703,928,30618,"ievēlēts Vidzemes apgabalā",7,4,5,25843
4,"Kristiāna Lībane",4,4426,763,29506,"ievēlēta Vidzemes apgabalā",7,4,5,25843
5,"Indulis Bērziņš",15,2942,564,28221,"ievēlēts Rīgas apgabalā",7,4,5,25843
6,"Kārlis Leiškalns",5,2417,1273,26987,ievēlēts,7,4,5,25843
7,"Edvīns Inkēns",11,2515,1676,26682,ievēlēts,7,4,5,25843
8,"Jānis Bunkšs",7,1266,689,26420,ievēlēts,7,4,5,25843
9,"Raitis Vītoliņš",6,1264,694,26413,"",7,4,5,25843
10,"Andris Tomašūns",8,1300,853,26290,"",7,4,5,25843
11,"Dainis Rozenfelds",9,1186,803,26226,"",7,4,5,25843
12,"Jānis Ābele",10,1016,643,26216,"",7,4,5,25843
13,"Andris Aleksīns",12,885,698,26030,"",7,4,5,25843
14,"Jānis Kulmanis",13,857,722,25978,"",7,4,5,25843
15,"Leonīds Koindži-Ogli",14,1072,1084,25831,"",7,4,5,25843
1,"Jānis Jurkāns",1,20480,491,74687,ievēlēts,7,6,1,54698
2,"Boriss Cilevičs",4,8509,664,62543,ievēlēts,7,6,1,54698
3,"Oļegs Deņisovs",3,8289,779,62208,ievēlēts,7,6,1,54698
4,"Juris Sokolovskis",2,7684,837,61545,ievēlēts,7,6,1,54698
5,"Andrejs Klementjevs",9,6895,594,60999,ievēlēts,7,6,1,54698
6,"Jakovs Pliners",13,6846,632,60912,ievēlēts,7,6,1,54698
7,"Modris Lujāns",18,7012,886,60824,ievēlēts,7,6,1,54698
8,"Tatjana Jemeļjanova",14,6139,606,60231,"",7,6,1,54698
9,"Sergejs Dolgopolovs",7,6075,580,60193,"",7,6,1,54698
10,"Ilga Oziša",5,6124,772,60050,"",7,6,1,54698
11,"Jānis Urbanovičs",26,5842,628,59912,"ievēlēts Latgales apgabalā",7,6,1,54698
12,"Igors Solovjovs",6,6629,1462,59865,"ievēlēts Vidzemes apgabalā",7,6,1,54698
13,"Ivans Ivanovs",10,5690,749,59639,"",7,6,1,54698
14,"Anatolijs Iļjins",8,5660,955,59403,"",7,6,1,54698
15,"Sergejs Mirskis",16,5574,965,59307,"",7,6,1,54698
16,"Gaļina Rešina",17,5132,590,59240,"",7,6,1,54698
17,"Pjotrs Aleksejevs",11,5749,1234,59213,"",7,6,1,54698
18,"Viktors Birjukovs",20,5371,860,59209,"",7,6,1,54698
19,"Olga Poviševa",24,5112,622,59188,"",7,6,1,54698
20,"Jānis Treikals",12,5185,719,59164,"",7,6,1,54698
21,"Zoja Gorbunova",22,5047,643,59102,"",7,6,1,54698
22,"Jekaterīna Ševčuka",15,5017,633,59082,"",7,6,1,54698
23,"Aleksandrs Sakovskis",19,4686,618,58766,"",7,6,1,54698
24,"Vjačeslavs Starostins",23,4855,839,58714,"",7,6,1,54698
25,"Jurijs Dubakovs",25,4737,862,58573,"",7,6,1,54698
26,"Ivans Siņickis",21,4328,602,58424,"",7,6,1,54698
1,"Jānis Jurkāns",1,4423,102,17165,"ievēlēts Rīgas apgabalā",7,6,2,12844
2,"Aleksandrs Bartaševičs",2,1782,134,14492,"ievēlēts Latgales apgabalā",7,6,2,12844
3,"Oļegs Deņisovs",9,1575,157,14262,"ievēlēts Rīgas apgabalā",7,6,2,12844
4,"Juris Sokolovskis",4,1455,161,14138,"ievēlēts Rīgas apgabalā",7,6,2,12844
5,"Andrejs Klementjevs",14,1348,124,14068,"ievēlēts Rīgas apgabalā",7,6,2,12844
6,"Igors Solovjovs",8,1434,260,14018,ievēlēts,7,6,2,12844
7,"Jekaterīna Ševčuka",6,1312,167,13989,"",7,6,2,12844
8,"Aleksandrs Golubovs",12,1275,132,13987,"ievēlēts Latgales apgabalā",7,6,2,12844
9,"Jānis Urbanovičs",13,1253,158,13939,"ievēlēts Latgales apgabalā",7,6,2,12844
10,"Viktors Birjukovs",16,1222,177,13889,"",7,6,2,12844
11,"Jānis Treikals",3,1203,163,13884,"",7,6,2,12844
12,"Aleksandrs Sakovskis",15,1163,143,13864,"",7,6,2,12844
13,"Vsevolods Fjodorovs",23,1178,162,13860,"",7,6,2,12844
14,"Jānis Ločmelis",18,1189,175,13858,"",7,6,2,12844
15,"Jānis Garbovskis",5,1119,149,13814,"",7,6,2,12844
16,"Austris Eglītis",7,1087,157,13774,"",7,6,2,12844
17,"Sergejs Mirskis",21,1125,199,13770,"",7,6,2,12844
18,"Antoņina Ignatāne",11,1082,163,13763,"",7,6,2,12844
19,"Normunds Ozoliņš",10,1036,169,13711,"",7,6,2,12844
20,"Aivars Dātavs",17,961,157,13648,"",7,6,2,12844
21,"Jānis Lapinskis",19,936,165,13615,"",7,6,2,12844
22,"Jadviga Stojane",20,935,179,13600,"",7,6,2,12844
23,"Edmunds Karaļuns",22,870,159,13555,"",7,6,2,12844
1,"Jānis Jurkāns",9,14754,546,72447,"ievēlēts Rīgas apgabalā",7,6,3,58239
2,"Aleksandrs Bartaševičs",1,14183,601,71821,ievēlēts,7,6,3,58239
3,"Miroslavs Mitrofanovs",4,11335,560,69014,ievēlēts,7,6,3,58239
4,"Jānis Urbanovičs",2,11333,569,69003,ievēlēts,7,6,3,58239
5,"Aleksandrs Golubovs",3,9855,462,67632,ievēlēts,7,6,3,58239
6,"Martijans Bekasovs",6,9589,654,67174,ievēlēts,7,6,3,58239
7,"Pāvels Maksimovs",14,9621,1174,66686,ievēlēts,7,6,3,58239
8,"Oļegs Tolmačovs",8,8796,484,66551,ievēlēts,7,6,3,58239
9,"Igors Platonovs",5,8805,670,66374,"",7,6,3,58239
10,"Vladimirs Jeršovs",7,8310,734,65815,"",7,6,3,58239
11,"Jevgēnijs Krjukovs",10,7868,523,65584,"",7,6,3,58239
12,"Viktors Birjukovs",12,7769,548,65460,"",7,6,3,58239
13,"Anatolijs Iļjins",11,7769,682,65326,"",7,6,3,58239
14,"Anatolijs Mackevičs",15,7488,504,65223,"",7,6,3,58239
15,"Jānis Andrejevs",13,7404,484,65159,"",7,6,3,58239
16,"Sergejs Dolgopolovs",16,6891,473,64657,"",7,6,3,58239
1,"Jānis Jurkāns",1,1131,37,3902,"ievēlēts Rīgas apgabalā",7,6,4,2808
2,"Jakovs Pliners",4,425,47,3186,"ievēlēts Rīgas apgabalā",7,6,4,2808
3,"Modris Lujāns",11,434,60,3182,"ievēlēts Rīgas apgabalā",7,6,4,2808
4,"Ivans Ivanovs",9,412,44,3176,"",7,6,4,2808
5,"Jurijs Dubakovs",6,409,57,3160,"",7,6,4,2808
6,"Verners Kalnītis",5,386,45,3149,"",7,6,4,2808
7,"Olga Poviševa",10,389,48,3149,"",7,6,4,2808
8,"Jānis Urbanovičs",8,382,45,3145,"ievēlēts Latgales apgabalā",7,6,4,2808
9,"Ilga Oziša",3,375,49,3134,"",7,6,4,2808
10,"Veronika Medjaņika",13,367,50,3125,"",7,6,4,2808
11,"Jevgenijs Miščenko",12,368,53,3123,"",7,6,4,2808
12,"Aivars Dātavs",2,353,43,3118,"",7,6,4,2808
13,"Austris Eglītis",7,304,46,3066,"",7,6,4,2808
1,"Jānis Jurkāns",1,2657,66,9702,"ievēlēts Rīgas apgabalā",7,6,5,7111
2,"Modris Lujāns",3,1091,111,8091,"ievēlēts Rīgas apgabalā",7,6,5,7111
3,"Boriss Rastopirkins",14,1036,86,8061,ievēlēts,7,6,5,7111
4,"Zigmunds Zemzars",2,963,108,7966,"",7,6,5,7111
5,"Vera Liepiņa",12,821,107,7825,"",7,6,5,7111
6,"Jānis Urbanovičs",15,739,62,7788,"ievēlēts Latgales apgabalā",7,6,5,7111
7,"Jānis Lapinskis",4,767,109,7769,"",7,6,5,7111
8,"Jurijs Dubakovs",7,782,132,7761,"",7,6,5,7111
9,"Natālija Ērgle",5,757,111,7757,"",7,6,5,7111
10,"Antoņina Ignatāne",6,750,110,7751,"",7,6,5,7111
11,"Gaļina Rešina",13,744,110,7745,"",7,6,5,7111
12,"Veronika Medjaņika",10,727,108,7730,"",7,6,5,7111
13,"Lolita Ratkeviča",9,605,117,7599,"",7,6,5,7111
14,"Jadviga Stojane",8,592,115,7588,"",7,6,5,7111
15,"Edmunds Karaļuns",11,576,108,7579,"",7,6,5,7111
1,"Raimonds Pauls",1,6690,242,22731,"ievēlēts Vidzemes apgabalā",7,7,1,16283
2,"Ainārs Šlesers",2,2370,495,18158,"ievēlēts Vidzemes apgabalā",7,7,1,16283
3,"Andris Bērziņš",5,1599,307,17575,ievēlēts,7,7,1,16283
4,"Romāns Mežeckis",15,1096,309,17070,ievēlēts,7,7,1,16283
5,"Ingrīda Ūdre",4,922,261,16944,"ievēlēta Kurzemes apgabalā",7,7,1,16283
6,"Jānis Zaržeckis",11,904,324,16863,"",7,7,1,16283
7,"Silvija Dreimane",3,900,322,16861,"ievēlēta Zemgales apgabalā",7,7,1,16283
8,"Krišjānis Peters",28,844,305,16822,"",7,7,1,16283
9,"Vita Kotāne",13,814,324,16773,"",7,7,1,16283
10,"Lita Beire",22,803,369,16717,"",7,7,1,16283
11,"Tatjana Koķe",7,659,341,16601,"",7,7,1,16283
12,"Kaija Balode",17,619,303,16599,"",7,7,1,16283
13,"Anatolijs Jerumanis",6,631,322,16592,"",7,7,1,16283
14,"Sandris Točs",9,600,327,16556,"",7,7,1,16283
15,"Valdis Garbovskis",10,568,309,16542,"",7,7,1,16283
16,"Āris Auders",12,575,317,16541,"",7,7,1,16283
17,"Ingrīda Labucka",8,557,320,16520,"",7,7,1,16283
18,"Ruta Puriņa",19,538,308,16513,"",7,7,1,16283
19,"Māris Graubiņš",18,496,283,16496,"",7,7,1,16283
20,"Jevgenija Stalidzāne",16,520,340,16463,"ievēlēta Zemgales apgabalā",7,7,1,16283
21,"Ivo Zonne",23,501,325,16459,"",7,7,1,16283
22,"Ilze Saulīte-Jansone",20,477,308,16452,"",7,7,1,16283
23,"Valērijs Pivins",14,483,318,16448,"",7,7,1,16283
24,"Normunds Roziņš",25,418,297,16404,"",7,7,1,16283
25,"Lauris Pavlovs",24,410,309,16384,"",7,7,1,16283
26,"Leontīne Grāvīte",26,400,311,16372,"",7,7,1,16283
27,"Henriks Danusēvičs",27,467,385,16365,"",7,7,1,16283
28,"Ksenija Zagorovska",21,413,334,16362,"",7,7,1,16283
1,"Raimonds Pauls",1,8573,152,28935,ievēlēts,7,7,2,20514
2,"Ainārs Šlesers",2,2987,493,23008,ievēlēts,7,7,2,20514
3,"Krišjānis Peters",25,1166,295,21385,"",7,7,2,20514
4,"Silvija Dreimane",3,1136,315,21335,"ievēlēta Zemgales apgabalā",7,7,2,20514
5,"Vita Kotāne",14,1050,288,21276,"",7,7,2,20514
6,"Jānis Zaržeckis",12,962,297,21179,"",7,7,2,20514
7,"Valdis Garbovskis",4,917,327,21104,"",7,7,2,20514
8,"Kaija Balode",24,881,323,21072,"",7,7,2,20514
9,"Ventis Mikuda",7,878,336,21056,"",7,7,2,20514
10,"Raimonds Timma",5,868,345,21037,"",7,7,2,20514
11,"Aldis Neimanis",23,813,301,21026,"",7,7,2,20514
12,"Saulcerīte Indričeva",8,810,352,20972,"",7,7,2,20514
13,"Ruta Puriņa",17,710,315,20909,"",7,7,2,20514
14,"Anatolijs Jerumanis",6,716,344,20886,"",7,7,2,20514
15,"Tatjana Koķe",9,701,337,20878,"",7,7,2,20514
16,"Āris Auders",15,667,305,20876,"",7,7,2,20514
17,"Ilze Saulīte-Jansone",11,668,310,20872,"",7,7,2,20514
18,"Sandris Točs",10,655,315,20854,"",7,7,2,20514
19,"Uģis Magonis",22,634,294,20854,"",7,7,2,20514
20,"Ints Kalniņš",13,613,291,20836,"",7,7,2,20514
21,"Aivars Trops",19,600,304,20810,"",7,7,2,20514
22,"Agrita Uzulnika",16,653,359,20808,"",7,7,2,20514
23,"Gunārs Jemeļjanovs",18,605,356,20763,"",7,7,2,20514
24,"Andrejs Millers",21,547,305,20756,"",7,7,2,20514
25,"Guntis Vilnītis",20,576,339,20751,"",7,7,2,20514
1,"Raimonds Pauls",1,4062,59,12786,"ievēlēts Vidzemes apgabalā",7,7,3,8783
2,"Andris Bērziņš",2,942,177,9548,"ievēlēts Rīgas apgabalā",7,7,3,8783
3,"Ainārs Šlesers",18,970,232,9521,"ievēlēts Vidzemes apgabalā",7,7,3,8783
4,"Silvija Dreimane",3,613,198,9198,"ievēlēta Zemgales apgabalā",7,7,3,8783
5,"Imants Stirāns",5,606,196,9193,ievēlēts,7,7,3,8783
6,"Maija Muceniece",7,611,204,9190,"",7,7,3,8783
7,"Broņislavs Brakovskis",8,605,218,9170,"",7,7,3,8783
8,"Vita Kotāne",12,536,196,9123,"",7,7,3,8783
9,"Valērijs Pivins",9,547,209,9121,"",7,7,3,8783
10,"Ingrīda Labucka",17,520,212,9091,"",7,7,3,8783
11,"Raimonds Pokulis",14,482,201,9064,"",7,7,3,8783
12,"Anatolijs Jerumanis",4,447,207,9023,"",7,7,3,8783
13,"Jevgenija Stalidzāne",15,439,199,9023,"ievēlēta Zemgales apgabalā",7,7,3,8783
14,"Raimonds Timma",6,413,208,8988,"",7,7,3,8783
15,"Tatjana Koķe",11,415,217,8981,"",7,7,3,8783
16,"Valdis Garbovskis",16,396,203,8976,"",7,7,3,8783
17,"Sandris Točs",10,342,205,8920,"",7,7,3,8783
18,"Ksenija Zagorovska",13,350,217,8916,"",7,7,3,8783
1,"Raimonds Pauls",1,5033,56,16620,"ievēlēts Vidzemes apgabalā",7,7,4,11643
2,"Ainārs Šlesers",2,1981,171,13453,"ievēlēts Vidzemes apgabalā",7,7,4,11643
3,"Ingrīda Ūdre",3,802,119,12326,ievēlēta,7,7,4,11643
4,"Imants Ziediņš",9,764,129,12278,"",7,7,4,11643
5,"Silvija Dreimane",5,753,122,12274,"ievēlēta Zemgales apgabalā",7,7,4,11643
6,"Dzintra Mirdza Reisa",11,769,155,12257,"",7,7,4,11643
7,"Ārijs Orlovskis",4,749,140,12252,"",7,7,4,11643
8,"Edvīns Bergmanis",8,651,161,12133,"",7,7,4,11643
9,"Anatolijs Jerumanis",7,607,155,12095,"",7,7,4,11643
10,"Kārlis Fricsons",12,595,155,12083,"",7,7,4,11643
11,"Tatjana Koķe",6,598,170,12071,"",7,7,4,11643
12,"Valdis Bernhards",14,537,135,12045,"",7,7,4,11643
13,"Aivars Trops",13,521,128,12036,"",7,7,4,11643
14,"Raimonds Timma",10,488,131,12000,"",7,7,4,11643
1,"Raimonds Pauls",1,6083,111,18963,"ievēlēts Vidzemes apgabalā",7,7,5,12991
2,"Ainārs Šlesers",2,2048,313,14726,"ievēlēts Vidzemes apgabalā",7,7,5,12991
3,"Andris Bērziņš",15,1342,170,14163,"ievēlēts Rīgas apgabalā",7,7,5,12991
4,"Jevgenija Stalidzāne",3,1071,253,13809,ievēlēta,7,7,5,12991
5,"Silvija Dreimane",4,964,236,13719,ievēlēta,7,7,5,12991
6,"Māris Graubiņš",10,887,196,13682,"",7,7,5,12991
7,"Jānis Zaržeckis",11,751,214,13528,"",7,7,5,12991
8,"Juris Kaminskis",6,789,255,13525,"",7,7,5,12991
9,"Sandris Točs",5,694,248,13437,"",7,7,5,12991
10,"Ivars Amoliņš",9,691,259,13423,"",7,7,5,12991
11,"Anatolijs Jerumanis",7,656,250,13397,"",7,7,5,12991
12,"Imants Valers",8,620,237,13374,"",7,7,5,12991
13,"Gunārs Jemeļjanovs",14,614,238,13367,"",7,7,5,12991
14,"Andris Brizgo",12,613,272,13332,"",7,7,5,12991
15,"Pēteris Pošeika",13,570,246,13315,"",7,7,5,12991
1,"Ilga Kreituse",4,1776,437,6445,"",7,8,1,5106
2,"Indulis Emsis",1,1065,250,5921,"",7,8,1,5106
3,"Tālavs Jundzis",2,1078,301,5883,"",7,8,1,5106
4,"Aivars Guntis Kreituss",3,1231,520,5817,"",7,8,1,5106
5,"Paulis Kļaviņš",8,645,221,5530,"",7,8,1,5106
6,"Arvīds Ulme",18,527,287,5346,"",7,8,1,5106
7,"Pēteris Pētersons",20,413,266,5253,"",7,8,1,5106
8,"Andrejs Mūrnieks",16,292,233,5165,"",7,8,1,5106
9,"Tālivaldis Kronbergs",17,269,246,5129,"",7,8,1,5106
10,"Uldis Lakševics",21,216,205,5117,"",7,8,1,5106
11,"Egīls Lavendelis",10,281,301,5086,"",7,8,1,5106
12,"Dītrihs Lēbers",14,204,251,5059,"",7,8,1,5106
13,"Aristids Jēkabs Lambergs",7,335,386,5055,"",7,8,1,5106
14,"Eduards Upenieks",26,177,239,5044,"",7,8,1,5106
15,"Visvaldis Aivars",5,215,287,5034,"",7,8,1,5106
16,"Juris Putriņš",12,181,280,5007,"",7,8,1,5106
17,"Aivars Freimanis",19,162,264,5004,"",7,8,1,5106
18,"Askolds Kļaviņš",6,186,296,4996,"",7,8,1,5106
19,"Valdis Felsbergs",13,161,273,4994,"",7,8,1,5106
20,"Arturs Balklavs-Grīnhofs",11,131,269,4968,"",7,8,1,5106
21,"Eižens Slava",24,119,272,4953,"",7,8,1,5106
22,"Raimonds Urtāns",27,119,275,4950,"",7,8,1,5106
23,"Mārtiņš Kaņepējs",15,119,276,4949,"",7,8,1,5106
24,"Mārtiņš Ritums",25,97,266,4937,"",7,8,1,5106
25,"Edvīns Laucis",9,127,297,4936,"",7,8,1,5106
26,"Tatjana Strautmane",23,107,289,4924,"",7,8,1,5106
27,"Gints Guks",22,89,272,4923,"",7,8,1,5106
28,"Raimonds Kisiels",28,77,273,4910,"",7,8,1,5106
1,"Ilga Kreituse",6,2897,212,9437,"",7,8,2,6752
2,"Aivars Guntis Kreituss",1,2180,269,8663,"",7,8,2,6752
3,"Tālavs Jundzis",2,1485,202,8035,"",7,8,2,6752
4,"Indulis Emsis",3,1329,163,7918,"",7,8,2,6752
5,"Guntis Eniņš",10,695,195,7252,"",7,8,2,6752
6,"Arvīds Ulme",4,673,227,7198,"",7,8,2,6752
7,"Uldis Veldre",12,409,199,6962,"",7,8,2,6752
8,"Ausma Cimdiņa",14,283,194,6841,"",7,8,2,6752
9,"Uldis Augstkalns",11,326,247,6831,"",7,8,2,6752
10,"Visvaldis Aivars",5,252,198,6806,"",7,8,2,6752
11,"Juris Kokins",8,248,230,6770,"",7,8,2,6752
12,"Jānis Lūsis",24,212,210,6754,"",7,8,2,6752
13,"Māra Taivane",20,216,215,6753,"",7,8,2,6752
14,"Valdis Veinbergs",7,197,205,6744,"",7,8,2,6752
15,"Agris Strazds",16,158,206,6704,"",7,8,2,6752
16,"Uldis Zītars",23,159,221,6690,"",7,8,2,6752
17,"Inese Baltvilka",25,158,220,6690,"",7,8,2,6752
18,"Anita Jēriņa",22,149,218,6683,"",7,8,2,6752
19,"Valdis Felsbergs",21,130,202,6680,"",7,8,2,6752
20,"Vita Zablovska",15,136,213,6675,"",7,8,2,6752
21,"Felikss Circenis",19,136,214,6674,"",7,8,2,6752
22,"Brigita Tamane",17,138,220,6670,"",7,8,2,6752
23,"Aija Žileviča",13,139,223,6668,"",7,8,2,6752
24,"Andris Leitas",9,118,227,6643,"",7,8,2,6752
25,"Pēteris Kirsanovs",18,112,224,6640,"",7,8,2,6752
1,"Andrejs Naglis",1,1304,105,4701,"",7,8,3,3502
2,"Ilga Kreituse",4,1044,246,4300,"",7,8,3,3502
3,"Aivars Guntis Kreituss",2,719,271,3950,"",7,8,3,3502
4,"Broņislavs Spridzāns",5,557,156,3903,"",7,8,3,3502
5,"Tālavs Jundzis",11,541,156,3887,"",7,8,3,3502
6,"Eduards Upenieks",14,410,149,3763,"",7,8,3,3502
7,"Lucija Silvija Līmane",17,404,146,3760,"",7,8,3,3502
8,"Pēteris Leiškalns",3,232,182,3552,"",7,8,3,3502
9,"Visvaldis Aivars",8,210,170,3542,"",7,8,3,3502
10,"Māra Lagzdiņa",15,183,169,3516,"",7,8,3,3502
11,"Antons Briļs",16,172,189,3485,"",7,8,3,3502
12,"Iveta Freiberga",13,125,192,3435,"",7,8,3,3502
13,"Aivars Nātre",18,112,194,3420,"",7,8,3,3502
14,"Lilija Pugačeva",10,138,231,3409,"",7,8,3,3502
15,"Valdis Veinbergs",7,104,198,3408,"",7,8,3,3502
16,"Nikolajs Vederņikovs",9,122,224,3400,"",7,8,3,3502
17,"Gunārs Lākutis",12,97,201,3398,"",7,8,3,3502
