PostNum,Candidate,PreNum,Pluses,Minuses,Points,Result,Saeima,Party,District,BallotsForParty
7,"Dzintars Kudums",3,1035,206,8392,"",8,1,4,7563
8,"Vents Balodis",12,706,242,8027,"",8,1,4,7563
9,"Jānis-Imants Birzkops",4,560,343,7780,"",8,1,4,7563
10,"Inguna Raituma",10,452,306,7709,"",8,1,4,7563
11,"Modris Ekšteins",8,454,323,7694,"",8,1,4,7563
12,"Modris Fokerots",5,337,386,7514,"",8,1,4,7563
13,"Aigars Ķimenis",9,245,295,7513,"",8,1,4,7563
14,"Jānis Gailis",11,366,436,7493,"",8,1,4,7563
1,"Guntars Krasts",11,3830,174,11989,"ievēlēts Rīgas apgabalā",8,1,5,8333
2,"Jānis Straume",1,2386,313,10406,"ievēlēts Vidzemes apgabalā",8,1,5,8333
3,"Anna Seile",14,1640,401,9572,ievēlēta,8,1,5,8333
4,"Juris Dobelis",4,1814,722,9425,"",8,1,5,8333
5,"Dzintars Rasnačs",15,1168,222,9279,"",8,1,5,8333
6,"Vents Balodis",2,1312,372,9273,"",8,1,5,8333
7,"Pēteris Tabūns",13,1234,652,8915,"ievēlēts Latgales apgabalā",8,1,5,8333
8,"Andrejs Požarnovs",6,1006,629,8710,"",8,1,5,8333
9,"Valdis Labanovskis",3,737,368,8702,"",8,1,5,8333
10,"Ēvalds Dreimanis",8,540,360,8513,"",8,1,5,8333
11,"Pēteris Gabrilovičs",5,508,418,8423,"",8,1,5,8333
12,"Agra Zaķe",9,490,424,8399,"",8,1,5,8333
13,"Inta Baltgalve",7,468,488,8313,"",8,1,5,8333
14,"Viktors Jaksons",12,500,565,8268,"",8,1,5,8333
15,"Smaidis Aizpurietis",10,361,450,8244,"",8,1,5,8333
1,"Jānis Jurkāns",1,40018,702,126117,ievēlēts,8,2,1,86801
2,"Boriss Cilevičs",5,14070,1142,99729,ievēlēts,8,2,1,86801
3,"Dainis Turlais",28,13620,1307,99114,ievēlēts,8,2,1,86801
4,"Jakovs Pliners",10,12719,1247,98273,ievēlēts,8,2,1,86801
5,"Nikolajs Kabanovs",3,12236,1350,97687,ievēlēts,8,2,1,86801
6,"Andrejs Klementjevs",11,11622,921,97502,ievēlēts,8,2,1,86801
7,"Vladimirs Buzajevs",2,11181,1235,96747,ievēlēts,8,2,1,86801
8,"Juris Sokolovskis",7,10069,1055,95815,ievēlēts,8,2,1,86801
9,"Valērijs Karpuškins",23,9930,1411,95320,ievēlēts,8,2,1,86801
10,"Jānis Urbanovičs",13,9008,1185,94624,ievēlēts,8,2,1,86801
11,"Natālija Jolkina",6,8180,1367,93614,"",8,2,1,86801
12,"Aleksandrs Sakovskis",14,7755,992,93564,"",8,2,1,86801
13,"Marks Dubovskis",27,8925,2191,93535,"",8,2,1,86801
14,"Modris Lujāns",17,8142,1573,93370,"",8,2,1,86801
15,"Gaļina Rešina",15,7786,1257,93330,"",8,2,1,86801
16,"Viktors Ivanovs",8,7443,1108,93136,"",8,2,1,86801
17,"Andrejs Jakovļevs",16,7219,1065,92955,"",8,2,1,86801
18,"Sergejs Hristoļubovs",9,7231,1168,92864,"",8,2,1,86801
19,"Sergejs Mirskis",19,7151,1286,92666,"",8,2,1,86801
20,"Tatjana Boguševiča",22,7105,1296,92610,"",8,2,1,86801
21,"Aleksandrs Ivanovs",12,6922,1125,92598,"",8,2,1,86801
22,"Maksims Margoļins",20,6807,1304,92304,"",8,2,1,86801
23,"Aivars Dātavs",4,6676,1178,92299,"",8,2,1,86801
24,"Viktors Fedotovs",18,6521,1056,92266,"",8,2,1,86801
25,"Antoņina Ignatāne",24,6502,1188,92115,"",8,2,1,86801
26,"Žanna Kareļina",25,6476,1343,91934,"",8,2,1,86801
27,"Zoja Gorbunova",26,6454,1336,91919,"",8,2,1,86801
28,"Irēna Meclanga",21,5333,1412,90722,"",8,2,1,86801
1,"Jānis Jurkāns",1,10277,201,32965,"ievēlēts Rīgas apgabalā",8,2,2,22889
2,"Dainis Turlais",2,4291,367,26813,"ievēlēts Rīgas apgabalā",8,2,2,22889
3,"Andrejs Klementjevs",13,2686,337,25238,"ievēlēts Rīgas apgabalā",8,2,2,22889
4,"Oļegs Deņisovs",11,2505,381,25013,ievēlēts,8,2,2,22889
5,"Jānis Urbanovičs",26,2342,446,24785,"ievēlēts Rīgas apgabalā",8,2,2,22889
6,"Aleksandrs Bartaševičs",17,2212,379,24722,"ievēlēts Latgales apgabalā",8,2,2,22889
7,"Andris Tolmačovs",3,2160,415,24634,ievēlēts,8,2,2,22889
8,"Igors Solovjovs",10,1929,366,24452,ievēlēts,8,2,2,22889
9,"Anatolijs Bobrovs",5,1961,414,24436,"",8,2,2,22889
10,"Juris Sokolovskis",12,1850,361,24378,"ievēlēts Rīgas apgabalā",8,2,2,22889
11,"Ingrīda Podkolzina",4,1890,446,24333,"",8,2,2,22889
12,"Igors Pimenovs",22,1761,362,24288,"",8,2,2,22889
13,"Miroslavs Mitrofanovs",21,1763,400,24252,"",8,2,2,22889
14,"Vladimirs Buzajevs",25,1749,397,24241,"ievēlēts Rīgas apgabalā",8,2,2,22889
15,"Sergejs Solovjovs",24,1689,382,24196,"",8,2,2,22889
16,"Natālija Jolkina",8,1749,450,24188,"",8,2,2,22889
17,"Ļubova Prilucka",15,1703,425,24167,"",8,2,2,22889
18,"Jeļena Jeremejeva",14,1579,418,24050,"",8,2,2,22889
19,"Gita Frolova",6,1601,445,24045,"",8,2,2,22889
20,"Jānis Kaverskis",7,1479,411,23957,"",8,2,2,22889
21,"Leonīds Beķers",16,1442,390,23941,"",8,2,2,22889
22,"Jānis Treikals",9,1462,413,23938,"",8,2,2,22889
23,"Svetlana Gnidenko",23,1436,405,23920,"",8,2,2,22889
24,"Ivans Kitovs",18,1390,388,23891,"",8,2,2,22889
25,"Ludmila Belinceva",19,1392,395,23886,"",8,2,2,22889
26,"Jānis Garbovskis",20,1333,402,23820,"",8,2,2,22889
1,"Jānis Jurkāns",17,21199,771,78135,"ievēlēts Rīgas apgabalā",8,2,3,57707
2,"Jānis Urbanovičs",1,13745,1257,70195,"ievēlēts Rīgas apgabalā",8,2,3,57707
3,"Aleksandrs Bartaševičs",2,12358,1419,68646,ievēlēts,8,2,3,57707
4,"Ivans Ribakovs",8,10954,1107,67554,ievēlēts,8,2,3,57707
5,"Vjačeslavs Stepaņenko",14,10594,981,67320,ievēlēts,8,2,3,57707
6,"Martijans Bekasovs",3,10155,1235,66627,ievēlēts,8,2,3,57707
7,"Aleksejs Vidavskis",6,12708,3843,66572,ievēlēts,8,2,3,57707
8,"Aleksandrs Golubovs",5,9895,1108,66494,ievēlēts,8,2,3,57707
9,"Pāvels Maksimovs",11,9922,1246,66383,ievēlēts,8,2,3,57707
10,"Sergejs Fjodorovs",15,9146,1000,65853,ievēlēts,8,2,3,57707
11,"Anatolijs Mackevičs",10,8842,1193,65356,ievēlēts,8,2,3,57707
12,"Igors Smirnovs",13,8744,1229,65222,"",8,2,3,57707
13,"Anžela Aļohno",9,8860,1416,65151,"",8,2,3,57707
14,"Līga Švorina",12,8647,1264,65090,"",8,2,3,57707
15,"Miroslavs Mitrofanovs",4,10426,3250,64883,"",8,2,3,57707
16,"Vladimirs Pedāns",16,7972,1124,64555,"",8,2,3,57707
17,"Oļegs Tolmačovs",7,9132,2848,63991,"",8,2,3,57707
1,"Jānis Jurkāns",1,4038,122,12200,"ievēlēts Rīgas apgabalā",8,2,4,8284
2,"Dainis Turlais",2,1871,160,9995,"ievēlēts Rīgas apgabalā",8,2,4,8284
3,"Valērijs Agešins",9,1880,207,9957,ievēlēts,8,2,4,8284
4,"Vadims Dolmatovs",13,1380,165,9499,"",8,2,4,8284
5,"Vjačeslavs Kuzņecovs",4,1393,215,9462,"",8,2,4,8284
6,"Jānis Urbanovičs",14,1212,160,9336,"ievēlēts Rīgas apgabalā",8,2,4,8284
7,"Oļegs Tolmačovs",7,1138,228,9194,"",8,2,4,8284
8,"Miroslavs Mitrofanovs",11,1052,174,9162,"",8,2,4,8284
9,"Ingrīda Podkolzina",6,984,236,9032,"",8,2,4,8284
10,"Ojārs Ignacs",5,889,184,8989,"",8,2,4,8284
11,"Harijs Bārs",3,864,227,8921,"",8,2,4,8284
12,"Ārija Ozola",8,831,201,8914,"",8,2,4,8284
13,"Kārlis Plūmiņš",12,753,168,8869,"",8,2,4,8284
14,"Ainārs Galviņš",10,720,200,8804,"",8,2,4,8284
1,"Jānis Jurkāns",1,5993,176,19224,"ievēlēts Rīgas apgabalā",8,2,5,13407
2,"Vitālijs Orlovs",7,2119,262,15264,ievēlēts,8,2,5,13407
3,"Andrejs Aleksejevs",14,2079,393,15093,ievēlēts,8,2,5,13407
4,"Modris Lujāns",2,1589,504,14492,"",8,2,5,13407
5,"Oļegs Tolmačovs",5,1462,403,14466,"",8,2,5,13407
6,"Mihails Černousovs",11,1379,367,14419,"",8,2,5,13407
7,"Jānis Urbanovičs",15,1258,315,14350,"ievēlēts Rīgas apgabalā",8,2,5,13407
8,"Boriss Rastopirkins",6,1367,472,14302,"",8,2,5,13407
9,"Ingrīda Podkolzina",3,1315,445,14277,"",8,2,5,13407
10,"Pauls Bogdanovs",10,1204,361,14250,"",8,2,5,13407
11,"Aivars Dātavs",9,1117,410,14114,"",8,2,5,13407
12,"Valerijs Strigins",13,1054,366,14095,"",8,2,5,13407
13,"Māris Kalve",8,1130,445,14092,"",8,2,5,13407
14,"Alma Zusāne",4,1079,401,14085,"",8,2,5,13407
15,"Līga Lapinska",12,1038,490,13955,"",8,2,5,13407
1,"Sergejs Žuravļovs",2,1167,81,6001,"",8,3,1,4915
2,"Viktors Kalnbērzs",1,1092,48,5959,"",8,3,1,4915
3,"Jurijs Žuravļovs",26,785,88,5612,"",8,3,1,4915
4,"Marika Žuravļova",11,500,101,5314,"",8,3,1,4915
5,"Ludmila Zadornova",4,419,79,5255,"",8,3,1,4915
6,"Vera Zozuļa",9,385,77,5223,"",8,3,1,4915
7,"Igors Solomatins",20,331,69,5177,"",8,3,1,4915
8,"Gundars Valdmanis",3,338,81,5172,"",8,3,1,4915
9,"Pjotrs Aleksejevs",8,325,83,5157,"",8,3,1,4915
10,"Vlada Dubrovska",6,320,80,5155,"",8,3,1,4915
11,"Ludmila Kurova",16,303,73,5145,"",8,3,1,4915
12,"Larisa Plotniece",15,293,72,5136,"",8,3,1,4915
13,"Tatjana Niparte",13,290,70,5135,"",8,3,1,4915
14,"Jurijs Golovaņovs",27,289,72,5132,"",8,3,1,4915
15,"Vladimirs Litviņenkovs",17,294,82,5127,"",8,3,1,4915
16,"Aleksandrs Meilehs",5,294,83,5126,"",8,3,1,4915
17,"Inna Mamina",25,274,77,5112,"",8,3,1,4915
18,"Normunds Grostiņš",7,265,75,5105,"",8,3,1,4915
19,"Armands Stendzenieks",10,298,114,5099,"",8,3,1,4915
20,"Gunārs Katkevičs",12,259,75,5099,"",8,3,1,4915
21,"Jānis Kučinskis",18,257,78,5094,"",8,3,1,4915
22,"Ivans Apalenis",28,241,70,5086,"",8,3,1,4915
23,"Aleksandrs Lētiņš",24,242,73,5084,"",8,3,1,4915
24,"Jurijs Glikmanis",21,233,71,5077,"",8,3,1,4915
25,"Bruno Bārs",14,242,92,5065,"",8,3,1,4915
26,"Midhats Satdanovs",22,238,91,5062,"",8,3,1,4915
27,"Vilis Bāliņš",19,228,89,5054,"",8,3,1,4915
28,"Arifs Mageramovs",23,219,110,5024,"",8,3,1,4915
1,"Viktors Kalnbērzs",1,415,30,2609,"",8,3,2,2224
2,"Jurijs Žuravļovs",24,369,39,2554,"",8,3,2,2224
3,"Marika Žuravļova",4,216,34,2406,"",8,3,2,2224
4,"Jānis Bojārs",23,222,40,2406,"",8,3,2,2224
5,"Vera Zozuļa",8,182,36,2370,"",8,3,2,2224
6,"Aleksandrs Bašarins",3,187,42,2369,"",8,3,2,2224
7,"Lelde Vikmane",6,173,43,2354,"",8,3,2,2224
8,"Aina Žuravļova",25,166,42,2348,"",8,3,2,2224
9,"Marija Zatoka",2,159,39,2344,"",8,3,2,2224
10,"Maija Kalnbērza",26,140,40,2324,"",8,3,2,2224
11,"Jānis Kučinskis",13,132,36,2320,"",8,3,2,2224
12,"Marija Černovska",22,128,33,2319,"",8,3,2,2224
13,"Sergejs Jakimovičs",16,132,40,2316,"",8,3,2,2224
14,"Gundars Valdmanis",12,131,41,2314,"",8,3,2,2224
15,"Jevgēnijs Krjukovs",10,122,37,2309,"",8,3,2,2224
16,"Jānis Polis",7,125,43,2306,"",8,3,2,2224
17,"Jevgeņija Martinsone",19,113,31,2306,"",8,3,2,2224
18,"Nikolajs Jaružnijs",9,118,38,2304,"",8,3,2,2224
19,"Vladimirs Ikusovs",21,116,39,2301,"",8,3,2,2224
20,"Grigorijs Konoņenko",20,113,37,2300,"",8,3,2,2224
21,"Vilis Bāliņš",5,113,38,2299,"",8,3,2,2224
22,"Helga Tene",18,116,44,2296,"",8,3,2,2224
23,"Edgars Ozoliņš",14,106,36,2294,"",8,3,2,2224
24,"Žanis Priekulis",11,104,38,2290,"",8,3,2,2224
25,"Egils Ziediņš",17,102,36,2290,"",8,3,2,2224
26,"Sergo Bokučava",15,110,49,2285,"",8,3,2,2224
1,"Sergejs Žuravļovs",4,834,78,4243,"",8,3,3,3487
2,"Eleonora Kleščinska",1,854,103,4238,"",8,3,3,3487
3,"Viktors Kalnbērzs",2,714,67,4134,"",8,3,3,3487
4,"Tatjana Matvejeva",3,637,88,4036,"",8,3,3,3487
5,"Igors Platonovs",7,557,83,3961,"",8,3,3,3487
6,"Valērijs Spiridonovs",5,549,87,3949,"",8,3,3,3487
7,"Pjotrs Aleksejevs",9,528,84,3931,"",8,3,3,3487
8,"Gertruda Gorbunova",6,542,100,3929,"",8,3,3,3487
9,"Tatjana Mikucka",12,522,86,3923,"",8,3,3,3487
10,"Aleksandrs Kornijenko",10,518,83,3922,"",8,3,3,3487
11,"Sandra Stašāne",8,527,104,3910,"",8,3,3,3487
12,"Žanna Gorjunova",14,512,90,3909,"",8,3,3,3487
13,"Renata Konopecka",11,488,95,3880,"",8,3,3,3487
14,"Oksana Unžakova",16,481,95,3873,"",8,3,3,3487
15,"Francis Grišķans",13,490,108,3869,"",8,3,3,3487
16,"Ivans Apalenis",17,477,98,3866,"",8,3,3,3487
17,"Oļegs Burinskis",15,487,116,3858,"",8,3,3,3487
1,"Viktors Kalnbērzs",1,139,7,866,"",8,3,4,734
2,"Jānis Bojārs",6,121,21,834,"",8,3,4,734
3,"Jurijs Žuravļovs",14,99,20,813,"",8,3,4,734
4,"Genadijs Pritkovs",2,77,17,794,"",8,3,4,734
5,"Larisa Suškova",4,69,14,789,"",8,3,4,734
6,"Linda Aleksejeva",9,66,13,787,"",8,3,4,734
7,"Armands Stendzenieks",5,82,36,780,"",8,3,4,734
8,"Marina Zuntnere",12,59,16,777,"",8,3,4,734
9,"Dainuvīte Vārna",3,59,17,776,"",8,3,4,734
10,"Anita Ķemlere",10,56,14,776,"",8,3,4,734
11,"Gundars Valdmanis",7,58,20,772,"",8,3,4,734
12,"Ilze Sīkle",8,48,16,766,"",8,3,4,734
13,"Māris Birzulis",11,43,13,764,"",8,3,4,734
14,"Uldis Ansons",13,41,18,757,"",8,3,4,734
1,"Viktors Kalnbērzs",1,375,28,2221,"",8,3,5,1874
2,"Jurijs Žuravļovs",14,330,41,2163,"",8,3,5,1874
3,"Sergejs Žuravļovs",5,298,33,2139,"",8,3,5,1874
4,"Jānis Bojārs",6,294,49,2119,"",8,3,5,1874
5,"Jeļena Žuravļova",2,283,43,2114,"",8,3,5,1874
6,"Gaļina Aile",3,176,43,2007,"",8,3,5,1874
7,"Jānis Kučinskis",4,163,39,1998,"",8,3,5,1874
8,"Aleksandrs Kozlovs",15,162,40,1996,"",8,3,5,1874
9,"Kira Matvejeva",10,161,41,1994,"",8,3,5,1874
10,"Lilija Bula",7,147,39,1982,"",8,3,5,1874
11,"Aigars Egle",13,146,38,1982,"",8,3,5,1874
12,"Rita Millere",12,142,41,1975,"",8,3,5,1874
13,"Atis Krūmiņš",11,120,37,1957,"",8,3,5,1874
14,"Armands Stendzenieks",8,145,68,1951,"",8,3,5,1874
15,"Pēteris Mežiņš",9,115,42,1947,"",8,3,5,1874
1,"Mihails Gavrilovs",1,277,26,1295,"",8,4,1,1044
2,"Mihails Orlovs",3,160,22,1182,"",8,4,1,1044
3,"Vjačeslavs Starostins",2,157,24,1177,"",8,4,1,1044
4,"Larisa Martinova",6,159,26,1177,"",8,4,1,1044
5,"Vladimirs Jeršovs",4,151,28,1167,"",8,4,1,1044
6,"Vladimirs Zubovs",5,138,27,1155,"",8,4,1,1044
7,"Ivans Petrovs",13,132,23,1153,"",8,4,1,1044
8,"Sergejs Fjodorovs",15,131,22,1153,"",8,4,1,1044
9,"Anatolijs Moskvins",7,131,24,1151,"",8,4,1,1044
10,"Vitālijs Birjukovs",8,129,23,1150,"",8,4,1,1044
11,"Ivans Morozovs",16,123,22,1145,"",8,4,1,1044
12,"Jurijs Dubakovs",10,122,23,1143,"",8,4,1,1044
13,"Aleksandrs Ņesterovičs",9,120,23,1141,"",8,4,1,1044
14,"Viktors Birjukovs",12,121,24,1141,"",8,4,1,1044
15,"Igors Timofejevs",14,121,25,1140,"",8,4,1,1044
16,"Jurijs Glagoļevs",11,113,25,1132,"",8,4,1,1044
1,"Mihails Gavrilovs",1,209,14,1032,"",8,4,2,837
2,"Mihails Orlovs",3,98,13,922,"",8,4,2,837
3,"Ivans Morozovs",15,88,14,911,"",8,4,2,837
4,"Sergejs Fjodorovs",16,87,13,911,"",8,4,2,837
5,"Vladimirs Jeršovs",5,83,13,907,"",8,4,2,837
6,"Vjačeslavs Starostins",2,86,18,905,"",8,4,2,837
7,"Vitālijs Birjukovs",4,82,15,904,"",8,4,2,837
8,"Vladimirs Zubovs",7,78,15,900,"",8,4,2,837
9,"Larisa Martinova",6,79,19,897,"",8,4,2,837
10,"Ivans Petrovs",12,69,14,892,"",8,4,2,837
11,"Viktors Birjukovs",13,69,14,892,"",8,4,2,837
12,"Igors Timofejevs",14,70,15,892,"",8,4,2,837
13,"Aleksandrs Ņesterovičs",10,71,17,891,"",8,4,2,837
14,"Anatolijs Moskvins",8,67,16,888,"",8,4,2,837
15,"Jurijs Glagoļevs",11,66,15,888,"",8,4,2,837
16,"Jurijs Dubakovs",9,61,16,882,"",8,4,2,837
1,"Mihails Gavrilovs",1,500,34,2383,"",8,4,3,1917
2,"Vladimirs Jeršovs",2,366,41,2242,"",8,4,3,1917
3,"Ivans Morozovs",5,340,40,2217,"",8,4,3,1917
4,"Anatolijs Moskvins",4,324,41,2200,"",8,4,3,1917
5,"Vjačeslavs Starostins",3,325,46,2196,"",8,4,3,1917
6,"Larisa Martinova",8,320,49,2188,"",8,4,3,1917
7,"Ivans Petrovs",7,314,44,2187,"",8,4,3,1917
8,"Mihails Orlovs",6,316,47,2186,"",8,4,3,1917
9,"Sergejs Fjodorovs",9,302,45,2174,"",8,4,3,1917
10,"Vladimirs Zubovs",10,291,41,2167,"",8,4,3,1917
11,"Vitālijs Birjukovs",11,278,46,2149,"",8,4,3,1917
12,"Aleksandrs Ņesterovičs",14,273,43,2147,"",8,4,3,1917
13,"Jurijs Dubakovs",12,275,50,2142,"",8,4,3,1917
14,"Igors Timofejevs",16,265,42,2140,"",8,4,3,1917
15,"Jurijs Glagoļevs",13,262,50,2129,"",8,4,3,1917
16,"Viktors Birjukovs",15,248,45,2120,"",8,4,3,1917
1,"Mihails Gavrilovs",1,75,5,346,"",8,4,4,276
2,"Larisa Martinova",2,35,8,303,"",8,4,4,276
3,"Vladimirs Jeršovs",7,25,7,294,"",8,4,4,276
4,"Mihails Orlovs",4,25,9,292,"",8,4,4,276
5,"Anatolijs Moskvins",6,24,10,290,"",8,4,4,276
6,"Igors Timofejevs",14,23,9,290,"",8,4,4,276
7,"Vjačeslavs Starostins",3,21,8,289,"",8,4,4,276
8,"Vladimirs Zubovs",5,22,9,289,"",8,4,4,276
9,"Jurijs Glagoļevs",11,20,7,289,"",8,4,4,276
10,"Viktors Birjukovs",13,21,9,288,"",8,4,4,276
11,"Vitālijs Birjukovs",9,18,9,285,"",8,4,4,276
12,"Sergejs Fjodorovs",12,20,11,285,"",8,4,4,276
13,"Jurijs Dubakovs",8,16,10,282,"",8,4,4,276
14,"Aleksandrs Ņesterovičs",10,16,10,282,"",8,4,4,276
1,"Mihails Gavrilovs",1,183,11,822,"",8,4,5,650
2,"Mihails Orlovs",5,110,11,749,"",8,4,5,650
3,"Vjačeslavs Starostins",3,91,9,732,"",8,4,5,650
4,"Larisa Martinova",7,94,13,731,"",8,4,5,650
5,"Vladimirs Zubovs",6,91,12,729,"",8,4,5,650
6,"Vladimirs Jeršovs",4,87,11,726,"",8,4,5,650
7,"Anatolijs Moskvins",2,86,12,724,"",8,4,5,650
8,"Ivans Petrovs",15,74,6,718,"",8,4,5,650
9,"Aleksandrs Ņesterovičs",8,79,12,717,"",8,4,5,650
10,"Ivans Morozovs",11,78,13,715,"",8,4,5,650
11,"Sergejs Fjodorovs",14,78,16,712,"",8,4,5,650
12,"Vitālijs Birjukovs",9,73,13,710,"",8,4,5,650
13,"Jurijs Glagoļevs",12,70,12,708,"",8,4,5,650
14,"Jurijs Dubakovs",10,69,14,705,"",8,4,5,650
15,"Viktors Birjukovs",13,67,12,705,"",8,4,5,650
1,"Dainis Īvāns",1,3006,569,12507,"",8,5,1,10070
2,"Jānis Dinevičs",3,1481,629,10922,"",8,5,1,10070
3,"Leons Bojārs",9,1356,613,10813,"",8,5,1,10070
4,"Viola Lāzo",4,1441,817,10694,"",8,5,1,10070
5,"Aija Barča",5,831,523,10378,"",8,5,1,10070
6,"Valdis Lauskis",2,786,540,10316,"",8,5,1,10070
7,"Jānis Misa",8,717,548,10239,"",8,5,1,10070
8,"Leonards Barkāns",27,455,520,10005,"",8,5,1,10070
9,"Helēna Soldatjonoka",10,509,581,9998,"",8,5,1,10070
