"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
6,"Jānis Straume",3,2257,730,34468,"ievēlēts",6,"TB",14,"Vidzeme",32941
7,"Guntars Grīnblats",4,2157,712,34386,"ievēlēts",6,"TB",14,"Vidzeme",32941
8,"Aigars Jirgens",2,2996,1685,34252,"ievēlēts Kurzemes apgabalā",6,"TB",14,"Vidzeme",32941
9,"Aigars Eniņš",10,1637,523,34055," ",6,"TB",14,"Vidzeme",32941
10,"Juris Vaivads",14,1137,732,33346," ",6,"TB",14,"Vidzeme",32941
11,"Jānis Siliņš",21,984,591,33334," ",6,"TB",14,"Vidzeme",32941
12,"Viesturs Vāvere",19,1043,658,33326," ",6,"TB",14,"Vidzeme",32941
13,"Jānis Kļaviņš",8,882,532,33291," ",6,"TB",14,"Vidzeme",32941
14,"Jānis Blekte",15,804,610,33135," ",6,"TB",14,"Vidzeme",32941
15,"Anita Brence",7,974,784,33131," ",6,"TB",14,"Vidzeme",32941
16,"Roberts Ozols",25,754,608,33087," ",6,"TB",14,"Vidzeme",32941
17,"Andris Lokmanis",22,763,618,33086," ",6,"TB",14,"Vidzeme",32941
18,"Agris Briedis",18,752,633,33060," ",6,"TB",14,"Vidzeme",32941
19,"Zigurds Strīķis",16,719,609,33051," ",6,"TB",14,"Vidzeme",32941
20,"Juris Apsis",20,670,685,32926," ",6,"TB",14,"Vidzeme",32941
21,"Inese Odiņa-Laizāne",13,777,839,32879," ",6,"TB",14,"Vidzeme",32941
22,"Klements Kārkls",24,649,871,32719," ",6,"TB",14,"Vidzeme",32941
23,"Anda Ērmane",23,681,995,32627," ",6,"TB",14,"Vidzeme",32941
24,"Lidija Pupure",12,1027,1571,32397," ",6,"TB",14,"Vidzeme",32941
25,"Adrians Kukuvass",17,1574,2829,31686,,6,"TB",14,"Vidzeme",32941
1,"Māris Grīnblats",2,1550,140,6657,"ievēlēts Rīgas apgabalā",6,"TB",14,"Latgale",5247
2,"Juris Galerijs Vidiņš",1,1159,283,6123,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Latgale",5247
3,"Leopolds Ozoliņš",17,595,168,5674,"ievēlēts Rīgas apgabalā",6,"TB",14,"Latgale",5247
4,"Roberts Jurdžs",6,594,173,5668,"ievēlēts",6,"TB",14,"Latgale",5247
5,"Jānis Visockis",11,549,180,5616," ",6,"TB",14,"Latgale",5247
6,"Oskars Grīgs",7,462,208,5501,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Latgale",5247
7,"Juris Sinka",16,422,252,5417,"ievēlēts Rīgas apgabalā",6,"TB",14,"Latgale",5247
8,"Aleksandrs Pētersons",18,370,218,5399,"ievēlēts Rīgas apgabalā",6,"TB",14,"Latgale",5247
9,"Palmira Lāce",3,393,247,5393," ",6,"TB",14,"Latgale",5247
10,"Jānis Straume",4,310,218,5339,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Latgale",5247
11,"Dzintars Rasnačs",5,281,211,5317," ",6,"TB",14,"Latgale",5247
12,"Heinrihs Lācis",15,241,178,5310," ",6,"TB",14,"Latgale",5247
13,"Anna Krumpāne",13,307,253,5301," ",6,"TB",14,"Latgale",5247
14,"Roberts Zīle",9,231,193,5285,"ievēlēts Kurzemes apgabalā",6,"TB",14,"Latgale",5247
15,"Andrejs Požarnovs",8,239,239,5247,"ievēlēts Zemgales apgabalā",6,"TB",14,"Latgale",5247
16,"Jānis Bondars",10,230,231,5246," ",6,"TB",14,"Latgale",5247
17,"Ērika Andžāne",14,224,256,5215," ",6,"TB",14,"Latgale",5247
18,"Liāna Velka",12,185,234,5198," ",6,"TB",14,"Latgale",5247
19,"Adrians Kukuvass",19,294,364,5177," ",6,"TB",14,"Latgale",5247
1,"Māris Grīnblats",1,6794,122,23896,"ievēlēts Rīgas apgabalā",6,"TB",14,"Kurzeme",17224
2,"Leopolds Ozoliņš",5,3645,228,20641,"ievēlēts Rīgas apgabalā",6,"TB",14,"Kurzeme",17224
3,"Oskars Grīgs",2,2585,306,19503,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Kurzeme",17224
4,"Juris Galerijs Vidiņš",3,1903,309,18818,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Kurzeme",17224
5,"Aleksandrs Pētersons",14,1803,347,18680,"ievēlēts Rīgas apgabalā",6,"TB",14,"Kurzeme",17224
6,"Juris Sinka",11,1533,465,18292,"ievēlēts Rīgas apgabalā",6,"TB",14,"Kurzeme",17224
7,"Aigars Jirgens",8,1470,528,18166,"ievēlēts",6,"TB",14,"Kurzeme",17224
8,"Jānis Straume",9,1040,268,17996,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Kurzeme",17224
9,"Roberts Zīle",10,765,251,17738,"ievēlēts",6,"TB",14,"Kurzeme",17224
10,"Dzintars Kudums",6,709,317,17616," ",6,"TB",14,"Kurzeme",17224
11,"Raimonds Belts",13,702,343,17583," ",6,"TB",14,"Kurzeme",17224
12,"Lilita Līne",7,693,396,17521," ",6,"TB",14,"Kurzeme",17224
13,"Mirdza Priedīte",12,603,385,17442," ",6,"TB",14,"Kurzeme",17224
14,"Ivars Atteka",4,561,629,17156," ",6,"TB",14,"Kurzeme",17224
1,"Māris Grīnblats",1,5665,130,20566,"ievēlēts Rīgas apgabalā",6,"TB",14,"Zemgale",15031
2,"Leopolds Ozoliņš  ",14,3355,202,18184,"ievēlēts Rīgas apgabalā",6,"TB",14,"Zemgale",15031
3,"Oskars Grīgs",4,2678,454,17255,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Zemgale",15031
4,"Aleksandrs Pētersons",15,1506,231,16306,"ievēlēts Rīgas apgabalā",6,"TB",14,"Zemgale",15031
5,"Juris Galerijs Vidiņš",11,1442,288,16185,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Zemgale",15031
6,"Juris Sinka",13,1443,409,16065,"ievēlēts Rīgas apgabalā",6,"TB",14,"Zemgale",15031
7,"Jānis Straume",2,1111,219,15923,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Zemgale",15031
8,"Guntars Grīnblats",12,1128,268,15891,"ievēlēts Vidzemes apgabalā",6,"TB",14,"Zemgale",15031
9,"Aigars Jirgens",3,1355,577,15809,"ievēlēts Kurzemes apgabalā",6,"TB",14,"Zemgale",15031
10,"Andrejs Požarnovs",7,1005,348,15688,"ievēlēts",6,"TB",14,"Zemgale",15031
11,"Vents Balodis",8,652,266,15417,"ievēlēts",6,"TB",14,"Zemgale",15031
12,"Aigars Ozols",10,596,229,15398," ",6,"TB",14,"Zemgale",15031
13,"Valdis Rožukalns",5,579,220,15390," ",6,"TB",14,"Zemgale",15031
14,"Velga Vilciņa",6,712,407,15336," ",6,"TB",14,"Zemgale",15031
15,"Liāna Velka",9,478,316,15193," ",6,"TB",14,"Zemgale",15031
