"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
23,"Jānis Valpēters",24,393,672,23996," ",6,"LNNK un LZP",18,"Rīga",24275
24,"Maigonis Bušs",26,334,679,23930," ",6,"LNNK un LZP",18,"Rīga",24275
25,"Imārs Kiršbaums",25,410,756,23929," ",6,"LNNK un LZP",18,"Rīga",24275
26,"Jānis Dubinskis",16,408,781,23902," ",6,"LNNK un LZP",18,"Rīga",24275
27,"Aija Fleija",22,461,855,23881," ",6,"LNNK un LZP",18,"Rīga",24275
1,"Anna Seile",1,4611,612,20923,"ievēlēta",6,"LNNK un LZP",18,"Vidzeme",16924
2,"Aleksandrs Kiršteins",4,3437,701,19660,"ievēlēts Rīgas apgabalā",6,"LNNK un LZP",18,"Vidzeme",16924
3,"Andrejs Krastiņš",5,3357,759,19522,"ievēlēts Rīgas apgabalā",6,"LNNK un LZP",18,"Vidzeme",16924
4,"Juris Dobelis",2,3448,1187,19185,"ievēlēts Rīgas apgabalā",6,"LNNK un LZP",18,"Vidzeme",16924
5,"Indulis Emsis",3,1944,426,18442,"ievēlēts",6,"LNNK un LZP",18,"Vidzeme",16924
6,"Ingūna Ebela",14,2198,910,18212," ",6,"LNNK un LZP",18,"Vidzeme",16924
7,"Imants Kalniņš",17,2358,1093,18189," ",6,"LNNK un LZP",18,"Vidzeme",16924
8,"Dainis Stalts",15,1735,517,18142," ",6,"LNNK un LZP",18,"Vidzeme",16924
9,"Einārs Cilinskis",7,1141,487,17578," ",6,"LNNK un LZP",18,"Vidzeme",16924
10,"Romāns Pussars",10,1070,570,17424," ",6,"LNNK un LZP",18,"Vidzeme",16924
11,"Viesturs Pauls Karnups",6,850,533,17241," ",6,"LNNK un LZP",18,"Vidzeme",16924
12,"Arvīds Ozols",8,603,377,17150," ",6,"LNNK un LZP",18,"Vidzeme",16924
13,"Valdis Kaprālis",9,560,409,17075," ",6,"LNNK un LZP",18,"Vidzeme",16924
14,"Oskars Spurdziņš",16,568,434,17058," ",6,"LNNK un LZP",18,"Vidzeme",16924
15,"Mairita Solima",18,546,594,16876," ",6,"LNNK un LZP",18,"Vidzeme",16924
16,"Andris Polis",25,438,491,16871," ",6,"LNNK un LZP",18,"Vidzeme",16924
17,"Kārlis Jumiķis",21,380,446,16858," ",6,"LNNK un LZP",18,"Vidzeme",16924
18,"Alfrēds Valentīns Žīgurs",22,420,511,16833," ",6,"LNNK un LZP",18,"Vidzeme",16924
19,"Egīls Mazūrs",11,349,442,16831," ",6,"LNNK un LZP",18,"Vidzeme",16924
20,"Pēteris Gabranovs",20,421,536,16809," ",6,"LNNK un LZP",18,"Vidzeme",16924
21,"Inese Eihvalde",23,377,506,16795," ",6,"LNNK un LZP",18,"Vidzeme",16924
22,"Velga Slaidiņa",13,386,535,16775," ",6,"LNNK un LZP",18,"Vidzeme",16924
23,"Rūdolfs Kalliss",19,301,484,16741," ",6,"LNNK un LZP",18,"Vidzeme",16924
24,"Arvīds Knislis",24,343,620,16647," ",6,"LNNK un LZP",18,"Vidzeme",16924
25,"Olga Dreģe",12,1362,2436,15850," ",6,"LNNK un LZP",18,"Vidzeme",16924
1,"Pēteris Tabūns",4,1207,337,5151,"ievēlēts",6,"LNNK un LZP",18,"Latgale",4281
2,"Anna Seile",3,1078,213,5146,"ievēlēta Vidzemes apgabalā",6,"LNNK un LZP",18,"Latgale",4281
3,"Andrejs Krastiņš",1,935,260,4956,"ievēlēts Rīgas apgabalā",6,"LNNK un LZP",18,"Latgale",4281
4,"Broņislavs Spridzāns",2,728,270,4739," ",6,"LNNK un LZP",18,"Latgale",4281
5,"Jānis Karro",7,572,312,4541," ",6,"LNNK un LZP",18,"Latgale",4281
6,"Velta Puriņa",5,648,515,4414," ",6,"LNNK un LZP",18,"Latgale",4281
7,"Juris Urtāns",17,328,273,4336," ",6,"LNNK un LZP",18,"Latgale",4281
8,"Imants Kalniņš",9,410,384,4307," ",6,"LNNK un LZP",18,"Latgale",4281
9,"Baiba Pētersone",6,336,334,4283," ",6,"LNNK un LZP",18,"Latgale",4281
10,"Indulis Emsis",15,272,282,4271,"ievēlēts Vidzemes apgabalā",6,"LNNK un LZP",18,"Latgale",4281
11,"Jānis Grišāns",16,260,284,4257," ",6,"LNNK un LZP",18,"Latgale",4281
12,"Aleksandrs Zeimuļs-Priževoits",18,238,331,4188," ",6,"LNNK un LZP",18,"Latgale",4281
13,"Oļegs Batarevskis",19,224,339,4166," ",6,"LNNK un LZP",18,"Latgale",4281
14,"Valfrīds Paškevičs",14,203,345,4139," ",6,"LNNK un LZP",18,"Latgale",4281
15,"Mirdza Vītola",11,183,331,4133," ",6,"LNNK un LZP",18,"Latgale",4281
16,"Jānis Žugovs",8,339,491,4129," ",6,"LNNK un LZP",18,"Latgale",4281
17,"Valentīna Kaša",13,179,348,4112," ",6,"LNNK un LZP",18,"Latgale",4281
18,"Skaidrīte Albertiņa",10,140,332,4089," ",6,"LNNK un LZP",18,"Latgale",4281
19,"Olga Dreģe",12,324,536,4069," ",6,"LNNK un LZP",18,"Latgale",4281
1,"Anna Seile",2,2048,281,8623,"ievēlēta Vidzemes apgabalā",6,"LNNK un LZP",18,"Kurzeme",6856
2,"Jānis Kalviņš",1,796,187,7465,"ievēlēts",6,"LNNK un LZP",18,"Kurzeme",6856
3,"Māris Budovskis",3,760,203,7413," ",6,"LNNK un LZP",18,"Kurzeme",6856
4,"Dainis Stalts",4,742,199,7399," ",6,"LNNK un LZP",18,"Kurzeme",6856
5,"Indulis Emsis",6,704,184,7376,"ievēlēts Vidzemes apgabalā",6,"LNNK un LZP",18,"Kurzeme",6856
6,"Andris Grundmanis",7,379,208,7027," ",6,"LNNK un LZP",18,"Kurzeme",6856
7,"Viesturs Pauls Karnups",9,373,244,6985," ",6,"LNNK un LZP",18,"Kurzeme",6856
8,"Egīls Mazūrs",5,263,179,6940," ",6,"LNNK un LZP",18,"Kurzeme",6856
9,"Arvīds Ozols",11,266,184,6938," ",6,"LNNK un LZP",18,"Kurzeme",6856
10,"Elmārs Vēbers",8,224,167,6913," ",6,"LNNK un LZP",18,"Kurzeme",6856
11,"Māris Lejasmeiers",13,237,231,6862," ",6,"LNNK un LZP",18,"Kurzeme",6856
12,"Alfrēds Libiņš",14,209,223,6842," ",6,"LNNK un LZP",18,"Kurzeme",6856
13,"Māris Linde",10,201,221,6836," ",6,"LNNK un LZP",18,"Kurzeme",6856
14,"Arvīds Balceris",12,196,233,6819," ",6,"LNNK un LZP",18,"Kurzeme",6856
1,"Anna Seile",1,2281,298,9999,"ievēlēta Vidzemes apgabalā",6,"LNNK un LZP",18,"Zemgale",8016
2,"Aleksandrs Kiršteins",3,1613,356,9273,"ievēlēts Rīgas apgabalā",6,"LNNK un LZP",18,"Zemgale",8016
3,"Juris Dobelis",7,1581,497,9100,"ievēlēts Rīgas apgabalā",6,"LNNK un LZP",18,"Zemgale",8016
4,"Aristids Jēkabs Lambergs",2,968,476,8508,"ievēlēts",6,"LNNK un LZP",18,"Zemgale",8016
5,"Vilnis Kazāks",13,563,284,8295," ",6,"LNNK un LZP",18,"Zemgale",8016
6,"Māris Graubiņš",6,499,251,8264," ",6,"LNNK un LZP",18,"Zemgale",8016
7,"Pēteris Tabūns",8,1395,1151,8260,"ievēlēts Latgales apgabalā",6,"LNNK un LZP",18,"Zemgale",8016
8,"Oļegs Batarevskis",9,466,270,8212," ",6,"LNNK un LZP",18,"Zemgale",8016
9,"Paulis Rēvelis",11,471,285,8202," ",6,"LNNK un LZP",18,"Zemgale",8016
10,"Jānis Danevičs",15,429,274,8171," ",6,"LNNK un LZP",18,"Zemgale",8016
11,"Uldis Ivans",5,579,435,8160," ",6,"LNNK un LZP",18,"Zemgale",8016
12,"Gunārs Preinbergs",12,395,285,8126," ",6,"LNNK un LZP",18,"Zemgale",8016
13,"Jānis Kalviņš",14,264,243,8037,"ievēlēts Kurzemes apgabalā",6,"LNNK un LZP",18,"Zemgale",8016
14,"Rūta Bendere",4,213,290,7939," ",6,"LNNK un LZP",18,"Zemgale",8016
15,"Andrejs Baļčūns",10,244,323,7937," ",6,"LNNK un LZP",18,"Zemgale",8016
