"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
1,"Baiba Pelse",1,417,40,2618," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
2,"Mārtiņš Neibults-Miebolts",3,227,52,2416," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
3,"Vladimirs Konovalovs",2,196,88,2349," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
4,"Ārija Ruduse",13,143,64,2320," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
5,"Dace Freivalde",16,133,55,2319," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
6,"Alfons Oskars Jansons",19,131,55,2317," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
7,"Regīna Medne",20,124,54,2311," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
8,"Imants Gronskis",6,129,70,2300," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
9,"Jānis Kalnačs",17,110,53,2298," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
10,"Zigurds Pikmanis",5,121,66,2296," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
11,"Ēriks Krūklis",12,107,63,2285," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
12,"Alfrēds Zilgalvis",18,95,54,2282," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
13,"Igors Vītols",7,107,67,2281," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
14,"Arvīds Kļavinskis",4,117,78,2280," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
15,"Guntars Jirgensons",9,107,70,2278," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
16,"Juris Rieksts",14,91,54,2278," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
17,"Staņislavs Vaivods",11,108,85,2264," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
18,"Uldis Dance",15,85,63,2263," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
19,"Ignats Ķemzāns",8,92,78,2255," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
20,"Aleksandrs Gavrilovs",21,89,87,2243," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
21,"Dzintra Četreboka",10,101,108,2234," ",6,"Maznodrošināto apvienība",3,"Rīga",2241
1,"Baiba Pelse",1,404,55,3145," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
2,"Imants Gronskis",4,194,56,2934," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
3,"Vladimirs Konovalovs",2,192,71,2917," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
4,"Mārtiņš Neibults-Miebolts",3,181,61,2916," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
5,"Jānis Kalnačs",5,132,54,2874," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
6,"Vladislavs Locāns",13,115,61,2850," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
7,"Staņislavs Vaivods",19,120,66,2850," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
8,"Ārija Ruduse",11,116,66,2846," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
9,"Artūrs Apinis",16,104,54,2846," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
10,"Ignats Ķemzāns",9,114,65,2845," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
11,"Juris Rieksts",15,104,60,2840," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
12,"Arvīds Kļavinskis",6,103,61,2838," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
13,"Kārlis Dravants",7,100,63,2833," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
14,"Igors Vītols",8,95,64,2827," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
15,"Zigurds Pikmanis",10,91,61,2826," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
16,"Uldis Dance",14,89,62,2823," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
17,"Alfrēds Zilgalvis",20,86,61,2821," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
18,"Margarita Vidze",17,86,62,2820," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
19,"Ēriks Krūklis",21,82,61,2817," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
20,"Jānis Džigurs",22,86,66,2816," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
21,"Mārtiņš Raudevs",18,81,63,2814," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
22,"Zinaida Kozure",12,75,73,2798," ",6,"Maznodrošināto apvienība",3,"Vidzeme",2796
1,"Vladimirs Konovalovs",1,313,44,2026," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
2,"Baiba Pelse",2,204,53,1908," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
3,"Arvīds Kļavinskis",3,150,66,1841," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
4,"Staņislavs Vaivods",7,148,65,1840," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
5,"Jānis Aprups",6,142,75,1824," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
6,"Fricis Arvīds Lasis",9,137,74,1820," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
7,"Valentīna Vigupe",15,115,57,1815," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
8,"Imants Gronskis",5,115,60,1812," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
9,"Mārtiņš Neibults-Miebolts",4,117,65,1809," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
10,"Regīna Sakoviča",11,118,73,1802," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
11,"Ārija Ruduse",10,110,74,1793," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
12,"Ignats Ķemzāns",8,97,69,1785," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
13,"Jānis Kalnačs",12,92,70,1779," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
14,"Vladislavs Locāns",13,87,69,1775," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
15,"Zigurds Pikmanis",14,84,68,1773," ",6,"Maznodrošināto apvienība",3,"Latgale",1757
1,"Baiba Pelse",11,177,24,1263," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
2,"Zigurds Pikmanis",1,119,29,1200," ",6,"Maznodrošināto apvienība",3,"Kurzeme",1110
