"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
9,"Aivars Gulbis",7,14,13,347," ",6,"LNDP",11,"Vidzeme",346
10,"Inga Vītola",23,15,14,347," ",6,"LNDP",11,"Vidzeme",346
11,"Zigmunds Kumpiņš",12,9,13,342," ",6,"LNDP",11,"Vidzeme",346
12,"Artis Tērauds",14,8,12,342," ",6,"LNDP",11,"Vidzeme",346
13,"Līga Krūmiņa",15,15,19,342," ",6,"LNDP",11,"Vidzeme",346
14,"Jānis Ločmelis",11,11,16,341," ",6,"LNDP",11,"Vidzeme",346
15,"Voldemārs Dreimanis",10,8,14,340," ",6,"LNDP",11,"Vidzeme",346
16,"Jānis Krauklis",16,6,12,340," ",6,"LNDP",11,"Vidzeme",346
17,"Ziedonis Lasenbergs",18,8,15,339," ",6,"LNDP",11,"Vidzeme",346
18,"Vilnis Matrozis",17,6,14,338," ",6,"LNDP",11,"Vidzeme",346
19,"Gundars Edvīns Preijers",8,7,16,337," ",6,"LNDP",11,"Vidzeme",346
20,"Artūrs Bērziņš",21,6,17,335," ",6,"LNDP",11,"Vidzeme",346
21,"Kārlis Laimonis Trencis",19,7,19,334," ",6,"LNDP",11,"Vidzeme",346
22,"Kārlis Jeminejs",24,6,19,333," ",6,"LNDP",11,"Vidzeme",346
23,"Biruta Vecroze",20,5,19,332," ",6,"LNDP",11,"Vidzeme",346
24,"Juris Jakaitis",22,3,18,331,,6,"LNDP",11,"Vidzeme",346
1,"Jāzeps Kuzmins",15,29,26,273," ",6,"LNDP",11,"Latgale",270
2,"Aivars Pauliņš",1,26,29,267," ",6,"LNDP",11,"Latgale",270
3,"Jānis Kovaļevskis",3,21,27,264," ",6,"LNDP",11,"Latgale",270
4,"Iveta Ieva Pastare",4,11,22,259," ",6,"LNDP",11,"Latgale",270
5,"Anna Sargūne",12,12,24,258," ",6,"LNDP",11,"Latgale",270
6,"Jānis Krēsliņš",6,13,28,255," ",6,"LNDP",11,"Latgale",270
7,"Armands Māliņš",7,15,30,255," ",6,"LNDP",11,"Latgale",270
8,"Andris Strods",8,8,28,250," ",6,"LNDP",11,"Latgale",270
9,"Juris Kroičs",5,7,28,249," ",6,"LNDP",11,"Latgale",270
10,"Vilnis Zālītis",11,9,30,249," ",6,"LNDP",11,"Latgale",270
11,"Ivars Greiškāns",13,8,29,249," ",6,"LNDP",11,"Latgale",270
12,"Zigmunds Kumpiņš",14,6,27,249," ",6,"LNDP",11,"Latgale",270
13,"Jānis Ločmelis",16,9,30,249," ",6,"LNDP",11,"Latgale",270
14,"Inga Vītola",19,6,27,249," ",6,"LNDP",11,"Latgale",270
15,"Edgars Skrodelis",10,8,31,247," ",6,"LNDP",11,"Latgale",270
16,"Biruta Vecroze",9,4,28,246," ",6,"LNDP",11,"Latgale",270
17,"Līga Krūmiņa",17,4,28,246," ",6,"LNDP",11,"Latgale",270
18,"Irēna Franckeviča",18,4,28,246," ",6,"LNDP",11,"Latgale",270
19,"Aksels Sadovskis",2,3,32,241," ",6,"LNDP",11,"Latgale",270
1,"Andris Lindbergs",2,12,6,166," ",6,"LNDP",11,"Kurzeme",160
2,"Armands Māliņš",7,14,8,166," ",6,"LNDP",11,"Kurzeme",160
3,"Andris Strods",1,12,9,163," ",6,"LNDP",11,"Kurzeme",160
4,"Jānis Raitums",3,10,8,162," ",6,"LNDP",11,"Kurzeme",160
5,"Vilnis Matrozis",8,7,9,158," ",6,"LNDP",11,"Kurzeme",160
6,"Jānis Krauklis",5,3,9,154," ",6,"LNDP",11,"Kurzeme",160
7,"Juris Kroičs",11,5,11,154," ",6,"LNDP",11,"Kurzeme",160
8,"Ilgars Aluts",4,5,12,153," ",6,"LNDP",11,"Kurzeme",160
9,"Kārlis Laimonis Trencis",6,2,10,152," ",6,"LNDP",11,"Kurzeme",160
10,"Irēna Franckeviča",9,2,10,152," ",6,"LNDP",11,"Kurzeme",160
11,"Aksels Sadovskis",10,3,11,152," ",6,"LNDP",11,"Kurzeme",160
12,"Rihards Putiķis",12,3,11,152," ",6,"LNDP",11,"Kurzeme",160
13,"Juris Jakaitis",13,4,12,152," ",6,"LNDP",11,"Kurzeme",160
1,"Kitija Balode",9,15,4,174," ",6,"LNDP",11,"Zemgale",163
2,"Jānis Gulbis",4,13,5,171," ",6,"LNDP",11,"Zemgale",163
3,"Jānis Upīts",7,12,5,170," ",6,"LNDP",11,"Zemgale",163
4,"Ziedonis Lasenbergs",3,12,7,168," ",6,"LNDP",11,"Zemgale",163
5,"Biruta Vecroze",1,10,7,166," ",6,"LNDP",11,"Zemgale",163
6,"Jānis Antonovičs",2,8,6,165," ",6,"LNDP",11,"Zemgale",163
7,"Dzintra Pelegrīma",10,5,5,163," ",6,"LNDP",11,"Zemgale",163
8,"Irēna Franckeviča",12,5,5,163," ",6,"LNDP",11,"Zemgale",163
9,"Jānis Krauklis",14,5,5,163," ",6,"LNDP",11,"Zemgale",163
10,"Irina Jurkštas",5,4,7,160," ",6,"LNDP",11,"Zemgale",163
11,"Kārlis Laimonis Trencis",6,4,7,160," ",6,"LNDP",11,"Zemgale",163
12,"Igors Māris Golovčiks",8,3,7,159," ",6,"LNDP",11,"Zemgale",163
13,"Gundars Edvīns Preijers",11,3,7,159," ",6,"LNDP",11,"Zemgale",163
14,"Juris Jakaitis",13,1,7,157,,6,"LNDP",11,"Zemgale",163
