"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
1,"Anatolijs Gorbunovs",1,13174,1068,41912,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Rīga",29806
2,"Jānis Ādamsons",4,10763,1396,39173,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Rīga",29806
3,"Māris Gailis",3,9165,2245,36726,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Rīga",29806
4,"Andrejs Panteļējevs",17,5417,2043,33180,"ievēlēts",6,"LC",17,"Rīga",29806
5,"Valdis Birkavs",27,4870,2872,31804,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Rīga",29806
6,"Aivars Endziņš",12,2185,1284,30707,"ievēlēts",6,"LC",17,"Rīga",29806
7,"Indulis Bērziņš",10,2337,1860,30283,"ievēlēts",6,"LC",17,"Rīga",29806
8,"Imants Daudišs",7,2200,1797,30209,"ievēlēts",6,"LC",17,"Rīga",29806
9,"Romāns Apsītis",5,1665,1320,30151,"ievēlēts Zemgales apgabalā",6,"LC",17,"Rīga",29806
10,"Ruta Marjaša",6,2131,1939,29998,,6,"LC",17,"Rīga",29806
11,"Inese Birzniece",18,1842,1674,29974," ",6,"LC",17,"Rīga",29806
12,"Jānis Lagzdiņš",20,1324,1220,29910,"ievēlēts Kurzemes apgabalā",6,"LC",17,"Rīga",29806
13,"Kārlis Leiškalns",15,2447,2763,29490,,6,"LC",17,"Rīga",29806
14,"Rolands Repša",22,1539,1945,29400," ",6,"LC",17,"Rīga",29806
15,"Pēteris Kārlis Elferts",13,1061,1535,29332," ",6,"LC",17,"Rīga",29806
16,"Vilis Krištopans",9,2194,2678,29322,"ievēlēts Latgales apgabalā",6,"LC",17,"Rīga",29806
17,"Andris Līgotnis",23,850,1351,29305," ",6,"LC",17,"Rīga",29806
18,"Oļģerts Raimonds Pavlovskis",11,1523,2116,29213," ",6,"LC",17,"Rīga",29806
19,"Antons Seiksts",14,965,1589,29182,"ievēlēts Latgales apgabalā",6,"LC",17,"Rīga",29806
20,"Juris Lorencs",8,777,1421,29162," ",6,"LC",17,"Rīga",29806
21,"Māris Indulis Graudiņš",21,765,1623,27902," ",6,"LC",17,"Rīga",29806
22,"Gunārs Kusiņš",19,586,1447,28009," ",6,"LC",17,"Rīga",29806
23,"Zigurds Vaivods",25,709,1791,27263," ",6,"LC",17,"Rīga",29806
24,"Gunārs Meierovics",2,2724,3809,27827," ",6,"LC",17,"Rīga",29806
25,"Andris Glāzītis",16,650,1754,27825," ",6,"LC",17,"Rīga",29806
26,"Olafs Zvejnieks",24,430,1563,28224," ",6,"LC",17,"Rīga",29806
27,"Linards Muciņš",26,638,1797,28239," ",6,"LC",17,"Rīga",29806
1,"Anatolijs Gorbunovs",1,20392,1160,60762,"ievēlēts",6,"LC",17,"Vidzeme",41530
2,"Jānis Ādamsons",2,18300,1324,58506,"ievēlēts",6,"LC",17,"Vidzeme",41530
3,"Māris Gailis",3,14272,3084,52718,"ievēlēts",6,"LC",17,"Vidzeme",41530
4,"Valdis Birkavs",4,6236,4798,42968,"ievēlēts",6,"LC",17,"Vidzeme",41530
5,"Ģirts Valdis Kristovskis",10,3457,3374,41613,,6,"LC",17,"Vidzeme",41530
6,"Pēteris Apinis",9,2727,2743,41514,"ievēlēts Latgales apgabalā",6,"LC",17,"Vidzeme",41530
7,"Aivars Endziņš",18,2139,2358,41311,"ievēlēts Rīgas apgabalā",6,"LC",17,"Vidzeme",41530
8,"Indulis Bērziņš",14,2532,2818,41244,"ievēlēts Rīgas apgabalā",6,"LC",17,"Vidzeme",41530
9,"Kārlis Leiškalns",8,3008,3440,41098,,6,"LC",17,"Vidzeme",41530
10,"Dzintars Ābiķis",5,2050,2699,40881,"ievēlēts Kurzemes apgabalā",6,"LC",17,"Vidzeme",41530
11,"Edvīns Inkēns",7,4861,5573,40818,,6,"LC",17,"Vidzeme",41530
12,"Inese Birzniece",6,1759,2854,40435," ",6,"LC",17,"Vidzeme",41530
13,"Romāns Apsītis",25,1287,2593,40224,"ievēlēts Zemgales apgabalā",6,"LC",17,"Vidzeme",41530
14,"Mariss Andersons",12,1253,2756,40027," ",6,"LC",17,"Vidzeme",41530
15,"Māris Zvaigzne",11,697,2604,39623," ",6,"LC",17,"Vidzeme",41530
16,"Pēteris Strubergs",15,659,2636,39553," ",6,"LC",17,"Vidzeme",41530
17,"Ojārs Beķeris",13,765,2840,39455," ",6,"LC",17,"Vidzeme",41530
18,"Gints Rozenbergs",20,562,2667,39425," ",6,"LC",17,"Vidzeme",41530
19,"Juris Žagars",21,1221,3330,39421," ",6,"LC",17,"Vidzeme",41530
20,"Mārcis Krūmiņš",22,542,2659,39413," ",6,"LC",17,"Vidzeme",41530
21,"Gunārs Meierovics",17,2441,4607,39364," ",6,"LC",17,"Vidzeme",41530
22,"Mārcis Krastiņš",23,512,2703,39339," ",6,"LC",17,"Vidzeme",41530
23,"Ainars Melders",16,664,2941,39253," ",6,"LC",17,"Vidzeme",41530
24,"Uldis Kriķis",24,468,2803,39195," ",6,"LC",17,"Vidzeme",41530
25,"Aija Matule",19,627,2983,39174," ",6,"LC",17,"Vidzeme",41530
1,"Anatolijs Gorbunovs",1,11679,612,35759,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Latgale",24692
2,"Jānis Ādamsons",3,8373,1058,32007,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Latgale",24692
3,"Māris Gailis",2,6908,1828,29772,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Latgale",24692
4,"Andrejs Panteļējevs",10,2672,2191,25173,"ievēlēts Rīgas apgabalā",6,"LC",17,"Latgale",24692
5,"Imants Daudišs",4,2085,1749,25028,"ievēlēts Rīgas apgabalā",6,"LC",17,"Latgale",24692
6,"Pēteris Apinis",16,1664,2001,24355,"ievēlēts",6,"LC",17,"Latgale",24692
7,"Vilis Krištopans",9,1797,2278,24211,"ievēlēts",6,"LC",17,"Latgale",24692
8,"Antons Seiksts",5,1743,2249,24186,"ievēlēts",6,"LC",17,"Latgale",24692
9,"Jānis Ambainis",8,1213,2166,23739," ",6,"LC",17,"Latgale",24692
10,"Aija Poča",15,1117,2096,23713,,6,"LC",17,"Latgale",24692
11,"Indulis Bērziņš",12,1067,2104,23655,"ievēlēts Rīgas apgabalā",6,"LC",17,"Latgale",24692
12,"Ģirts Valdis Kristovskis",18,1217,2319,23590,,6,"LC",17,"Latgale",24692
13,"Pēteris Keišs",6,1092,2196,23588,,6,"LC",17,"Latgale",24692
14,"Andris Līgotnis",7,943,2102,23533," ",6,"LC",17,"Latgale",24692
15,"Ruta Marjaša",14,913,2355,23250,,6,"LC",17,"Latgale",24692
16,"Helmuts Čibulis",13,759,2307,23144," ",6,"LC",17,"Latgale",24692
17,"Jānis Bordāns",17,545,2124,23113," ",6,"LC",17,"Latgale",24692
18,"Anastasija Sergejeva",11,771,2586,22877," ",6,"LC",17,"Latgale",24692
19,"Oļegs Hļebņikovs",19,756,2833,22615," ",6,"LC",17,"Latgale",24692
1,"Anatolijs Gorbunovs",1,12621,583,36568,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Kurzeme",24530
2,"Jānis Ādamsons",2,11705,569,35666,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Kurzeme",24530
3,"Māris Gailis",3,9242,1525,32247,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Kurzeme",24530
4,"Jānis Lagzdiņš",4,3152,1209,26473,"ievēlēts",6,"LC",17,"Kurzeme",24530
5,"Dzintars Ābiķis",6,2046,1525,25051,"ievēlēts",6,"LC",17,"Kurzeme",24530
6,"Imants Daudišs",10,1812,1514,24828,"ievēlēts Latgales apgabalā",6,"LC",17,"Kurzeme",24530
7,"Kristiāna Lībane",9,860,1732,23658,"ievēlēta",6,"LC",17,"Kurzeme",24530
8,"Oļģerts Raimonds Pavlovskis",5,1054,1938,23646," ",6,"LC",17,"Kurzeme",24530
9,"Andris Liepiņš",13,537,1610,23457," ",6,"LC",17,"Kurzeme",24530
10,"Ilmārs Geige",11,679,1813,23396," ",6,"LC",17,"Kurzeme",24530
11,"Sandris Veidelis",12,606,1750,23386," ",6,"LC",17,"Kurzeme",24530
12,"Māris Indulis Graudiņš",8,505,1656,23379," ",6,"LC",17,"Kurzeme",24530
13,"Pēteris Kārlis Elferts",7,527,1705,23352," ",6,"LC",17,"Kurzeme",24530
14,"Jānis Arnicāns",14,422,1795,23157," ",6,"LC",17,"Kurzeme",24530
1,"Anatolijs Gorbunovs",1,9838,483,27265,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Zemgale",19371
2,"Jānis Ādamsons",3,8732,577,27526,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Zemgale",19371
3,"Māris Gailis",2,6978,1428,24921,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Zemgale",19371
4,"Andrejs Panteļējevs",4,3295,1557,21109,"ievēlēts Rīgas apgabalā",6,"LC",17,"Zemgale",19371
5,"Valdis Birkavs",7,2654,2337,19688,"ievēlēts Vidzemes apgabalā",6,"LC",17,"Zemgale",19371
6,"Aivars Endziņš",5,1298,1139,19530,"ievēlēts Rīgas apgabalā",6,"LC",17,"Zemgale",19371
7,"Jānis Lagzdiņš",15,668,995,19044,"ievēlēts Kurzemes apgabalā",6,"LC",17,"Zemgale",19371
8,"Romāns Apsītis",8,594,1250,18715,"ievēlēts ",6,"LC",17,"Zemgale",19371
9,"Jānis Bunkšs",10,684,1418,18637,"ievēlēts",6,"LC",17,"Zemgale",19371
10,"Andris Tomašūns",9,796,1574,18593,"ievēlēts",6,"LC",17,"Zemgale",19371
11,"Jānis Ābele",11,429,1356,18444,,6,"LC",17,"Zemgale",19371
12,"Kārlis Liepiņš",13,403,1347,18427," ",6,"LC",17,"Zemgale",19371
13,"Raimonds Jonītis",12,406,1411,18366," ",6,"LC",17,"Zemgale",19371
14,"Asnāte Ziemele",6,473,1487,18357," ",6,"LC",17,"Zemgale",19371
15,"Jānis Kulmanis",14,430,1498,18303," ",6,"LC",17,"Zemgale",19371
