"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
3,"Helēna Celmiņa",6,70,19,683," ",6,"Mūsu zeme",12,"Latgale",632
4,"Vilhelms Klincāns",1,63,14,681," ",6,"Mūsu zeme",12,"Latgale",632
5,"Viktors Kalniņš",3,65,17,680," ",6,"Mūsu zeme",12,"Latgale",632
6,"Pāvels Ivdra",2,57,20,669," ",6,"Mūsu zeme",12,"Latgale",632
7,"Jānis Rozenbergs",13,42,18,656," ",6,"Mūsu zeme",12,"Latgale",632
8,"Anna Circene",7,41,18,655," ",6,"Mūsu zeme",12,"Latgale",632
9,"Māris Balodis",8,35,15,652," ",6,"Mūsu zeme",12,"Latgale",632
10,"Viktors Ozols",12,36,17,651," ",6,"Mūsu zeme",12,"Latgale",632
11,"Ilmārs Ančāns",5,34,16,650," ",6,"Mūsu zeme",12,"Latgale",632
12,"Anita Vītiņa",9,36,20,648," ",6,"Mūsu zeme",12,"Latgale",632
13,"Antons Bondars",14,34,19,647," ",6,"Mūsu zeme",12,"Latgale",632
14,"Elita Ābele",19,32,17,647," ",6,"Mūsu zeme",12,"Latgale",632
15,"Vilors Atlavins",15,28,14,646," ",6,"Mūsu zeme",12,"Latgale",632
16,"Signe Suhareva",16,31,18,645," ",6,"Mūsu zeme",12,"Latgale",632
17,"Daila Lankovska",18,27,16,643," ",6,"Mūsu zeme",12,"Latgale",632
18,"Zigrīda Ilgača",17,25,16,641," ",6,"Mūsu zeme",12,"Latgale",632
19,"Miervaldis Ceimurs",11,29,21,640," ",6,"Mūsu zeme",12,"Latgale",632
1,"Pēteris Lazda",4,139,26,869," ",6,"Mūsu zeme",12,"Kurzeme",756
2,"Pauls Mucenieks",5,124,22,858," ",6,"Mūsu zeme",12,"Kurzeme",756
3,"Helēna Celmiņa",7,125,25,856," ",6,"Mūsu zeme",12,"Kurzeme",756
4,"Viktors Kalniņš",3,104,25,835," ",6,"Mūsu zeme",12,"Kurzeme",756
5,"Miervaldis Ceimurs",1,81,28,809," ",6,"Mūsu zeme",12,"Kurzeme",756
6,"Edvīns Zigfrīds Ābuls",6,65,27,794," ",6,"Mūsu zeme",12,"Kurzeme",756
7,"Ingars Krieviņš",2,55,26,785," ",6,"Mūsu zeme",12,"Kurzeme",756
8,"Mārīte Kalnberga",14,47,22,781," ",6,"Mūsu zeme",12,"Kurzeme",756
9,"Maruta Dambekalne",12,49,25,780," ",6,"Mūsu zeme",12,"Kurzeme",756
10,"Ernests Zīlmanis",11,47,29,774," ",6,"Mūsu zeme",12,"Kurzeme",756
11,"Laimonis Ernests Kops",8,44,28,772," ",6,"Mūsu zeme",12,"Kurzeme",756
12,"Ilmārs Ančāns",9,45,29,772," ",6,"Mūsu zeme",12,"Kurzeme",756
13,"Vijtauts Brūvelis",10,40,29,767," ",6,"Mūsu zeme",12,"Kurzeme",756
14,"Vilhelms Klincāns",13,36,26,766," ",6,"Mūsu zeme",12,"Kurzeme",756
1,"Pēteris Lazda",2,298,15,1245," ",6,"Mūsu zeme",12,"Zemgale",962
2,"Helēna Celmiņa",3,166,34,1094," ",6,"Mūsu zeme",12,"Zemgale",962
3,"Viktors Kalniņš",1,147,19,1090," ",6,"Mūsu zeme",12,"Zemgale",962
4,"Pauls Mucenieks",8,115,21,1056," ",6,"Mūsu zeme",12,"Zemgale",962
5,"Pāvels Ivdra",5,100,22,1040," ",6,"Mūsu zeme",12,"Zemgale",962
6,"Miervaldis Ceimurs",4,61,20,1003," ",6,"Mūsu zeme",12,"Zemgale",962
7,"Ilze Krastiņa",11,65,32,995," ",6,"Mūsu zeme",12,"Zemgale",962
8,"Guntis Bite",12,55,22,995," ",6,"Mūsu zeme",12,"Zemgale",962
9,"Mārīte Kalnberga",9,57,25,994," ",6,"Mūsu zeme",12,"Zemgale",962
10,"Edvīns Zigfrīds Ābuls",10,54,24,992," ",6,"Mūsu zeme",12,"Zemgale",962
11,"Ilmārs Ančāns",7,55,26,991," ",6,"Mūsu zeme",12,"Zemgale",962
12,"Dace Voita",14,58,30,990," ",6,"Mūsu zeme",12,"Zemgale",962
13,"Antons Bondars",15,39,20,981," ",6,"Mūsu zeme",12,"Zemgale",962
14,"Laimonis Ernests Kops",6,43,25,980," ",6,"Mūsu zeme",12,"Zemgale",962
15,"Vilhelms Klincāns",13,36,32,966," ",6,"Mūsu zeme",12,"Zemgale",962
