"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
1,"Andris Siliņš",1,2323,354,13129," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
2,"Rišards Labanovskis",2,2098,259,12999," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
3,"Leonards Barkāns",5,681,318,11523," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
4,"Egīls Baldzēns",4,609,258,11511," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
5,"Jānis Gulbis",27,525,278,11407," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
6,"Orvils Heniņš",18,441,219,11382," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
7,"Pēteris Krīgers",13,367,230,11297," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
8,"Teodors Ērenštreits",7,405,304,11261," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
9,"Uldis Norietis",19,328,244,11244," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
10,"Indulis Freimanis",8,310,247,11223," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
11,"Aleksandrs Lētiņš",3,398,339,11219," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
12,"Lilija Pugačeva",15,576,517,11219," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
13,"Egils Rutkovskis",14,307,260,11207," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
14,"Andrejs Prokopovičs",6,389,359,11190," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
15,"Ernests Kreicers",16,257,231,11186," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
16,"Jānis Lukaševičs",24,261,239,11182," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
17,"Laimonis Alberts Plīrums",9,277,263,11174," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
18,"Arnolds Ārvaldis Vērzemnieks",10,263,251,11172," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
19,"Imants Roberts Sēja",17,263,261,11162," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
20,"Mārtiņš Pužuls",25,232,234,11158," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
21,"Baiba Zaičenoka",12,300,329,11131," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
22,"Dzintra Žilde",11,383,437,11106," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
23,"Māra Amoliņa",21,264,323,11101," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
24,"Nellija Zvaigzne",22,237,314,11083," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
25,"Harijs Nartišs",26,217,303,11074," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
26,"Nikolajs Buivids",23,256,372,11044," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
27,"Olga Portnova",20,231,479,10912," ",6,"LDDP, LSDSP un Taisnība",5,"Rīga",11160
1,"Andris Siliņš",25,1845,196,14221," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
2,"Imants Burvis",2,614,212,12974," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
3,"Baiba Zaičenoka",1,642,252,12962," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
4,"Pēteris Priede",5,564,190,12946," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
5,"Gatis Krūmiņš",20,543,180,12935," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
6,"Gunārs Ozols",22,511,167,12916," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
7,"Aivars Bernāns",3,560,251,12881," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
8,"Aivars Kalniņš",11,515,221,12866," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
9,"Valters Kagainis",4,428,214,12786," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
