"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
10,"Mārtiņš Rempe",21,389,208,12753," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
11,"Auseklis Skaidris Ozoliņš",18,376,198,12750," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
12,"Aleksandrs Ugainis",8,396,219,12749," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
13,"Voldemārs Salenieks",12,350,174,12748," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
14,"Mārtiņš Pužuls",13,319,165,12726," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
15,"Daina Kronenberga",9,413,261,12724," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
16,"Bruno Bārs",17,342,192,12722," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
17,"Jānis Podiņš",16,327,200,12699," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
18,"Māra Druka-Jaunzeme",24,332,208,12696," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
19,"Ilze Sīkle",23,334,219,12687," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
20,"Guna Karitone",10,339,226,12685," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
21,"Jānis Garda",7,312,201,12683," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
22,"Arnolds Ārvaldis Vērzemnieks",14,291,191,12672," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
23,"Nellija Zvaigzne",15,377,296,12653," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
24,"Dzintra Žilde",19,332,341,12563," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
25,"Jeļena Delegane",6,295,360,12507," ",6,"LDDP, LSDSP un Taisnība",5,"Vidzeme",12572
1,"Rišards Labanovskis",1,435,95,3208," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
2,"Andris Siliņš",6,412,103,3177," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
3,"Leonards Barkāns",3,228,88,3008," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
4,"Leonīds Platacis",2,255,116,3007," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
5,"Jānis Podnieks",14,186,94,2960," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
6,"Kārlis Počs",4,173,111,2930," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
7,"Klementijs Rancāns",15,139,95,2912," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
8,"Austris Kalniņš",7,139,104,2903," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
9,"Laimonis Pučka",13,119,116,2871," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
10,"Jānis Lukaševičs",12,103,106,2865," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
11,"Pēteris Krīgers",8,104,110,2862," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
12,"Laimdota Pērkone",11,105,117,2856," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
13,"Olga Šulca",16,108,126,2850," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
14,"Juris Ivars Čivčs",9,92,118,2842," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
15,"Valentīns Dričs",17,90,116,2842," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
16,"Valters Kagainis",10,83,114,2837," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
17,"Laine Mugurēviča",19,97,132,2833," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
18,"Helma Hansone",18,104,143,2829," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
19,"Nikolajs Buivids",5,90,139,2819," ",6,"LDDP, LSDSP un Taisnība",5,"Latgale",2868
1,"Leons Bojārs",10,2137,134,11991," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
2,"Andris Siliņš",1,2054,164,11878," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
3,"Andrejs Eizāns",5,1265,291,10962," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
4,"Leonards Barkāns",2,664,218,10434," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
5,"Jānis Neimanis",4,631,190,10429," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
6,"Romans Meinarts",3,587,239,10336," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
7,"Jānis Grava",12,551,218,10321," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
8,"Irēna Opšteine",13,639,330,10297," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
9,"Indulis Ozoliņš",6,551,257,10282," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
10,"Imants Burvis",8,396,227,10157," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
11,"Egils Rutkovskis",9,357,209,10136," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
12,"Laimdota Pērkone",7,392,256,10124," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
13,"Andris Sekste",14,360,237,10111," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
14,"Leo Alfonss Sils",11,319,235,10072," ",6,"LDDP, LSDSP un Taisnība",5,"Kurzeme",9988
1,"Andris Siliņš",1,1513,135,8389," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
2,"Andrejs Eizāns",15,685,102,7594," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
3,"Kaspars Riekstiņš",3,629,140,7500," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
4,"Astrīda Mūrniece",12,398,146,7263," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
5,"Arnis Mugurēvičs",6,325,132,7204," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
6,"Kārlis Liepiņš",5,325,147,7189," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
7,"Pēteris Salkazanovs",9,340,168,7183," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
8,"Jānis Bērziņš",11,301,158,7154," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
9,"Aleksandrs Jemeļjanovs",2,327,196,7142," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
10,"Līga Geidāne",10,305,184,7132," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
11,"Indulis Freimanis",8,233,121,7123," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
12,"Ilgvars Kalniņš",14,314,204,7121," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
13,"Jānis Lukaševičs",13,191,134,7068," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
14,"Aleksandrs Lētiņš",4,207,153,7065," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
15,"Leo Alfonss Sils",7,184,161,7034," ",6,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011
