"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
22,"Eva Stankevica",20,82,101,3136," ",6,"LTF",15,"Vidzeme",3155
23,"Guntis Libeks",19,70,90,3135," ",6,"LTF",15,"Vidzeme",3155
24,"Visvaldis Kurmis",11,77,102,3130," ",6,"LTF",15,"Vidzeme",3155
25,"Leontijs Vizulis",23,63,91,3127,,6,"LTF",15,"Vidzeme",3155
1,"Tālavs Jundzis",6,381,49,1964," ",6,"LTF",15,"Latgale",1632
2,"Juris Annuškāns",2,355,54,1933," ",6,"LTF",15,"Latgale",1632
3,"Juris Kokins",1,272,47,1857," ",6,"LTF",15,"Latgale",1632
4,"Uldis Augstkalns",3,230,59,1803," ",6,"LTF",15,"Latgale",1632
5,"Leontijs Vizulis",4,181,59,1754," ",6,"LTF",15,"Latgale",1632
6,"Aivars Zaikovskis",9,180,69,1743," ",6,"LTF",15,"Latgale",1632
7,"Arvīds Šnepers",18,159,66,1725," ",6,"LTF",15,"Latgale",1632
8,"Vilnis Zariņš",12,144,55,1721," ",6,"LTF",15,"Latgale",1632
9,"Uldis Greiškalns",5,118,52,1698," ",6,"LTF",15,"Latgale",1632
10,"Jānis Freimanis",13,115,57,1690," ",6,"LTF",15,"Latgale",1632
11,"Dzintra Hirša",7,118,62,1688," ",6,"LTF",15,"Latgale",1632
12,"Ivans Jahimovičs",8,133,77,1688," ",6,"LTF",15,"Latgale",1632
13,"Baiba Šāberte",16,126,70,1688," ",6,"LTF",15,"Latgale",1632
14,"Visvaldis Aivars",15,91,56,1667," ",6,"LTF",15,"Latgale",1632
15,"Irena Pundure",11,104,70,1666," ",6,"LTF",15,"Latgale",1632
16,"Pēteris Mežavilks",14,79,58,1653," ",6,"LTF",15,"Latgale",1632
17,"Leonīds Alksnis",19,82,68,1646," ",6,"LTF",15,"Latgale",1632
18,"Nikolajs Avens",10,77,69,1640," ",6,"LTF",15,"Latgale",1632
19,"Aldis Lauzis",17,69,61,1640," ",6,"LTF",15,"Latgale",1632
1,"Tālavs Jundzis",6,532,21,2288," ",6,"LTF",15,"Kurzeme",1777
2,"Jānis Imants Birzkops",3,274,61,1990," ",6,"LTF",15,"Kurzeme",1777
3,"Uldis Augstkalns",2,265,55,1987," ",6,"LTF",15,"Kurzeme",1777
4,"Jānis Freimanis",1,219,26,1970," ",6,"LTF",15,"Kurzeme",1777
5,"Vilnis Meliņš",10,201,36,1942," ",6,"LTF",15,"Kurzeme",1777
6,"Vilnis Zariņš",5,161,29,1909," ",6,"LTF",15,"Kurzeme",1777
7,"Baiba Šāberte",4,152,47,1882," ",6,"LTF",15,"Kurzeme",1777
8,"Egils Jucevičs",9,111,45,1843," ",6,"LTF",15,"Kurzeme",1777
9,"Juris Kokins",7,93,39,1831," ",6,"LTF",15,"Kurzeme",1777
10,"Visvaldis Aivars",12,74,39,1812," ",6,"LTF",15,"Kurzeme",1777
11,"Dzidra Kreišmane",13,80,48,1809," ",6,"LTF",15,"Kurzeme",1777
12,"Leonīds Alksnis",8,70,42,1805," ",6,"LTF",15,"Kurzeme",1777
13,"Kārlis Laucenieks",14,69,48,1798," ",6,"LTF",15,"Kurzeme",1777
14,"Arturs Rūsa",11,62,45,1794," ",6,"LTF",15,"Kurzeme",1777
1,"Tālavs Jundzis",3,413,28,1798," ",6,"LTF",15,"Zemgale",1413
2,"Vilnis Zariņš",1,250,38,1625," ",6,"LTF",15,"Zemgale",1413
3,"Uldis Augstkalns",4,251,39,1625," ",6,"LTF",15,"Zemgale",1413
4,"Guntis Libeks",5,208,38,1583," ",6,"LTF",15,"Zemgale",1413
5,"Ziedonis Mauliņš",11,166,34,1545," ",6,"LTF",15,"Zemgale",1413
6,"Jānis Freimanis",2,158,37,1534," ",6,"LTF",15,"Zemgale",1413
7,"Dzidra Kreišmane",6,102,37,1478," ",6,"LTF",15,"Zemgale",1413
8,"Vladimirs Akimovs",8,104,43,1474," ",6,"LTF",15,"Zemgale",1413
9,"Rūta Poikāne",10,99,43,1469," ",6,"LTF",15,"Zemgale",1413
10,"Juris Kokins",7,90,43,1460," ",6,"LTF",15,"Zemgale",1413
11,"Aina Apsīte",12,87,40,1460," ",6,"LTF",15,"Zemgale",1413
12,"Jānis Ziemelis",15,81,40,1454," ",6,"LTF",15,"Zemgale",1413
13,"Visvaldis Aivars",9,76,40,1449," ",6,"LTF",15,"Zemgale",1413
14,"Leonīds Alksnis",14,79,47,1445," ",6,"LTF",15,"Zemgale",1413
15,"Jānis Imants Birzkops",13,60,41,1432," ",6,"LTF",15,"Zemgale",1413
