"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
18,"Gvido Harijs Volbrugs",6,19,46,535," ",6,"Demokrātu partija",19,"Vidzeme",562
19,"Jānis Valdemārs Liepiņš",12,13,41,534," ",6,"Demokrātu partija",19,"Vidzeme",562
20,"Alfons Strīķis",21,10,39,533," ",6,"Demokrātu partija",19,"Vidzeme",562
21,"Harijs Verhovskis",8,10,41,531," ",6,"Demokrātu partija",19,"Vidzeme",562
22,"Ojārs Elliņš",20,10,41,531," ",6,"Demokrātu partija",19,"Vidzeme",562
23,"Juris Brakšs",24,9,40,531," ",6,"Demokrātu partija",19,"Vidzeme",562
24,"Haralds Puriņš",23,7,41,528," ",6,"Demokrātu partija",19,"Vidzeme",562
1,"Arnis Mētra",4,51,46,737," ",6,"Demokrātu partija",19,"Latgale",732
2,"Aivars Andersons",2,47,52,727," ",6,"Demokrātu partija",19,"Latgale",732
3,"Viktors Koroņevskis",8,43,49,726," ",6,"Demokrātu partija",19,"Latgale",732
4,"Benedikta Mežale",9,45,51,726," ",6,"Demokrātu partija",19,"Latgale",732
5,"Normunds Roms",10,35,49,718," ",6,"Demokrātu partija",19,"Latgale",732
6,"Mirdza Kviese",16,29,51,710," ",6,"Demokrātu partija",19,"Latgale",732
7,"Jānis Misa",5,31,55,708," ",6,"Demokrātu partija",19,"Latgale",732
8,"Gvido Harijs Volbrugs",1,35,60,707," ",6,"Demokrātu partija",19,"Latgale",732
9,"Māris Sadovskis",7,30,55,707," ",6,"Demokrātu partija",19,"Latgale",732
10,"Anita Lubova",13,25,50,707," ",6,"Demokrātu partija",19,"Latgale",732
11,"Marģers Martinsons",3,37,65,704," ",6,"Demokrātu partija",19,"Latgale",732
12,"Žanis Vācietis",19,24,53,703," ",6,"Demokrātu partija",19,"Latgale",732
13,"Māris Ošs",15,28,59,701," ",6,"Demokrātu partija",19,"Latgale",732
14,"Valentīna Linde",11,27,59,700," ",6,"Demokrātu partija",19,"Latgale",732
15,"Ivars Vīks",17,25,62,695," ",6,"Demokrātu partija",19,"Latgale",732
16,"Andrejs Ancāns",18,22,60,694," ",6,"Demokrātu partija",19,"Latgale",732
17,"Jānis Briedis",12,20,59,693," ",6,"Demokrātu partija",19,"Latgale",732
18,"Valdis Skujiņš",14,15,58,689," ",6,"Demokrātu partija",19,"Latgale",732
19,"Harijs Verhovskis",6,19,63,688," ",6,"Demokrātu partija",19,"Latgale",732
1,"Ilze Jansone",7,27,20,243," ",6,"Demokrātu partija",19,"Kurzeme",236
2,"Jānis Briedis",6,27,21,242," ",6,"Demokrātu partija",19,"Kurzeme",236
3,"Aivars Andersons",2,20,17,239," ",6,"Demokrātu partija",19,"Kurzeme",236
4,"Gvido Harijs Volbrugs",1,21,19,238," ",6,"Demokrātu partija",19,"Kurzeme",236
5,"Eglons Brūns",4,17,17,236," ",6,"Demokrātu partija",19,"Kurzeme",236
6,"Ivars Vīks",5,18,19,235," ",6,"Demokrātu partija",19,"Kurzeme",236
7,"Jānis Valdemārs Liepiņš",9,14,18,232," ",6,"Demokrātu partija",19,"Kurzeme",236
8,"Marģers Martinsons",3,19,26,229," ",6,"Demokrātu partija",19,"Kurzeme",236
9,"Andris Mētra",10,12,20,228," ",6,"Demokrātu partija",19,"Kurzeme",236
10,"Viktors Koroņevskis",11,11,20,227," ",6,"Demokrātu partija",19,"Kurzeme",236
11,"Iraida Kolberga",13,13,23,226," ",6,"Demokrātu partija",19,"Kurzeme",236
12,"Ģedimins Palaima",14,9,20,225," ",6,"Demokrātu partija",19,"Kurzeme",236
13,"Vilhelms Ržečickis",8,10,22,224," ",6,"Demokrātu partija",19,"Kurzeme",236
14,"Harijs Kadaks",12,7,21,222," ",6,"Demokrātu partija",19,"Kurzeme",236
1,"Benedikta Mežale",9,63,29,447," ",6,"Demokrātu partija",19,"Zemgale",413
2,"Ivars Vīks",4,61,36,438," ",6,"Demokrātu partija",19,"Zemgale",413
3,"Ilze Jansone",2,55,43,425," ",6,"Demokrātu partija",19,"Zemgale",413
4,"Vilnis Bēvalds",10,40,29,424," ",6,"Demokrātu partija",19,"Zemgale",413
5,"Māris Dūrējs",15,17,17,413," ",6,"Demokrātu partija",19,"Zemgale",413
6,"Ēriks Zīverts",14,28,29,412," ",6,"Demokrātu partija",19,"Zemgale",413
7,"Andris Mētra",5,25,30,408," ",6,"Demokrātu partija",19,"Zemgale",413
8,"Maija Cīrule",13,20,30,403," ",6,"Demokrātu partija",19,"Zemgale",413
9,"Visvaris Rieksts",7,19,31,401," ",6,"Demokrātu partija",19,"Zemgale",413
10,"Silvija Zēvalde",12,17,29,401," ",6,"Demokrātu partija",19,"Zemgale",413
11,"Aivars Andersons",6,16,30,399," ",6,"Demokrātu partija",19,"Zemgale",413
12,"Dace Gaile",11,16,31,398," ",6,"Demokrātu partija",19,"Zemgale",413
13,"Osvalds Pantelons",8,13,30,396," ",6,"Demokrātu partija",19,"Zemgale",413
14,"Gvido Harijs Volbrugs",1,15,39,389," ",6,"Demokrātu partija",19,"Zemgale",413
15,"Marģers Martinsons",3,28,52,389,,6,"Demokrātu partija",19,"Zemgale",413
