"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
1,"Oļegs Deņisovs",1,2908,155,21279,"ievēlēts",6,"Sociālistiskā partija",10,"Rīga",18526
2,"Modris Lujāns",13,2400,284,20642,"ievēlēts",6,"Sociālistiskā partija",10,"Rīga",18526
3,"Nikolajs Krasohins",10,2024,184,20366," ",6,"Sociālistiskā partija",10,"Rīga",18526
4,"Ivans Ivanovs",6,2008,202,20332," ",6,"Sociālistiskā partija",10,"Rīga",18526
5,"Vsevolods Fjodorovs",4,1946,162,20310," ",6,"Sociālistiskā partija",10,"Rīga",18526
6,"Vladimirs Gubenko",5,1897,161,20262," ",6,"Sociālistiskā partija",10,"Rīga",18526
7,"Viktors Ivanovs",7,1928,200,20254," ",6,"Sociālistiskā partija",10,"Rīga",18526
8,"Vladimirs Ivanovs",8,1758,200,20084," ",6,"Sociālistiskā partija",10,"Rīga",18526
9,"Zigrīda Dzintare",3,1798,253,20071," ",6,"Sociālistiskā partija",10,"Rīga",18526
10,"Aldis Duntavs",2,1675,216,19985," ",6,"Sociālistiskā partija",10,"Rīga",18526
11,"Nikolajs Rižnikovs",19,1641,187,19980," ",6,"Sociālistiskā partija",10,"Rīga",18526
12,"Normunds Ozoliņš",15,1789,359,19956," ",6,"Sociālistiskā partija",10,"Rīga",18526
13,"Ilga Oziša",14,1769,347,19948," ",6,"Sociālistiskā partija",10,"Rīga",18526
14,"Ivans Petrovs",17,1568,193,19901," ",6,"Sociālistiskā partija",10,"Rīga",18526
15,"Jānis Treikals",21,1636,283,19879," ",6,"Sociālistiskā partija",10,"Rīga",18526
16,"Vladimirs Kaskevičs",9,1529,179,19876," ",6,"Sociālistiskā partija",10,"Rīga",18526
17,"Igors Krumins",11,1505,185,19846," ",6,"Sociālistiskā partija",10,"Rīga",18526
18,"Alberts Krusts",12,1488,230,19784," ",6,"Sociālistiskā partija",10,"Rīga",18526
19,"Aina Poterjašina",18,1409,218,19717," ",6,"Sociālistiskā partija",10,"Rīga",18526
20,"Laimonis Sedols",20,1283,246,19563," ",6,"Sociālistiskā partija",10,"Rīga",18526
21,"Jāzeps Pelnieks",16,1277,253,19550," ",6,"Sociālistiskā partija",10,"Rīga",18526
22,"Diana Voita",22,1301,342,19485," ",6,"Sociālistiskā partija",10,"Rīga",18526
23,"Edvīns Zunde",23,1211,315,19422," ",6,"Sociālistiskā partija",10,"Rīga",18526
1,"Aleksandrs Bartaševičs",1,659,53,4650,"ievēlēts Latgales apgabalā",6,"Sociālistiskā partija",10,"Vidzeme",4044
2,"Oļegs Deņisovs",3,472,55,4461,"ievēlēts Rīgas apgabalā",6,"Sociālistiskā partija",10,"Vidzeme",4044
3,"Modris Lujāns",12,469,81,4432,"ievēlēts Rīgas apgabalā",6,"Sociālistiskā partija",10,"Vidzeme",4044
4,"Vladimirs Gubenko",6,429,64,4409," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
5,"Nikolajs Krasohins",10,415,63,4396," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
6,"Angelina Čigrina",2,406,66,4384," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
7,"Ivans Ivanovs",8,401,69,4376," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
8,"Viktors Ivanovs",9,394,66,4372," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
9,"Andrejs Gusakovs",7,382,64,4362," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
10,"Zigrīda Dzintare",5,372,63,4353," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
11,"Normunds Ozoliņš",14,363,81,4326," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
12,"Aldis Duntavs",4,336,63,4317," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
13,"Ilga Oziša",13,342,83,4303," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
14,"Alberts Krusts",11,324,72,4296," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
15,"Jānis Treikals",17,332,85,4291," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
16,"Aina Poterjašina",16,309,75,4278," ",6,"Sociālistiskā partija",10,"Vidzeme",4044
17,"Jāzeps Pelnieks",15,269,87,4226,,6,"Sociālistiskā partija",10,"Vidzeme",4044
1,"Aleksandrs Bartaševičs",1,5621,400,31635,"ievēlēts",6,"Sociālistiskā partija",10,"Latgale",26414
2,"Martijans Bekasovs",2,4446,494,30366,"ievēlēts",6,"Sociālistiskā partija",10,"Latgale",26414
3,"Aleksandrs Golubovs",3,3870,457,29827,"ievēlēts",6,"Sociālistiskā partija",10,"Latgale",26414
4,"Larisa Katina",5,3902,513,29803," ",6,"Sociālistiskā partija",10,"Latgale",26414
5,"Miroslavs Mitrofanovs",6,3746,536,29624," ",6,"Sociālistiskā partija",10,"Latgale",26414
6,"Ivans Ivanovs",4,3687,491,29610," ",6,"Sociālistiskā partija",10,"Latgale",26414
7,"Igors Šatilovs",8,3443,549,29308," ",6,"Sociālistiskā partija",10,"Latgale",26414
8,"Romalds Strods",7,3146,677,27327," ",6,"Sociālistiskā partija",10,"Latgale",26414
9,"Jānis Treikals",9,2917,743,27239,,6,"Sociālistiskā partija",10,"Latgale",26414
1,"Oļegs Dolmanis",1,166,15,1130," ",6,"Sociālistiskā partija",10,"Kurzeme",979
2,"Jevgenija Merkulova",6,136,14,1101," ",6,"Sociālistiskā partija",10,"Kurzeme",979
3,"Zigrīda Dzintare",3,138,20,1097," ",6,"Sociālistiskā partija",10,"Kurzeme",979
4,"Modris Lujāns",5,141,23,1097,"ievēlēts Rīgas apgabalā",6,"Sociālistiskā partija",10,"Kurzeme",979
5,"Vladimirs Kaskevičs",4,117,16,1080," ",6,"Sociālistiskā partija",10,"Kurzeme",979
6,"Aldis Duntavs",2,115,21,1073," ",6,"Sociālistiskā partija",10,"Kurzeme",979
7,"Jānis Treikals",10,112,21,1070," ",6,"Sociālistiskā partija",10,"Kurzeme",979
8,"Alberts Putāns",8,106,21,1064," ",6,"Sociālistiskā partija",10,"Kurzeme",979
9,"Laimonis Sedols",9,104,25,1058," ",6,"Sociālistiskā partija",10,"Kurzeme",979
10,"Stefans Petrovskis",7,96,21,1054," ",6,"Sociālistiskā partija",10,"Kurzeme",979
1,"Oļegs Deņisovs",1,730,41,4051,"ievēlēts Rīgas apgabalā",6,"Sociālistiskā partija",10,"Zemgale",3362
2,"Vladimirs Gubenko",4,557,50,3869," ",6,"Sociālistiskā partija",10,"Zemgale",3362
3,"Oļegs Dolmanis",2,536,64,3834," ",6,"Sociālistiskā partija",10,"Zemgale",3362
4,"Zigrīda Dzintare",3,532,84,3810," ",6,"Sociālistiskā partija",10,"Zemgale",3362
5,"Normunds Ozoliņš",5,474,73,3763," ",6,"Sociālistiskā partija",10,"Zemgale",3362
6,"Stefans Petrovskis",6,476,84,3754," ",6,"Sociālistiskā partija",10,"Zemgale",3362
7,"Jurijs Vīksna",9,468,100,3730," ",6,"Sociālistiskā partija",10,"Zemgale",3362
8,"Jānis Treikals",8,434,85,3711," ",6,"Sociālistiskā partija",10,"Zemgale",3362
9,"Alberts Putāns",7,424,88,3698," ",6,"Sociālistiskā partija",10,"Zemgale",3362
