"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
16,"Valentīna Skvorcova",14,930,527,18596," ",6,"TSP",6,"Latgale",18193
17,"Georgijs Natarovs",15,937,575,18555," ",6,"TSP",6,"Latgale",18193
18,"Māris Kozlovskis",17,877,570,18500," ",6,"TSP",6,"Latgale",18193
19,"Žanna Kružkova",16,869,585,18477," ",6,"TSP",6,"Latgale",18193
1,"Jānis Jurkāns",1,707,50,2514,"ievēlēts Rīgas apgabalā",6,"TSP",6,"Kurzeme",1857
2,"Vladilens Dozorcevs",11,282,78,2061,"ievēlēts Rīgas apgabalā",6,"TSP",6,"Kurzeme",1857
3,"Dzidra Ritenberga",4,283,85,2055," ",6,"TSP",6,"Kurzeme",1857
4,"Austra Boļševica",2,224,85,1996," ",6,"TSP",6,"Kurzeme",1857
5,"Ludmila Kuprijanova",7,182,78,1961,"ievēlēta Rīgas apgabalā",6,"TSP",6,"Kurzeme",1857
6,"Igors Bukovskis",14,140,76,1921," ",6,"TSP",6,"Kurzeme",1857
7,"Laimonis Mucenieks",6,150,87,1920," ",6,"TSP",6,"Kurzeme",1857
8,"Leonīds Rozenbergs",8,112,73,1896," ",6,"TSP",6,"Kurzeme",1857
9,"Edgars Auziņš",3,105,76,1886," ",6,"TSP",6,"Kurzeme",1857
10,"Haralds Brakmanis",13,95,72,1880," ",6,"TSP",6,"Kurzeme",1857
11,"Iveta Nikolajeva",10,92,80,1869," ",6,"TSP",6,"Kurzeme",1857
12,"Leonards Stašs",5,95,89,1863,"ievēlēts Latgales apgabalā",6,"TSP",6,"Kurzeme",1857
13,"Aivars Dātavs",9,76,81,1852," ",6,"TSP",6,"Kurzeme",1857
14,"Sandra Paura",12,70,82,1845," ",6,"TSP",6,"Kurzeme",1857
1,"Jānis Jurkāns",1,1348,124,4765,"ievēlēts Rīgas apgabalā",6,"TSP",6,"Zemgale",3541
2,"Laimonis Mucenieks",3,694,88,4147," ",6,"TSP",6,"Zemgale",3541
3,"Vladilens Dozorcevs",6,551,177,3915,"ievēlēts Rīgas apgabalā",6,"TSP",6,"Zemgale",3541
4,"Ludmila Kuprijanova",2,435,167,3809,"ievēlēta Rīgas apgabalā",6,"TSP",6,"Zemgale",3541
5,"Andris Ameriks",15,347,143,3745,"ievēlēts Vidzemes apgabalā",6,"TSP",6,"Zemgale",3541
6,"Austra Boļševica",8,343,166,3718," ",6,"TSP",6,"Zemgale",3541
7,"Igors Bukovskis",7,273,167,3647," ",6,"TSP",6,"Zemgale",3541
8,"Leonards Stašs",4,260,170,3631,"ievēlēts Latgales apgabalā",6,"TSP",6,"Zemgale",3541
9,"Aleksandrs Vasiļjevs",14,270,183,3628," ",6,"TSP",6,"Zemgale",3541
10,"Aivars Dātavs",5,233,163,3611," ",6,"TSP",6,"Zemgale",3541
11,"Iveta Nikolajeva",13,204,164,3581," ",6,"TSP",6,"Zemgale",3541
12,"Kārlis Priedītis",10,196,163,3574," ",6,"TSP",6,"Zemgale",3541
13,"Irina Čerevičnika",12,216,190,3567," ",6,"TSP",6,"Zemgale",3541
14,"Sandra Paura",9,196,182,3555," ",6,"TSP",6,"Zemgale",3541
15,"Ivo Užgalovs",11,162,186,3517,,6,"TSP",6,"Zemgale",3541
