"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
21,"Marija Brodele ",25,37,95,1670,"  ",6,"Tautsaimnieks",16,"Rīga",1728
22,"Teodors Rozītis ",21,25,84,1669,"  ",6,"Tautsaimnieks",16,"Rīga",1728
23,"Manfrēds Leontijs Šneps-Šnepe ",6,42,105,1665,"  ",6,"Tautsaimnieks",16,"Rīga",1728
24,"Edīte Bērziņa ",20,29,92,1665,"  ",6,"Tautsaimnieks",16,"Rīga",1728
25,"Vija Rutka ",23,27,91,1664,"  ",6,"Tautsaimnieks",16,"Rīga",1728
26,"Daina Rožkova ",26,28,97,1659,"  ",6,"Tautsaimnieks",16,"Rīga",1728
27,"Arkādijs Suškins ",5,50,126,1652,"  ",6,"Tautsaimnieks",16,"Rīga",1728
1,"Edvīns Kide ",1,2437,209,9279,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
2,"Vilnis Edvīns Bresis ",25,2040,319,8772,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
3,"Jānis Lucāns ",2,1543,192,8402,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
4,"Jānis Lucāns ",22,805,237,7619,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
5,"Andrejs Mizis ",5,640,211,7480,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
6,"Ansis Liezers ",8,609,226,7434,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
7,"Jānis Bāliņš ",3,570,232,7389,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
8,"Ivars Krampis ",18,326,252,7125,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
9,"Gunārs Saltais ",7,270,229,7092,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
10,"Arkādijs Suškins ",24,393,383,7061,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
11,"Ruta Auziņa ",6,293,285,7059,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
12,"Maija Nora Tabaka ",15,678,679,7050,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
13,"Ainārs Zābers ",12,209,251,7009,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
14,"Lolita Kokina ",14,262,324,6989,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
15,"Jānis Uzkliņģis ",4,235,301,6985,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
16,"Ivars Sala ",21,209,277,6983,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
17,"Tālis Veismanis ",10,198,273,6976,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
18,"Dainis Viesturs ",11,146,228,6969,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
19,"Jānis Ločmans ",9,128,243,6936,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
20,"Andis Brakšs ",20,125,240,6936,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
21,"Antons Vjaters ",16,133,268,6916,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
22,"Imants Akmentiņš ",17,107,243,6915,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
23,"Antons Buls ",13,103,265,6889,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
24,"Valda Bērziņa ",19,111,285,6877,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
25,"Dace Jēkabsone ",23,109,288,6872,"  ",6,"Tautsaimnieks",16,"Vidzeme",7051
1,"Vilnis Edvīns Bresis ",1,367,84,1792,"  ",6,"Tautsaimnieks",16,"Latgale",1509
2,"Irēna Folkmane ",2,260,90,1679,"  ",6,"Tautsaimnieks",16,"Latgale",1509
3,"Jānis Lucāns ",14,155,89,1575,"  ",6,"Tautsaimnieks",16,"Latgale",1509
4,"Jevgēnijs Zaščerinskis ",13,107,114,1502,"  ",6,"Tautsaimnieks",16,"Latgale",1509
5,"Olga Grišāne ",7,91,117,1483,"  ",6,"Tautsaimnieks",16,"Latgale",1509
6,"Līvija Plavinska ",8,89,118,1480,"  ",6,"Tautsaimnieks",16,"Latgale",1509
7,"Medarts Pužulis ",6,86,116,1479,"  ",6,"Tautsaimnieks",16,"Latgale",1509
8,"Staņislavs Višs ",12,85,117,1477,"  ",6,"Tautsaimnieks",16,"Latgale",1509
9,"Dzintra Nikolajenko ",17,93,126,1476,"  ",6,"Tautsaimnieks",16,"Latgale",1509
10,"Anatolijs Kotāns ",10,83,117,1475,"  ",6,"Tautsaimnieks",16,"Latgale",1509
11,"Leontija Kavinska ",4,83,121,1471,"  ",6,"Tautsaimnieks",16,"Latgale",1509
12,"Juris Iesalnieks ",19,69,112,1466,"  ",6,"Tautsaimnieks",16,"Latgale",1509
13,"Aivars Kārkliņš ",5,71,115,1465,"  ",6,"Tautsaimnieks",16,"Latgale",1509
14,"Pēteris Melnis ",15,65,116,1458,"  ",6,"Tautsaimnieks",16,"Latgale",1509
15,"Ruta Auziņa ",11,62,118,1453,"  ",6,"Tautsaimnieks",16,"Latgale",1509
16,"Marta Znotiņa ",9,64,122,1451,"  ",6,"Tautsaimnieks",16,"Latgale",1509
17,"Manfrēds Leontijs Šneps-Šnepe ",3,52,116,1445,"  ",6,"Tautsaimnieks",16,"Latgale",1509
18,"Osvalds Salmans ",16,51,120,1440,"  ",6,"Tautsaimnieks",16,"Latgale",1509
19,"Sandra Rēriha ",18,51,129,1431,,6,"Tautsaimnieks",16,"Latgale",1509
1,"Edvīns Kide ",14,371,57,1915,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
2,"Kārlis Jurkovskis ",3,314,49,1866,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
3,"Juris Iesalnieks ",2,313,56,1858,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
4,"Jevgēnijs Zaščerinskis ",13,233,59,1775,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
5,"Aloizs Brenčs ",4,197,66,1732,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
6,"Aivars Vāvere ",10,143,58,1686,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
7,"Aldis Aumalis ",11,101,56,1646,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
8,"Guntars Martinsons ",8,100,65,1636,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
9,"Gunārs Saltais ",9,66,58,1609,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
10,"Rihards Rubīns ",1,91,90,1602,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
11,"Pēteris Jaunzems ",12,58,61,1598,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
12,"Juris Haberkorns ",7,64,76,1589,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
13,"Ivars Ross ",5,50,73,1578,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
14,"Imants Orna ",6,34,66,1569,"  ",6,"Tautsaimnieks",16,"Kurzeme",1601
1,"Vilnis Edvīns Bresis ",14,805,77,3048,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
2,"Jevgēnijs Zaščerinskis ",1,517,119,2718,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
3,"Edvīns Kide ",15,463,95,2688,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
4,"Jānis Lucāns ",2,435,107,2648,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
5,"Ivars Sekacis ",5,272,133,2459,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
6,"Ilmārs Bents ",4,152,115,2357,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
7,"Māra Kaijaka ",7,160,134,2346,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
8,"Dzintra Šešo ",13,156,131,2345,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
9,"Laimons Matulis ",6,140,144,2316,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
10,"Jānis Veismanis ",8,109,123,2306,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
11,"Jānis Jelinskis ",3,110,131,2299,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
12,"Māris Ulmanis ",12,99,131,2288,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
13,"Augusts Lediņš ",10,80,118,2282,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
14,"Pēteris Guļāns ",11,64,125,2259,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
15,"Arvīds Matisons ",9,60,126,2254,"  ",6,"Tautsaimnieks",16,"Zemgale",2320
