"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
3,"Kazimirs Civkors",2,19,23,214," ",6,"Liberālā partija",1,"Kurzeme",218
4,"Edmunds Zālīte",5,12,19,211," ",6,"Liberālā partija",1,"Kurzeme",218
5,"Jānis Nikolovskis",3,16,24,210," ",6,"Liberālā partija",1,"Kurzeme",218
6,"Gunārs Svētiņš",6,9,24,203," ",6,"Liberālā partija",1,"Kurzeme",218
7,"Pēteris Teivāns",9,9,24,203," ",6,"Liberālā partija",1,"Kurzeme",218
8,"Kārlis Klauva",11,7,22,203," ",6,"Liberālā partija",1,"Kurzeme",218
9,"Juris Semjonovs",13,7,23,202," ",6,"Liberālā partija",1,"Kurzeme",218
10,"Jānis Staltmanis",12,4,21,201," ",6,"Liberālā partija",1,"Kurzeme",218
11,"Anastasija Jurkiša",14,5,22,201," ",6,"Liberālā partija",1,"Kurzeme",218
12,"Jānis Kučinskis",7,7,25,200," ",6,"Liberālā partija",1,"Kurzeme",218
13,"Gunārs Kohs",10,9,27,200," ",6,"Liberālā partija",1,"Kurzeme",218
14,"Inese Šāble",8,6,25,199," ",6,"Liberālā partija",1,"Kurzeme",218
1,"Jānis Danoss",3,32,22,305," ",6,"Liberālā partija",1,"Zemgale",295
2,"Juris Semjonovs",13,25,17,303," ",6,"Liberālā partija",1,"Zemgale",295
3,"Zinta Danosa",15,12,14,293," ",6,"Liberālā partija",1,"Zemgale",295
4,"Jānis Nikolovskis",1,19,22,292," ",6,"Liberālā partija",1,"Zemgale",295
5,"Gunārs Svētiņš",10,15,18,292," ",6,"Liberālā partija",1,"Zemgale",295
6,"Pēteris Teivāns",7,14,21,288," ",6,"Liberālā partija",1,"Zemgale",295
7,"Jānis Staltmanis",12,11,18,288," ",6,"Liberālā partija",1,"Zemgale",295
8,"Artūrs Malta",5,15,23,287," ",6,"Liberālā partija",1,"Zemgale",295
9,"Inese Šāble",9,12,20,287," ",6,"Liberālā partija",1,"Zemgale",295
10,"Kazimirs Civkors",4,11,21,285," ",6,"Liberālā partija",1,"Zemgale",295
11,"Gunārs Kohs",6,12,23,284," ",6,"Liberālā partija",1,"Zemgale",295
12,"Jānis Kučinskis",8,11,22,284," ",6,"Liberālā partija",1,"Zemgale",295
13,"Kārlis Klauva",11,8,19,284," ",6,"Liberālā partija",1,"Zemgale",295
14,"Anastasija Jurkiša",14,7,18,284," ",6,"Liberālā partija",1,"Zemgale",295
15,"Edmunds Zālīte",2,10,24,281," ",6,"Liberālā partija",1,"Zemgale",295
