"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
1,"Zigurds Eglītis",1,227,51,3098," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
2,"Miervaldis Kaņeps",2,155,60,3017," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
3,"Jānis Gunārs Miķelsons",3,121,57,2986," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
4,"Ojārs Ziediņš",15,108,46,2984," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
5,"Viktors Laizāns",9,124,64,2982," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
6,"Inta Balode",8,117,59,2980," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
7,"Kārlis Strauja",23,101,48,2975," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
8,"Valentīna Lāce",14,100,48,2974," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
9,"Aivars Polis-Āboliņš",11,95,50,2967," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
10,"Līvija Kazāka",10,110,66,2966," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
11,"Viesturs Lāriņš",6,101,59,2964," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
12,"Kārlis Preiss",24,88,51,2959," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
13,"Konstantīns Caune",7,100,65,2957," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
14,"Edgars Blomnieks",26,82,49,2955," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
15,"Arkadijs Margevičs",4,107,78,2951," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
16,"Velga Līne",18,95,67,2950," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
17,"Felicita Briņķe",5,94,69,2947," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
18,"Vēsma Kaņepe",12,88,66,2944," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
19,"Jāzeps Sķerškāns",21,79,57,2944," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
20,"Kārlis Tenteris",13,78,58,2942," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
21,"Inta Reinfelde",16,75,61,2936," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
22,"Ieva Preisa",17,74,63,2933," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
23,"Edgars Oļģerts Židavs",20,75,68,2929," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
24,"Arīna Valbaka",22,68,62,2928," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
25,"Vladislavs Pers",27,67,66,2923," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
26,"Kirīna Platenberga",19,64,69,2917," ",6,"Latviešu Zemnieku savienība",7,"Rīga",2922
27,"Maiga Kazeļņika",25,67,76,2913,,6,"Latviešu Zemnieku savienība",7,"Rīga",2922
1,"Miervaldis Kaņeps",1,239,92,4074," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
2,"Jānis Gunārs Miķelsons",2,169,99,3997," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
3,"Zigurds Eglītis",3,156,95,3988," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
4,"Viktors Laizāns",9,136,98,3965," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
5,"Inta Balode",8,128,102,3953," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
6,"Velga Līne",18,120,100,3947," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
7,"Ojārs Ziediņš",13,102,95,3934," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
8,"Vēsma Kaņepe",16,105,98,3934," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
9,"Aivars Polis-Āboliņš",14,101,95,3933," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
10,"Konstantīns Caune",7,110,105,3932," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
11,"Kārlis Strauja",21,95,94,3928," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
12,"Viesturs Lāriņš",6,100,102,3925," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
13,"Arkadijs Margevičs",5,101,109,3919," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
14,"Valentīna Lāce",15,95,103,3919," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
15,"Felicita Briņķe",4,97,110,3914," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
16,"Līvija Kazāka",10,94,107,3914," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
