"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
17,"Ieva Preisa",11,86,102,3911," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
18,"Kārlis Tenteris",12,83,104,3906," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
19,"Jāzeps Sķerškāns",23,76,100,3903," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
20,"Inta Reinfelde",17,77,102,3902," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
21,"Egons Vanuška",20,80,107,3900," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
22,"Arīna Valbaka",22,73,103,3897," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
23,"Kirīna Platenberga",19,73,109,3891," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
24,"Maiga Kazeļņika",24,65,114,3878," ",6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
25,"Vladimirs Konovaļčiks",25,70,133,3864,,6,"Latviešu Zemnieku savienība",7,"Vidzeme",3927
1,"Arkadijs Margevičs",1,129,65,1962," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
2,"Zigurds Eglītis",4,91,73,1916," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
3,"Jānis Gunārs Miķelsons",3,87,73,1912," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
4,"Konstantīns Caune",7,83,69,1912," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
5,"Viesturs Lāriņš",2,84,71,1911," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
6,"Viktors Laizāns",10,78,65,1911," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
7,"Inta Balode",9,84,77,1905," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
8,"Valentīna Lāce",16,74,69,1903," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
9,"Jāzeps Sķerškāns",15,66,63,1901," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
10,"Ojārs Ziediņš",14,61,59,1900," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
11,"Felicita Briņķe",6,68,74,1892," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
12,"Ieva Preisa",12,65,71,1892," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
13,"Miervaldis Kaņeps",5,67,75,1890," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
14,"Aivars Polis-Āboliņš",11,57,68,1887," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
15,"Kārlis Tenteris",13,51,68,1881," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
16,"Maiga Kazeļņika",19,55,75,1878," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
17,"Kārlis Preiss",17,52,76,1874," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
18,"Egons Vanuška",8,54,80,1872," ",6,"Latviešu Zemnieku savienība",7,"Latgale",1898
19,"Vladislavs Pers",18,50,76,1872,,6,"Latviešu Zemnieku savienība",7,"Latgale",1898
1,"Miervaldis Kaņeps",1,144,34,2123," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
2,"Jānis Gunārs Miķelsons",2,115,36,2092," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
3,"Zigurds Eglītis",4,104,34,2083," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
4,"Inta Balode",7,102,44,2071," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
5,"Viktors Laizāns",10,82,37,2058," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
6,"Ojārs Ziediņš",14,70,37,2046," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
7,"Felicita Briņķe",3,79,48,2044," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
8,"Viesturs Lāriņš",6,68,43,2038," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
9,"Ieva Preisa",12,70,45,2038," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
10,"Vēsma Kaņepe",13,73,48,2038," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
11,"Egons Vanuška",8,70,48,2035," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
12,"Arkadijs Margevičs",5,58,47,2024," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
13,"Konstantīns Caune",9,60,50,2023," ",6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
14,"Kārlis Tenteris",11,49,46,2016,,6,"Latviešu Zemnieku savienība",7,"Kurzeme",2013
1,"Zigurds Eglītis",1,210,41,2418," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
2,"Viktors Laizāns",7,121,54,2316," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
3,"Jānis Gunārs Miķelsons",3,122,64,2307," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
4,"Inta Balode",8,112,54,2307," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
5,"Miervaldis Kaņeps",5,111,62,2298," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
6,"Viesturs Lāriņš",6,91,61,2279," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
7,"Felicita Briņķe",2,84,62,2271," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
8,"Līvija Kazāka",12,82,60,2271," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
9,"Ieva Preisa",11,79,58,2270," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
10,"Jāzeps Sķerškāns",15,74,57,2266," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
11,"Arkadijs Margevičs",4,75,60,2264," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
12,"Konstantīns Caune",9,75,60,2264," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
13,"Aivars Polis-Āboliņš",10,76,62,2263," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
14,"Kārlis Tenteris",13,63,57,2255," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
15,"Kirīna Platenberga",14,63,59,2253," ",6,"Latviešu Zemnieku savienība",7,"Zemgale",2249
