"PostNum","Kandidats","PreNum","Plusi","Svitrojumi","Punkti","Rezultats","Saeima","Partija","PartijaNum","Apgabals","Balsis"
25,"Ilva Duļevska",24,713,1045,30889," ",6,"Saimnieks",9,"Rīga",31221
26,"Māris Forsts",7,775,1133,30863," ",6,"Saimnieks",9,"Rīga",31221
27,"Modris Supe",18,1095,1712,30604," ",6,"Saimnieks",9,"Rīga",31221
1,"Alfreds Čepānis",7,12348,1087,54885,"ievēlēts",6,"Saimnieks",9,"Vidzeme",43624
2,"Ziedonis Čevers",1,13432,2278,54778,"ievēlēts",6,"Saimnieks",9,"Vidzeme",43624
3,"Aivars Guntis Kreituss",2,11321,1573,53372,"ievēlēts",6,"Saimnieks",9,"Vidzeme",43624
4,"Dainis Turlais",23,8834,1332,51126,"ievēlēts",6,"Saimnieks",9,"Vidzeme",43624
5,"Ilmārs Bišers",8,6400,1671,48353,"ievēlēts",6,"Saimnieks",9,"Vidzeme",43624
6,"Ēriks Kaža",6,4473,2257,45840,"ievēlēts Latgales apgabalā",6,"Saimnieks",9,"Vidzeme",43624
7,"Atis Sausnītis",4,2984,1434,45174,"ievēlēts Kurzemes apgabalā",6,"Saimnieks",9,"Vidzeme",43624
8,"Juris Celmiņš",3,2295,1206,44713,"ievēlēts Zemgales apgabalā",6,"Saimnieks",9,"Vidzeme",43624
9,"Rudīte Leitena",5,2340,1591,44373,,6,"Saimnieks",9,"Vidzeme",43624
10,"Žanis Holšteins",15,1814,1535,43903," ",6,"Saimnieks",9,"Vidzeme",43624
11,"Gundars Kleinbergs",17,1586,1325,43885," ",6,"Saimnieks",9,"Vidzeme",43624
12,"Normunds Bomis",19,1560,1442,43742," ",6,"Saimnieks",9,"Vidzeme",43624
13,"Raimonds Muižzemnieks",25,1601,1500,43725," ",6,"Saimnieks",9,"Vidzeme",43624
14,"Pēteris Streļčs",9,1140,1324,43440," ",6,"Saimnieks",9,"Vidzeme",43624
15,"Jānis Tikmers",13,987,1350,43261," ",6,"Saimnieks",9,"Vidzeme",43624
16,"Raitis Birkavs",14,1506,1904,43226," ",6,"Saimnieks",9,"Vidzeme",43624
17,"Felikss Circenis",21,980,1527,43077," ",6,"Saimnieks",9,"Vidzeme",43624
18,"Jānis Balodis",12,730,1336,43018," ",6,"Saimnieks",9,"Vidzeme",43624
19,"Gints Šīmanis",11,784,1404,43004," ",6,"Saimnieks",9,"Vidzeme",43624
20,"Jānis Beikmanis",18,664,1317,42971," ",6,"Saimnieks",9,"Vidzeme",43624
21,"Diāna Zaļupe",10,994,1799,42819," ",6,"Saimnieks",9,"Vidzeme",43624
22,"Jevgēnijs Metlāns",24,729,1740,42613," ",6,"Saimnieks",9,"Vidzeme",43624
23,"Māris Lukaižis",20,648,1784,42488," ",6,"Saimnieks",9,"Vidzeme",43624
24,"Ilze Baltā",16,1009,3367,41266," ",6,"Saimnieks",9,"Vidzeme",43624
25,"Elita Veidemane",22,3724,6237,41111," ",6,"Saimnieks",9,"Vidzeme",43624
1,"Ernests Jurkāns",1,5707,575,31027,"ievēlēts",6,"Saimnieks",9,"Latgale",25895
2,"Ziedonis Čevers",2,4284,935,29244,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Latgale",25895
3,"Alfreds Čepānis",9,3633,933,27246,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Latgale",25895
4,"Dainis Turlais",13,2682,941,27636,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Latgale",25895
5,"Ēriks Kaža",5,2037,1056,26876,"ievēlēts",6,"Saimnieks",9,"Latgale",25895
6,"Leonards Teniss",17,1605,1066,26434,"ievēlēts",6,"Saimnieks",9,"Latgale",25895
7,"Viktors Stikuts",7,1377,871,26401,,6,"Saimnieks",9,"Latgale",25895
8,"Olafs Brūvers",3,1345,892,26348,"ievēlēts Rīgas apgabalā",6,"Saimnieks",9,"Latgale",25895
9,"Ivars Kalniņš",18,1620,1217,26298," ",6,"Saimnieks",9,"Latgale",25895
10,"Jānis Anspoks",6,1294,897,26292," ",6,"Saimnieks",9,"Latgale",25895
11,"Vasilijs Meļņiks",4,1439,1059,26275," ",6,"Saimnieks",9,"Latgale",25895
12,"Ainis Šaicāns",12,1344,1015,26224," ",6,"Saimnieks",9,"Latgale",25895
13,"Ināra Ņikuļina",15,1447,1232,26110," ",6,"Saimnieks",9,"Latgale",25895
14,"Visvaldis Gercāns",14,1052,975,25972," ",6,"Saimnieks",9,"Latgale",25895
15,"Atis Sedvalds",8,1040,1001,25934," ",6,"Saimnieks",9,"Latgale",25895
16,"Modris Supe",10,1031,1023,25903," ",6,"Saimnieks",9,"Latgale",25895
17,"Juris Rītiņš",11,927,921,25901," ",6,"Saimnieks",9,"Latgale",25895
18,"Zigfrīds Berezovskis",16,972,981,25886," ",6,"Saimnieks",9,"Latgale",25895
19,"Jānis Trupovnieks",19,1080,1181,25794," ",6,"Saimnieks",9,"Latgale",25895
1,"Alfreds Čepānis",1,8577,510,29052,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Kurzeme",20985
2,"Ziedonis Čevers",2,6042,737,26290,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Kurzeme",20985
3,"Ilga Kreituse",4,3759,735,24009,"ievēlēta Rīgas apgabalā",6,"Saimnieks",9,"Kurzeme",20985
4,"Valdis Krisbergs",7,2764,929,22820,"ievēlēts Rīgas apgabalā",6,"Saimnieks",9,"Kurzeme",20985
5,"Juris Kaksītis",3,1178,535,21628,"ievēlēts",6,"Saimnieks",9,"Kurzeme",20985
6,"Valdis Nagobads",6,1161,599,21547,"ievēlēts",6,"Saimnieks",9,"Kurzeme",20985
7,"Atis Sausnītis",13,1053,579,21459,"ievēlēts",6,"Saimnieks",9,"Kurzeme",20985
8,"Pēteris Jaudzems",14,671,680,20976," ",6,"Saimnieks",9,"Kurzeme",20985
9,"Pēteris Briedis",12,507,541,20951," ",6,"Saimnieks",9,"Kurzeme",20985
10,"Leonīds Loginovs",8,703,765,20923," ",6,"Saimnieks",9,"Kurzeme",20985
11,"Jānis Spriedējs",10,676,773,20888," ",6,"Saimnieks",9,"Kurzeme",20985
12,"Marta Aizsilniece",5,549,654,20880," ",6,"Saimnieks",9,"Kurzeme",20985
13,"Elita Veidemane",11,1373,3613,18745," ",6,"Saimnieks",9,"Kurzeme",20985
14,"Andrejs Puzis",9,423,3688,17720," ",6,"Saimnieks",9,"Kurzeme",20985
1,"Alfreds Čepānis",15,7494,474,30053,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Zemgale",23033
2,"Ziedonis Čevers",1,7750,927,29856,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Zemgale",23033
3,"Ivars Jānis Ķezbers",3,5172,900,27305,"ievēlēts Rīgas apgabalā",6,"Saimnieks",9,"Zemgale",23033
4,"Aivars Guntis Kreituss",7,5193,959,27267,"ievēlēts Vidzemes apgabalā",6,"Saimnieks",9,"Zemgale",23033
5,"Ilga Kreituse",2,4213,936,26310,"ievēlēta Rīgas apgabalā",6,"Saimnieks",9,"Zemgale",23033
6,"Modris Goba",8,1271,673,23631,"ievēlēts",6,"Saimnieks",9,"Zemgale",23033
7,"Juris Celmiņš",4,1461,889,23605,"ievēlēts",6,"Saimnieks",9,"Zemgale",23033
8,"Jānis Rāzna",6,1265,893,23405,"ievēlēts",6,"Saimnieks",9,"Zemgale",23033
9,"Ēriks Zunda",5,1089,886,23236,,6,"Saimnieks",9,"Zemgale",23033
10,"Ārija Gaile",13,1315,1188,23160," ",6,"Saimnieks",9,"Zemgale",23033
11,"Leonīds Salcevičs",12,861,828,23066," ",6,"Saimnieks",9,"Zemgale",23033
12,"Ilgars Krauze",10,709,757,22985," ",6,"Saimnieks",9,"Zemgale",23033
13,"Inta Čamane",14,876,1066,22843," ",6,"Saimnieks",9,"Zemgale",23033
14,"Valdis Pavliņš",9,597,790,22840," ",6,"Saimnieks",9,"Zemgale",23033
15,"Jānis Nāruns",11,520,784,22769," ",6,"Saimnieks",9,"Zemgale",23033
