PostNum,PreNum,CandidateName,CandidateSurname,Sex,Saeima,PartyNum,PartyAbbr,DistrNum,DistrName,BallotsForParty,Pluses,Minuses,Points,Result
1,2,Andrejs,Zagorskis,Male,11,2,LSDSP,3,Latgale,394,102,18,478,N/A
2,1,Jānis,Dinevičs,Male,11,2,LSDSP,3,Latgale,394,80,26,448,N/A
3,5,Daina,Pliča,Female,11,2,LSDSP,3,Latgale,394,65,28,431,N/A
4,6,Andris,Pakers,Male,11,2,LSDSP,3,Latgale,394,51,26,419,N/A
5,3,Malda,Kristovska,Female,11,2,LSDSP,3,Latgale,394,50,35,409,N/A
6,8,Aivars,Roskošs,Male,11,2,LSDSP,3,Latgale,394,47,36,405,N/A
7,4,Henriks,Miglāns,Male,11,2,LSDSP,3,Latgale,394,33,38,389,N/A
8,7,Vitālijs,Aleksandrovičs,Male,11,2,LSDSP,3,Latgale,394,25,39,380,N/A
1,8,Aidis,Herings,Male,11,2,LSDSP,4,Kurzeme,347,76,15,408,N/A
2,2,Valdis,Dīriņš,Male,11,2,LSDSP,4,Kurzeme,347,66,23,390,N/A
3,5,Arvīds,Kinstlers,Male,11,2,LSDSP,4,Kurzeme,347,47,23,371,N/A
4,1,Ilga,Vitāle,Female,11,2,LSDSP,4,Kurzeme,347,34,23,358,N/A
5,3,Laila,Balga,Female,11,2,LSDSP,4,Kurzeme,347,31,21,357,N/A
6,4,Laimdota,Zeberkste,Female,11,2,LSDSP,4,Kurzeme,347,22,22,347,N/A
7,6,Ieviņa,Svitiņa,Female,11,2,LSDSP,4,Kurzeme,347,21,22,346,N/A
8,7,Oksana,Veselova,Female,11,2,LSDSP,4,Kurzeme,347,20,25,342,N/A
1,1,Guntis,Jankovskis,Male,11,2,LSDSP,5,Zemgale,468,122,38,552,N/A
2,2,Jānis,Čevers,Male,11,2,LSDSP,5,Zemgale,468,59,56,471,N/A
3,4,Valdis,Arcimovičs,Male,11,2,LSDSP,5,Zemgale,468,40,45,463,N/A
4,5,Valērijs,Gabrāns,Male,11,2,LSDSP,5,Zemgale,468,45,54,459,N/A
5,8,Līga,Čaplinska,Female,11,2,LSDSP,5,Zemgale,468,40,51,457,N/A
6,3,Inga,Fišere,Female,11,2,LSDSP,5,Zemgale,468,39,51,456,N/A
7,6,Rudīte,Lauriņa,Female,11,2,LSDSP,5,Zemgale,468,36,55,449,N/A
8,7,Māris,Leitlants,Male,11,2,LSDSP,5,Zemgale,468,25,57,436,N/A
1,1,Edmunds,Sprūdžs,Male,11,3,"Reformu partija",1,Rīga,42977,11763,2371,52369,ievēlēts
2,2,Vjačeslavs,Dombrovskis,Male,11,3,"Reformu partija",1,Rīga,42977,7171,1365,48783,ievēlēts
3,16,Kārlis,Eņģelis,Male,11,3,"Reformu partija",1,Rīga,42977,2310,852,44435,ievēlēts
4,11,Inga,Bite,Female,11,3,"Reformu partija",1,Rīga,42977,2314,918,44373,ievēlēts
5,6,Valdis,Liepiņš,Male,11,3,"Reformu partija",1,Rīga,42977,2418,1043,44352,ievēlēts
6,7,Daina,Kazāka,Female,11,3,"Reformu partija",1,Rīga,42977,2345,993,44329,""
7,14,Vilnis,Ķirsis,Male,11,3,"Reformu partija",1,Rīga,42977,2122,846,44253,""
8,24,Jānis,Osis,Male,11,3,"Reformu partija",1,Rīga,42977,2052,861,44168,""
9,3,Ainis,Dābols,Male,11,3,"Reformu partija",1,Rīga,42977,2282,1150,44109,""
10,12,Aigars,Krastiņš,Male,11,3,"Reformu partija",1,Rīga,42977,2004,909,44072,""
11,20,Jānis,Siders,Male,11,3,"Reformu partija",1,Rīga,42977,1944,883,44038,""
12,13,Andrejs,Mūrnieks,Male,11,3,"Reformu partija",1,Rīga,42977,1959,920,44016,""
13,30,Juris,Ozols,Male,11,3,"Reformu partija",1,Rīga,42977,1953,945,43985,""
14,10,Renārs,Putniņš,Male,11,3,"Reformu partija",1,Rīga,42977,1805,906,43876,""
15,23,Aivars,Ozols,Male,11,3,"Reformu partija",1,Rīga,42977,1736,857,43856,""
16,17,Antra,Purviņa,Female,11,3,"Reformu partija",1,Rīga,42977,1779,988,43768,""
17,22,Jānis,Zālītis,Male,11,3,"Reformu partija",1,Rīga,42977,1718,963,43732,""
18,4,Vija,Tirzmale,Female,11,3,"Reformu partija",1,Rīga,42977,1747,996,43728,""
19,28,Māris,Ozoliņš,Male,11,3,"Reformu partija",1,Rīga,42977,1686,1039,43624,""
20,8,Evika,Siliņa,Female,11,3,"Reformu partija",1,Rīga,42977,1587,947,43617,""
21,5,Viktors,Makarovs,Male,11,3,"Reformu partija",1,Rīga,42977,2053,1419,43611,""
22,9,Guntars,Viziņš,Male,11,3,"Reformu partija",1,Rīga,42977,1476,977,43476,""
23,15,Ilgvars,Imša,Male,11,3,"Reformu partija",1,Rīga,42977,1507,1029,43455,""
24,27,Kristīne,Polata,Female,11,3,"Reformu partija",1,Rīga,42977,1285,942,43320,""
25,26,Zigurds,Plūme,Male,11,3,"Reformu partija",1,Rīga,42977,1235,893,43319,""
26,19,Helēna,Ruduša,Female,11,3,"Reformu partija",1,Rīga,42977,1443,1116,43304,""
27,31,Valters,Frīdenbergs,Male,11,3,"Reformu partija",1,Rīga,42977,2711,2526,43162,""
28,21,Ilona,Platonova,Female,11,3,"Reformu partija",1,Rīga,42977,1299,1155,43121,""
29,25,Artūrs,Sņegovičs,Male,11,3,"Reformu partija",1,Rīga,42977,1157,1233,42901,""
30,29,Henriks,Grigalinovičs,Male,11,3,"Reformu partija",1,Rīga,42977,1250,1351,42876,""
31,32,Marija,Simonova,Female,11,3,"Reformu partija",1,Rīga,42977,1205,1391,42791,""
32,18,Dmitrijs,Trofimovs,Male,11,3,"Reformu partija",1,Rīga,42977,1276,1903,42350,""
1,1,Valdis,Zatlers,Male,11,3,"Reformu partija",2,Vidzeme,67051,37235,1147,103139,ievēlēts
2,10,Romualds,Ražuks,Male,11,3,"Reformu partija",2,Vidzeme,67051,8281,3588,71744,ievēlēts
3,7,Gunārs,Rusiņš,Male,11,3,"Reformu partija",2,Vidzeme,67051,5363,1540,70874,ievēlēts
4,19,Elīna,Siliņa,Female,11,3,"Reformu partija",2,Vidzeme,67051,4473,1492,70032,ievēlēts
5,3,Zanda,Kalniņa-Lukaševica,Female,11,3,"Reformu partija",2,Vidzeme,67051,4397,1604,69844,ievēlēts
6,26,Jānis,Upenieks,Male,11,3,"Reformu partija",2,Vidzeme,67051,3986,1368,69669,ievēlēts
7,13,Guntars,Bilsēns,Male,11,3,"Reformu partija",2,Vidzeme,67051,4229,1794,69486,ievēlēts
8,12,Reinis,Freimanis,Male,11,3,"Reformu partija",2,Vidzeme,67051,3766,1395,69422,""
9,16,Jānis,Ābele,Male,11,3,"Reformu partija",2,Vidzeme,67051,3692,1484,69259,""
10,17,Iveta,Sietiņsone,Female,11,3,"Reformu partija",2,Vidzeme,67051,4019,1824,69246,""
11,22,Austris,Grasis,Male,11,3,"Reformu partija",2,Vidzeme,67051,4030,1842,69239,""
12,9,Liene,Ābola,Female,11,3,"Reformu partija",2,Vidzeme,67051,3456,1482,69025,""
13,14,Māris,Heinols,Male,11,3,"Reformu partija",2,Vidzeme,67051,3661,1691,69021,""
14,4,Sarma,Freiberga,Female,11,3,"Reformu partija",2,Vidzeme,67051,3402,1603,68850,""
15,2,"Sandra Sondore",Kukule,Female,11,3,"Reformu partija",2,Vidzeme,67051,4425,2801,68675,""
16,5,Rihards,Kozlovskis,Male,11,3,"Reformu partija",2,Vidzeme,67051,3249,1659,68641,""
17,15,Solvita,Andžāne,Female,11,3,"Reformu partija",2,Vidzeme,67051,3027,1551,68527,""
18,8,Una,Gavare,Female,11,3,"Reformu partija",2,Vidzeme,67051,3172,1795,68428,""
19,27,Mārtiņš,Vanags,Male,11,3,"Reformu partija",2,Vidzeme,67051,2776,1450,68377,""
20,30,Aigars,Kalniņš,Male,11,3,"Reformu partija",2,Vidzeme,67051,2705,1482,68274,""
21,11,Gunita,Malnača,Female,11,3,"Reformu partija",2,Vidzeme,67051,2648,1479,68220,""
22,25,Kaspars,Bergs,Male,11,3,"Reformu partija",2,Vidzeme,67051,2655,1629,68077,""
23,21,Irēna,Kalniņa,Female,11,3,"Reformu partija",2,Vidzeme,67051,2435,1410,68076,""
24,24,Kristaps,Kosītis,Male,11,3,"Reformu partija",2,Vidzeme,67051,2471,1535,67987,""
25,29,Inese,Pelse,Female,11,3,"Reformu partija",2,Vidzeme,67051,2503,1601,67953,""
26,23,Aigars,Lisovskis,Male,11,3,"Reformu partija",2,Vidzeme,67051,2436,1577,67910,""
27,18,Aija,Šēla,Female,11,3,"Reformu partija",2,Vidzeme,67051,2313,1856,67508,""
28,28,Valdemārs,Gailītis,Male,11,3,"Reformu partija",2,Vidzeme,67051,2194,1775,67470,""
29,6,Nellija,Titova,Female,11,3,"Reformu partija",2,Vidzeme,67051,2187,1849,67389,""
30,20,Aldis,Muhks,Male,11,3,"Reformu partija",2,Vidzeme,67051,1937,1708,67280,""
1,3,Juris,Viļums,Male,11,3,"Reformu partija",3,Latgale,15787,2620,855,17552,ievēlēts
2,18,Gunārs,Igaunis,Male,11,3,"Reformu partija",3,Latgale,15787,2207,736,17258,ievēlēts
3,10,Juris,Vucāns,Male,11,3,"Reformu partija",3,Latgale,15787,2126,758,17155,""
4,1,Oskars,Zuģickis,Male,11,3,"Reformu partija",3,Latgale,15787,2270,938,17119,""
5,2,Ilga,Šuplinska,Female,11,3,"Reformu partija",3,Latgale,15787,2029,901,16915,""
6,9,Andris,Slišāns,Male,11,3,"Reformu partija",3,Latgale,15787,1853,777,16863,""
7,11,Rudīte,Krūmiņa,Female,11,3,"Reformu partija",3,Latgale,15787,1537,820,16504,""
8,12,Arturs,Gražulis,Male,11,3,"Reformu partija",3,Latgale,15787,1404,777,16414,""
9,5,Valdis,Labinskis,Male,11,3,"Reformu partija",3,Latgale,15787,1422,877,16332,""
10,8,Mārīte,Rozenfelde,Female,11,3,"Reformu partija",3,Latgale,15787,1356,835,16308,""
11,13,Elizabete,Viļuma,Female,11,3,"Reformu partija",3,Latgale,15787,1301,820,16268,""
12,16,Toms,Vorkalis,Male,11,3,"Reformu partija",3,Latgale,15787,1215,827,16175,""
13,15,Ingrīda,Gradkovska,Female,11,3,"Reformu partija",3,Latgale,15787,1046,777,16056,""
14,4,Gustavs,Norkārklis,Male,11,3,"Reformu partija",3,Latgale,15787,1187,964,16010,""
15,17,"Ivars Jānis",Graudiņš,Male,11,3,"Reformu partija",3,Latgale,15787,1041,833,15995,""
16,7,Dainis,Mjartāns,Male,11,3,"Reformu partija",3,Latgale,15787,1064,914,15937,""
17,14,Vjačeslavs,Platpirs,Male,11,3,"Reformu partija",3,Latgale,15787,1055,917,15925,""
18,6,Dmitrijs,Oļehnovičs,Male,11,3,"Reformu partija",3,Latgale,15787,1073,1072,15788,""
1,2,Inese,Lībiņa-Egnere,Female,11,3,"Reformu partija",4,Kurzeme,30749,4146,559,34336,ievēlēts
2,1,Inita,Bišofa,Female,11,3,"Reformu partija",4,Kurzeme,30749,3786,833,33702,ievēlēts
3,5,Jānis,Junkurs,Male,11,3,"Reformu partija",4,Kurzeme,30749,2878,721,32906,ievēlēts
4,3,Edmunds,Demiters,Male,11,3,"Reformu partija",4,Kurzeme,30749,2834,709,32874,ievēlēts
5,16,Loreta,Skaburska,Female,11,3,"Reformu partija",4,Kurzeme,30749,2819,694,32874,""
6,12,Andris,Kalns,Male,11,3,"Reformu partija",4,Kurzeme,30749,2275,640,32384,""
7,4,Rita,Vilnīte,Female,11,3,"Reformu partija",4,Kurzeme,30749,2371,753,32367,""
8,6,Aivis,Landmanis,Male,11,3,"Reformu partija",4,Kurzeme,30749,2021,696,32074,""
9,7,Inga,Antāne,Female,11,3,"Reformu partija",4,Kurzeme,30749,1909,604,32054,""
10,15,Zigurds,Štelmahers,Male,11,3,"Reformu partija",4,Kurzeme,30749,1877,721,31905,""
11,8,Arvils,Jākabsons,Male,11,3,"Reformu partija",4,Kurzeme,30749,1814,668,31895,""
12,9,Jolanta,Klāviņa,Female,11,3,"Reformu partija",4,Kurzeme,30749,1806,684,31871,""
13,10,Jānis,Letinskis,Male,11,3,"Reformu partija",4,Kurzeme,30749,1747,690,31806,""
14,13,Jānis,Prokners,Male,11,3,"Reformu partija",4,Kurzeme,30749,1619,756,31612,""
15,11,Solvita,Ūdre,Female,11,3,"Reformu partija",4,Kurzeme,30749,2489,1774,31464,""
16,14,Meinards,Mētelis,Male,11,3,"Reformu partija",4,Kurzeme,30749,1873,2487,30135,""
1,2,Klāvs,Olšteins,Male,11,3,"Reformu partija",5,Zemgale,34292,5787,946,39133,ievēlēts
2,1,Jānis,Ozoliņš,Male,11,3,"Reformu partija",5,Zemgale,34292,5117,670,38739,ievēlēts
3,4,Inga,Vanaga,Female,11,3,"Reformu partija",5,Zemgale,34292,2998,800,36490,ievēlēts
4,7,Viktors,Valainis,Male,11,3,"Reformu partija",5,Zemgale,34292,3151,1013,36430,ievēlēts
