"AlphaNum","Candidate","Rīga","Vidzeme","Latgale","Kurzeme","Zemgale","PartyNum","PartyAbbr"
47,"Marks Lomonosovs",,20,,,,13,"No sirds Latvijai"
48,"Oskars Lūsis",,10,,,,13,"No sirds Latvijai"
49,"Romualds Maculevičs",,,10,,,13,"No sirds Latvijai"
50,"Natālija Magazeina",,,,5,,13,"No sirds Latvijai"
51,"Daina Medne",10,,,,,13,"No sirds Latvijai"
52,"Aivars Meija",,,,,1,13,"No sirds Latvijai"
53,"Agris Meirēns",,,,,14,13,"No sirds Latvijai"
54,"Romāns Mežeckis",3,,,,,13,"No sirds Latvijai"
55,"Klāvs Miezis",,24,,,,13,"No sirds Latvijai"
56,"Māris Nagla",,,,4,,13,"No sirds Latvijai"
57,"Jānis Neimanis",,,,6,,13,"No sirds Latvijai"
58,"Raimonds Nipers",,,5,,,13,"No sirds Latvijai"
59,"Diāna Novicka",,,,,2,13,"No sirds Latvijai"
60,"Dace Nulle",4,,,,,13,"No sirds Latvijai"
61,"Iveta Ozoliņa",,11,,,,13,"No sirds Latvijai"
62,"Sergejs Parvatkins",13,,,,,13,"No sirds Latvijai"
63,"Jekaterīna Pavlova",18,,,,,13,"No sirds Latvijai"
64,"Inguna Pelše",,26,,,,13,"No sirds Latvijai"
65,"Anita Petrova",,,2,,,13,"No sirds Latvijai"
66,"Edmunds Pētersons",,,,,5,13,"No sirds Latvijai"
67,"Inese Pivare",,27,,,,13,"No sirds Latvijai"
68,"Arvīds Platpers",,4,,,,13,"No sirds Latvijai"
69,"Andris Priekulis",2,,,,,13,"No sirds Latvijai"
70,"Juris Razživins",,,,,10,13,"No sirds Latvijai"
71,"Baiba Reitere",28,,,,,13,"No sirds Latvijai"
72,"Guntis Rolis",,,,3,,13,"No sirds Latvijai"
73,"Anatolijs Romaņuks",,,7,,,13,"No sirds Latvijai"
74,"Valters Rotkājs",,15,,,,13,"No sirds Latvijai"
75,"Roksana Rudeviča",24,,,,,13,"No sirds Latvijai"
76,"Vladimirs Rusanovs",26,,,,,13,"No sirds Latvijai"
77,"Aivars Saulītis",,,,,7,13,"No sirds Latvijai"
78,"Silvija Saviča",,23,,,,13,"No sirds Latvijai"
79,"Tahirs Sīmanis",,22,,,,13,"No sirds Latvijai"
80,"Indulis Skudra",,,,,11,13,"No sirds Latvijai"
81,"Mārtiņš Smilga",19,,,,,13,"No sirds Latvijai"
82,"Heino Spulģis",15,,,,,13,"No sirds Latvijai"
83,"Ineta Stabulniece",,2,,,,13,"No sirds Latvijai"
84,"Inese Straume",,14,,,,13,"No sirds Latvijai"
85,"Inguna Sudraba",1,,,,,13,"No sirds Latvijai"
86,"Valentīna Šabuņeviča",,,3,,,13,"No sirds Latvijai"
87,"Silvija Šimfa",,,1,,,13,"No sirds Latvijai"
88,"Natālija Tautkusa",,,11,,,13,"No sirds Latvijai"
89,"Igors Tračums",,19,,,,13,"No sirds Latvijai"
90,"Ēriks Treļs",12,,,,,13,"No sirds Latvijai"
91,"Aleksejs Trigubjuks",31,,,,,13,"No sirds Latvijai"
92,"Normunds Tukišs",,12,,,,13,"No sirds Latvijai"
93,"Iveta Tumaščika",,,,9,,13,"No sirds Latvijai"
94,"Ilgvars Ugars",,,15,,,13,"No sirds Latvijai"
95,"Liāna Ulmane",,,,,15,13,"No sirds Latvijai"
96,"Inese Vārslavāne",,,,,3,13,"No sirds Latvijai"
97,"Jānis Veips",,,,12,,13,"No sirds Latvijai"
98,"Daina Verveiko",16,,,,,13,"No sirds Latvijai"
99,"Modra Vilkauša",,16,,,,13,"No sirds Latvijai"
100,"Guntars Viziņš",,5,,,,13,"No sirds Latvijai"
101,"Jānis Zalcmanis",29,,,,,13,"No sirds Latvijai"
102,"Daiga Zipeva-Biumane",,,,10,,13,"No sirds Latvijai"
103,"Vladimirs Zvonarevs",20,,,,,13,"No sirds Latvijai"
104,"Artūrs Žalostibs",27,,,,,13,"No sirds Latvijai"
105,"Iveta Žvagiņa",,,,,16,13,"No sirds Latvijai"
