"AlphaNum","Candidate","Rīga","Vidzeme","Latgale","Kurzeme","Zemgale","PartyNum","PartyAbbr"
106,"Juris Viļums",,,1,,,8,"Reģionu Apvienība"
107,"Evita Vinceviča",,19,,,,8,"Reģionu Apvienība"
108,"Margarita Visocka",30,,,,,8,"Reģionu Apvienība"
109,"Juris Vorkalis",,,8,,,8,"Reģionu Apvienība"
110,"Sandra Zaiceva",,28,,,,8,"Reģionu Apvienība"
111,"Arnis Zekunde",,,,3,,8,"Reģionu Apvienība"
112,"Marija Zeltiņa",,,11,,,8,"Reģionu Apvienība"
113,"Māra Viktorija Zilgalve",2,,,,,8,"Reģionu Apvienība"
114,"Oskars Zuģickis",,,5,,,8,"Reģionu Apvienība"
115,"Osvalds Zvejsalnieks",,,2,,,8,"Reģionu Apvienība"
1,"Pēteris Aglonietis",,,,9,,9,"Jaunā konservatīvā"
2,"Mārtiņš Aizpurietis",,18,,,,9,"Jaunā konservatīvā"
3,"Īra Alksne",,,7,,,9,"Jaunā konservatīvā"
4,"Oskars Apaļais",,,,,12,9,"Jaunā konservatīvā"
5,"Gundars Ābers",17,,,,,9,"Jaunā konservatīvā"
6,"Gundars Ābols",,1,,,,9,"Jaunā konservatīvā"
7,"Aldis Baltalksnis",23,,,,,9,"Jaunā konservatīvā"
8,"Ainars Bašķis",,12,,,,9,"Jaunā konservatīvā"
9,"Vilis Bārtulis",,,,8,,9,"Jaunā konservatīvā"
10,"Mārcis Bergs",,21,,,,9,"Jaunā konservatīvā"
11,"Vitālijs Birjukovs",,10,,,,9,"Jaunā konservatīvā"
12,"Kristaps Bogdanovičs",32,,,,,9,"Jaunā konservatīvā"
13,"Jānis Bordāns",1,,,,,9,"Jaunā konservatīvā"
14,"Toms Bordāns",,26,,,,9,"Jaunā konservatīvā"
15,"Jānis Brokāns",,,,,5,9,"Jaunā konservatīvā"
16,"Krišjānis Brūvelis",28,,,,,9,"Jaunā konservatīvā"
17,"Raitis Bukovskis",,,5,,,9,"Jaunā konservatīvā"
18,"Santa Cabule",,,9,,,9,"Jaunā konservatīvā"
19,"Una Celmiņa",,,,6,,9,"Jaunā konservatīvā"
20,"Inga Čekša-Ratniece",,,3,,,9,"Jaunā konservatīvā"
21,"Gunta Dombrovska",25,,,,,9,"Jaunā konservatīvā"
22,"Eva Eglāja-Kristsone",7,,,,,9,"Jaunā konservatīvā"
23,"Zigurds Eglītis",14,,,,,9,"Jaunā konservatīvā"
24,"Jolanta Eihentāle",3,,,,,9,"Jaunā konservatīvā"
25,"Normunds Eihentāls",,,,,13,9,"Jaunā konservatīvā"
26,"Romeks Fabjančiks",,,,,8,9,"Jaunā konservatīvā"
27,"Astra Feldmane",18,,,,,9,"Jaunā konservatīvā"
28,"Krišjānis Feldmans",,,,1,,9,"Jaunā konservatīvā"
29,"Inga Gluzda",,,,3,,9,"Jaunā konservatīvā"
30,"Austris Grasis",2,,,,,9,"Jaunā konservatīvā"
31,"Māris Grīnbergs",5,,,,,9,"Jaunā konservatīvā"
32,"Inguna Gustava",,9,,,,9,"Jaunā konservatīvā"
33,"Vitauts Ivonausks",10,,,,,9,"Jaunā konservatīvā"
34,"Normunds Janelsiņš",,,,,14,9,"Jaunā konservatīvā"
35,"Ivars Jasmanis",,,12,,,9,"Jaunā konservatīvā"
36,"Gundega Jēkabsone",,,,,9,9,"Jaunā konservatīvā"
37,"Arnis Kadiķis",,,,13,,9,"Jaunā konservatīvā"
38,"Zigurds Kalējs",,,,,7,9,"Jaunā konservatīvā"
39,"Ieva Kalniņa",20,,,,,9,"Jaunā konservatīvā"
40,"Rūdolfs Kalvāns",6,,,,,9,"Jaunā konservatīvā"
41,"Matīss Kempe",27,,,,,9,"Jaunā konservatīvā"
42,"Vineta Kiršteine",,,10,,,9,"Jaunā konservatīvā"
43,"Jānis Kopštāls",,20,,,,9,"Jaunā konservatīvā"
44,"Pēteris Krampītis",,,,,10,9,"Jaunā konservatīvā"
45,"Ingemārs Krūmiņš",,22,,,,9,"Jaunā konservatīvā"
46,"Inguss Kudiņš",8,,,,,9,"Jaunā konservatīvā"
47,"Roberts Lakučs",15,,,,,9,"Jaunā konservatīvā"
48,"Guntis Leja",29,,,,,9,"Jaunā konservatīvā"
49,"Aldis Lieljuksis",4,,,,,9,"Jaunā konservatīvā"
50,"Diāna Lūse",,,,10,,9,"Jaunā konservatīvā"
51,"Eva Mārtuža",,,1,,,9,"Jaunā konservatīvā"
52,"Jānis Mārtužs",,,6,,,9,"Jaunā konservatīvā"
53,"Sanita Megere-Klevinska",,3,,,,9,"Jaunā konservatīvā"
54,"Valdis Meijers",,15,,,,9,"Jaunā konservatīvā"
55,"Jadviga Neilande",,11,,,,9,"Jaunā konservatīvā"
56,"Dmitrijs Nikolajevs",,,,,6,9,"Jaunā konservatīvā"
57,"Aivars Ontužāns",,19,,,,9,"Jaunā konservatīvā"
58,"Darja Orele",,,8,,,9,"Jaunā konservatīvā"
59,"Dārta Ose",,24,,,,9,"Jaunā konservatīvā"
60,"Indra Ozoliņa",,,11,,,9,"Jaunā konservatīvā"
61,"Jānis Ozoliņš",,16,,,,9,"Jaunā konservatīvā"
62,"Juris Pavītols",,,,5,,9,"Jaunā konservatīvā"
63,"Ūve Perlbahs",31,,,,,9,"Jaunā konservatīvā"
64,"Kalvis Plismanis",24,,,,,9,"Jaunā konservatīvā"
65,"Astrīda Podziņa",,17,,,,9,"Jaunā konservatīvā"
66,"Laura Rancāne",16,,,,,9,"Jaunā konservatīvā"
67,"Andris Riekstiņš",,13,,,,9,"Jaunā konservatīvā"
68,"Ansis Roderts",,,,7,,9,"Jaunā konservatīvā"
69,"Dainis Rozenfelds",,,,,4,9,"Jaunā konservatīvā"
70,"Kristaps Rūde",,4,,,,9,"Jaunā konservatīvā"
71,"Kristīne Saleniece",11,,,,,9,"Jaunā konservatīvā"
72,"Raitis Sijāts",,2,,,,9,"Jaunā konservatīvā"
73,"Jānis Siliņš",,5,,,,9,"Jaunā konservatīvā"
74,"Dainis Skrūzmanis",,,4,,,9,"Jaunā konservatīvā"
75,"Andris Skuja",,7,,,,9,"Jaunā konservatīvā"
76,"Elīna Spiča",,,,,11,9,"Jaunā konservatīvā"
77,"Dāvis Stalts",,,,2,,9,"Jaunā konservatīvā"
78,"Gundars Strazdiņš",21,,,,,9,"Jaunā konservatīvā"
79,"Aigars Sudmalis",,,,12,,9,"Jaunā konservatīvā"
80,"Zemlita Šīre",,14,,,,9,"Jaunā konservatīvā"
81,"Juris Tolpežņikovs",,,,,3,9,"Jaunā konservatīvā"
82,"Jānis Tomels",,,,,1,9,"Jaunā konservatīvā"
83,"Jānis Uha",30,,,,,9,"Jaunā konservatīvā"
84,"Aldis Upmalis",12,,,,,9,"Jaunā konservatīvā"
85,"Arvis Urbāns",,25,,,,9,"Jaunā konservatīvā"
86,"Guntars Vaivars",,,,4,,9,"Jaunā konservatīvā"
87,"Līva Veita",9,,,,,9,"Jaunā konservatīvā"
88,"Māris Virkavs",19,,,,,9,"Jaunā konservatīvā"
89,"Antra Visendorfa",,23,,,,9,"Jaunā konservatīvā"
90,"Edmunds Visendorfs",,8,,,,9,"Jaunā konservatīvā"
91,"Ingūna Vismane",13,,,,,9,"Jaunā konservatīvā"
92,"Daina Vīķele",26,,,,,9,"Jaunā konservatīvā"
93,"Regīna Vucāne",22,,,,,9,"Jaunā konservatīvā"
94,"Aigars Zīmelis",,,2,,,9,"Jaunā konservatīvā"
95,"Agris Zvaigzneskalns",,,,,2,9,"Jaunā konservatīvā"
96,"Didzis Zviedris",,,,11,,9,"Jaunā konservatīvā"
97,"Lāsma Žagota",,6,,,,9,"Jaunā konservatīvā"
1,"Vjačeslavs Altuhovs",15,,,,,10,"LKS"
2,"Tatjana Babajeva",24,,,,,10,"LKS"
3,"Jeļena Bačinska",7,,,,,10,"LKS"
4,"Jeļena Beskorovainaja",,,,,10,10,"LKS"
5,"Taisja Bite",22,,,,,10,"LKS"
6,"Irina Boļšakova",,,3,,,10,"LKS"
7,"Eduards Bonders",,9,,,,10,"LKS"
8,"Konstantīns Boroņins",,,,4,,10,"LKS"
9,"Vladimirs Buzajevs",4,,,,,10,"LKS"
10,"Irina Cvetkova",2,,,,,10,"LKS"
11,"Nataļja Čehova",,,,,3,10,"LKS"
12,"Filips Dudins",21,,,,,10,"LKS"
13,"Tatjana Favorska",14,,,,,10,"LKS"
14,"Aleksandrs Filejs",,1,,,,10,"LKS"
15,"Maksims Galkins",,,,,6,10,"LKS"
16,"Aleksandrs Gamaļejevs",12,,,,,10,"LKS"
17,"Helēna Geriloviča",,,,2,,10,"LKS"
18,"Andrejs Golubevs",,,12,,,10,"LKS"
19,"Maksims Golubevs",,,14,,,10,"LKS"
20,"Einārs Graudiņš",6,,,,,10,"LKS"
21,"Anatolijs Grjaznovs",23,,,,,10,"LKS"
22,"Viktors Guščins",,,,,2,10,"LKS"
23,"Nikolajs Harlamovs",,,7,,,10,"LKS"
24,"Vladimirs Hodakovskis",13,,,,,10,"LKS"
25,"Deniss Ignatjevs",,,,,9,10,"LKS"
26,"Nazira Iso",20,,,,,10,"LKS"
27,"Tatjana Jegorova",26,,,,,10,"LKS"
28,"Nadežda Jeļņikova",30,,,,,10,"LKS"
29,"Tatjana Jemeļjanova",16,,,,,10,"LKS"
30,"Ivans Jengaševs",,7,,,,10,"LKS"
31,"Dmitrijs Jermaks",25,,,,,10,"LKS"
32,"Natālija Jolkina",9,,,,,10,"LKS"
33,"Pāvels Kirillovs",5,,,,,10,"LKS"
34,"Elita Kosaka",,,,1,,10,"LKS"
35,"Iļja Kozirevs",,3,,,,10,"LKS"
36,"Vitālijs Krugļešovs",,,,,8,10,"LKS"
37,"Fjodors Krupenkins",,6,,,,10,"LKS"
38,"Valentīna Kudrjavceva",,,,,4,10,"LKS"
39,"Aleksejs Kurepins",27,,,,,10,"LKS"
40,"Aleksandrs Kuzmins",8,,,,,10,"LKS"
41,"Jeļena Kuzņecova",,,,,11,10,"LKS"
42,"Vladimirs Kuzņecovs",,,,5,,10,"LKS"
43,"Edvards Kvasņevskis",19,,,,,10,"LKS"
44,"Aleksandrs Ļivčaks",,,2,,,10,"LKS"
45,"Ašots Mamikonjans",,,10,,,10,"LKS"
46,"Miroslavs Mitrofanovs",1,,,,,10,"LKS"
47,"Viktorija Murina",18,,,,,10,"LKS"
48,"Olga Odincova",,,,,5,10,"LKS"
49,"Valērijs Orlovs",,,9,,,10,"LKS"
50,"Valērijs Oščenkovs",,,6,,,10,"LKS"
51,"Jakovs Pliners",3,,,,,10,"LKS"
52,"Ivans Popovs",,,11,,,10,"LKS"
53,"Pāvels Prozors",,,13,,,10,"LKS"
54,"Aleksandrs Prutkovs",,8,,,,10,"LKS"
55,"Edvīns Puķe",10,,,,,10,"LKS"
56,"Anatolijs Pušņakovs",,,5,,,10,"LKS"
57,"Vladislavs Rafaļskis",11,,,,,10,"LKS"
58,"Ludmila Rodionova",,4,,,,10,"LKS"
59,"Gagiks Sarkisjans",31,,,,,10,"LKS"
60,"Valerijs Solncevs",29,,,,,10,"LKS"
61,"Andrejs Solopenko",,5,,,,10,"LKS"
62,"Sergejs Solovjovs",,,8,,,10,"LKS"
63,"Nikolajs Starikovs",,,,,7,10,"LKS"
64,"Nadežda Svincova",,,,,12,10,"LKS"
65,"Ilona Titarenko",,,,3,,10,"LKS"
66,"Andris Tolmačovs",,2,,,,10,"LKS"
67,"Jeļena Učaikina",,10,,,,10,"LKS"
68,"Ludmila Ušakova",,,,,1,10,"LKS"
69,"Aleksejs Vasiļjevs",,,4,,,10,"LKS"
70,"Viktorija Viļumsone",28,,,,,10,"LKS"
71,"Vladimirs Vlasovs",,,,6,,10,"LKS"
72,"Ludmila Vorobjova",,11,,,,10,"LKS"
73,"Jurijs Zaicevs",,,1,,,10,"LKS"
74,"Aina Žuravļova",17,,,,,10,"LKS"
1,"Valērijs Agešins",,,,1,,11,"SC"
2,"Vitālijs Aizbalts",,,4,,,11,"SC"
3,"Aļona Annišineca",,,12,,,11,"SC"
4,"Ziedonis Apariņš",,29,,,,11,"SC"
5,"Andris Arcimovičs",,,,,8,11,"SC"
6,"Mārtiņš Artiņš",,19,,,,11,"SC"
7,"Viesturs Āboliņš",28,,,,,11,"SC"
8,"Jānis Ādamsons",,4,,,,11,"SC"
9,"Inese Baikovska",,17,,,,11,"SC"
10,"Marks Barkāns",,26,,,,11,"SC"
11,"Raivis Belohvoščiks",30,,,,,11,"SC"
12,"Olga Belova",,,18,,,11,"SC"
13,"Sandris Bergmanis",,7,,,,11,"SC"
14,"Raimonds Bērziņš",,27,,,,11,"SC"
15,"Boriss Cilevičs",4,,,,,11,"SC"
16,"Mihails Cogla",,,,13,,11,"SC"
17,"Leonids Cvetkovs",,,15,,,11,"SC"
18,"Raitis Čekšs",,,,,12,11,"SC"
19,"Normunds Dimitrijevs",,,11,,,11,"SC"
20,"Sergejs Dolgopolovs",,2,,,,11,"SC"
21,"Irina Dolgova",,,,,17,11,"SC"
22,"Jaroslavs Dorenskis",,,,14,,11,"SC"
23,"Vladimirs Eihenbaums",31,,,,,11,"SC"
24,"Andrejs Elksniņš",,,1,,,11,"SC"
25,"Ludmila Fedorkova",,11,,,,11,"SC"
26,"Henrijs Frīdenbergs",22,,,,,11,"SC"
27,"Raimonds Gailis",8,,,,,11,"SC"
28,"Sergejs Galaveckis",,,,15,,11,"SC"
29,"Jānis Geduševs",3,,,,,11,"SC"
30,"Valentīns Grigorjevs",,,,,4,11,"SC"
31,"Oļegs Hļebņikovs",,,10,,,11,"SC"
32,"Mihails Hohlovs",,,,,13,11,"SC"
33,"Marjana Ivanova-Jevsejeva",,,9,,,11,"SC"
34,"Vladimirs Ivanovs",20,,,,,11,"SC"
35,"Kristīna Jablonska",,,,9,,11,"SC"
36,"Aleksandrs Jakimovs",,,7,,,11,"SC"
37,"Ivars Jakovels",,,,,3,11,"SC"
38,"Jeļena Jakovļeva",25,,,,,11,"SC"
39,"Viktors Jakovļevs",,6,,,,11,"SC"
40,"Indulis Jankovskis",,,,3,,11,"SC"
41,"Viktors Jasiņavičs",,,17,,,11,"SC"
42,"Pjotrs Jevtušenko",,,,8,,11,"SC"
43,"Einārs Jurkevičs",,,16,,,11,"SC"
44,"Valdis Kalniņš",,23,,,,11,"SC"
45,"Agnis Kalnkaziņš",7,,,,,11,"SC"
46,"Raimonds Kalvišs",,,13,,,11,"SC"
47,"Modris Karpovs",,,14,,,11,"SC"
48,"Ivo Kiršblats",11,,,,,11,"SC"
49,"Ivans Klementjevs",12,,,,,11,"SC"
50,"Andrejs Klementjevs",2,,,,,11,"SC"
51,"Jeļena Koncevaja",23,,,,,11,"SC"
52,"Andrejs Kondratjuks",,13,,,,11,"SC"
53,"Aivars Guntis Kreituss",,9,,,,11,"SC"
54,"Kristaps Laucis",,16,,,,11,"SC"
55,"Aigars Lavrinovičs",,18,,,,11,"SC"
56,"Jeļena Lazareva",,,6,,,11,"SC"
57,"Kārlis Leiškalns",,3,,,,11,"SC"
58,"Regīna Ločmele-Luņova",15,,,,,11,"SC"
59,"Fjodors Maļonkins",,24,,,,11,"SC"
60,"Aleksejs Medvedevs",,,,4,,11,"SC"
61,"Gatis Meiris",,,,12,,11,"SC"
62,"Romans Miloslavskis",,,,5,,11,"SC"
63,"Sergejs Mirskis",5,,,,,11,"SC"
64,"Anatolijs Misjuks",,,,,11,11,"SC"
65,"Ralfs Morītis",,12,,,,11,"SC"
66,"Andris Morozovs",35,,,,,11,"SC"
67,"Valerijs Nikolajevs",,,,,15,11,"SC"
68,"Vladimirs Nikonovs",,,8,,,11,"SC"
69,"Ņikita Ņikiforovs",13,,,,,11,"SC"
70,"Dzintars Obrickis",,,,16,,11,"SC"
71,"Vitālijs Orlovs",,,,,2,11,"SC"
72,"Viktors Paškovs",26,,,,,11,"SC"
73,"Sergejs Pašukovs",,,,,9,11,"SC"
74,"Krišjānis Peters",,,,,1,11,"SC"
75,"Igors Pimenovs",16,,,,,11,"SC"
76,"Sergejs Potapkins",9,,,,,11,"SC"
77,"Jānis Priede",,22,,,,11,"SC"
78,"Igors Puntuss",33,,,,,11,"SC"
79,"Tatjana Rezņika",,20,,,,11,"SC"
80,"Ivans Ribakovs",,,3,,,11,"SC"
81,"Baiba Rozentāle",10,,,,,11,"SC"
82,"Artūrs Rubiks",6,,,,,11,"SC"
83,"Raimonds Rubiks",,,5,,,11,"SC"
84,"Raimonds Rublovskis",,,,2,,11,"SC"
85,"Iveta Safranoviča",,,,,7,11,"SC"
86,"Inna Sakoviča",,,,,16,11,"SC"
87,"Aleksandrs Sakovskis",,5,,,,11,"SC"
88,"Vadims Savkovs",,28,,,,11,"SC"
89,"Nikolajs Skačkovs",34,,,,,11,"SC"
90,"Gaļina Skorobogatova",,,,6,,11,"SC"
91,"Nikolajs Sokols",,,,,5,11,"SC"
92,"Karina Sprūde",,14,,,,11,"SC"
93,"Jūlija Stepaņenko",14,,,,,11,"SC"
94,"Vjačeslavs Stunžāns",,,,10,,11,"SC"
95,"Andrejs Šikors",24,,,,,11,"SC"
96,"Inese Švekle",18,,,,,11,"SC"
97,"Natalija Tkačenko",,,,11,,11,"SC"
98,"Zenta Tretjaka",,,,,6,11,"SC"
99,"Vitalijs Trusevičs",,,,7,,11,"SC"
100,"Jānis Tutins",,,2,,,11,"SC"
101,"Jānis Urbanovičs",1,,,,,11,"SC"
102,"Normunds Vagalis",,21,,,,11,"SC"
103,"Edgars Vaikulis",,10,,,,11,"SC"
104,"Aleksandrs Vasiļjevs",32,,,,,11,"SC"
105,"Valerijs Vilčinskis",,15,,,,11,"SC"
106,"Ruslans Vrobļevskis",,,,,14,11,"SC"
107,"Jeļena Zagainova",21,,,,,11,"SC"
108,"Ivars Zariņš",,1,,,,11,"SC"
109,"Mihails Zemļinskis",17,,,,,11,"SC"
110,"Inga Ziņģe-Pupiņa",27,,,,,11,"SC"
111,"Igors Zujevs",19,,,,,11,"SC"
112,"Edgars Zveja",,8,,,,11,"SC"
113,"Mareks Žizņevskis",,,,,10,11,"SC"
114,"Igors Žukovs",,25,,,,11,"SC"
115,"Vladimirs Žuks",29,,,,,11,"SC"
1,"Inese Aizstrauta",,5,,,,12,"ZZS"
2,"Uldis Augulis",,,,,2,12,"ZZS"
3,"Gatis Ābele",,19,,,,12,"ZZS"
4,"Aija Barča",,,,2,,12,"ZZS"
5,"Ivars Bārdiņš",34,,,,,12,"ZZS"
6,"Rolands Bārenis",28,,,,,12,"ZZS"
7,"Uldis Beite",20,,,,,12,"ZZS"
8,"Guntis Belēvičs",1,,,,,12,"ZZS"
9,"Rūta Bendere",31,,,,,12,"ZZS"
10,"Raimonds Bergmanis",,,,,4,12,"ZZS"
11,"Andris Bērziņš",,,,,3,12,"ZZS"
12,"Gunārs Binde",19,,,,,12,"ZZS"
13,"Jānis Blūzmanis",,,,,15,12,"ZZS"
14,"Uldis Boitmanis",,,,15,,12,"ZZS"
15,"Gints Briežkalns",24,,,,,12,"ZZS"
16,"Augusts Brigmanis",,,,,1,12,"ZZS"
17,"Ēvalds Cauņa",,,6,,,12,"ZZS"
18,"Gunārs Ciglis",,25,,,,12,"ZZS"
19,"Valters Dambe",,17,,,,12,"ZZS"
20,"Gundars Daudze",,,,3,,12,"ZZS"
21,"Aivars Dronka",,,,,9,12,"ZZS"
22,"Jānis Dūklavs",,1,,,,12,"ZZS"
23,"Māris Dzelzskalns",,24,,,,12,"ZZS"
24,"Gatis Dzērve-Tāluts",30,,,,,12,"ZZS"
25,"Vugars Ecmanis",,9,,,,12,"ZZS"
26,"Rihards Eigims",,,2,,,12,"ZZS"
27,"Jānis Golubevs",,,17,,,12,"ZZS"
28,"Artūrs Graudiņš",8,,,,,12,"ZZS"
29,"Vijārs Griķis",,27,,,,12,"ZZS"
30,"Ruta Grustāne",,,14,,,12,"ZZS"
31,"Inga Gudēviča",12,,,,,12,"ZZS"
32,"Jānis Ieviņš",13,,,,,12,"ZZS"
33,"Mārtiņš Jirgens",23,,,,,12,"ZZS"
34,"Elita Kalniņa",11,,,,,12,"ZZS"
35,"Guntis Kalniņš",,,,,13,12,"ZZS"
36,"Valdis Kalnozols",4,,,,,12,"ZZS"
37,"Dainis Karols",,,,5,,12,"ZZS"
38,"Inese Kārkliņa",,20,,,,12,"ZZS"
39,"Elita Keiša",,,,,14,12,"ZZS"
40,"Katrīna Killa",33,,,,,12,"ZZS"
41,"Jānis Klaužs",,,3,,,12,"ZZS"
42,"Ilze Kļava",,,,9,,12,"ZZS"
43,"Askolds Kļaviņš",35,,,,,12,"ZZS"
44,"Valerijs Kozlovs",,,18,,,12,"ZZS"
45,"Līga Kozlovska",,,5,,,12,"ZZS"
46,"Armands Krauze",,4,,,,12,"ZZS"
47,"Māris Kučinskis",3,,,,,12,"ZZS"
48,"Vitolds Kudurs",,,9,,,12,"ZZS"
49,"Jānis Leitis",,16,,,,12,"ZZS"
50,"Ingmārs Līdaka",,2,,,,12,"ZZS"
51,"Arnis Luhse",,10,,,,12,"ZZS"
52,"Agris Lungevičs",,15,,,,12,"ZZS"
53,"Voldemārs Lūsis",,18,,,,12,"ZZS"
54,"Jeļena Malahova",26,,,,,12,"ZZS"
55,"Mārtiņš Martinsons",,,,10,,12,"ZZS"
56,"Ģirts Mazurs",18,,,,,12,"ZZS"
57,"Jānis Megnis",,,,14,,12,"ZZS"
58,"Pāvels Melnis",,,10,,,12,"ZZS"
59,"Ainārs Mežulis",,6,,,,12,"ZZS"
60,"Andris Mihaļovs",,28,,,,12,"ZZS"
61,"Aivars Nalivaiko",,13,,,,12,"ZZS"
62,"Irēna Opšteine",,,,8,,12,"ZZS"
63,"Andrejs Panteļējevs",,,7,,,12,"ZZS"
64,"Imants Pastors",,11,,,,12,"ZZS"
65,"Rihards Plotka",29,,,,,12,"ZZS"
66,"Uldis Plūmīte",,23,,,,12,"ZZS"
67,"Indriķis Putniņš",,7,,,,12,"ZZS"
68,"Edgars Putra",,,,13,,12,"ZZS"
69,"Vita Pūķe",,22,,,,12,"ZZS"
70,"Arvīds Raciborskis",,,11,,,12,"ZZS"
71,"Artis Rasmanis",,8,,,,12,"ZZS"
72,"Jānis Rāzna",6,,,,,12,"ZZS"
73,"Dana Reizniece-Ozola",,,,1,,12,"ZZS"
74,"Kaspars Rimšs",,,16,,,12,"ZZS"
75,"Dace Rolava",25,,,,,12,"ZZS"
76,"Sandra Rone",,26,,,,12,"ZZS"
77,"Inguna Rožkalne-Žubure",,21,,,,12,"ZZS"
78,"Aivars Rudzroga",,,,12,,12,"ZZS"
79,"Liene Rulle",,,,,17,12,"ZZS"
80,"Mārtiņš Ruža",,,,,10,12,"ZZS"
81,"Māris Salzirnis",15,,,,,12,"ZZS"
82,"Mareks Segliņš",,,,4,,12,"ZZS"
83,"Kārlis Seržants",2,,,,,12,"ZZS"
84,"Andris Siliņš",,3,,,,12,"ZZS"
85,"Valdis Skujiņš",,,,16,,12,"ZZS"
86,"Aldis Slavinskis",,,,11,,12,"ZZS"
87,"Māris Slokenbergs",17,,,,,12,"ZZS"
88,"Alfons Spēks",,,,6,,12,"ZZS"
89,"Baiba Stabulniece",16,,,,,12,"ZZS"
90,"Jānis Stakens",9,,,,,12,"ZZS"
91,"Dagnija Staķe",,,,,7,12,"ZZS"
92,"Aivars Straume",,14,,,,12,"ZZS"
93,"Izolde Stugle",,,15,,,12,"ZZS"
94,"Staņislavs Šķesters",,,8,,,12,"ZZS"
95,"Inga Štāle",,,,,8,12,"ZZS"
96,"Edgars Tavars",5,,,,,12,"ZZS"
97,"Andris Tēraudkalns",32,,,,,12,"ZZS"
98,"Kristaps Treimanis",21,,,,,12,"ZZS"
99,"Jānis Trupovnieks",,,4,,,12,"ZZS"
100,"Arvīds Ulme",7,,,,,12,"ZZS"
101,"Diāna Upeniece",,,13,,,12,"ZZS"
102,"Reinis Uzulnieks",10,,,,,12,"ZZS"
103,"Daina Vasiļevska",22,,,,,12,"ZZS"
104,"Alīda Vāne",,,,,16,12,"ZZS"
105,"Juris Vectirāns",,,,,5,12,"ZZS"
106,"Vilnis Veinbergs",,,,,6,12,"ZZS"
107,"Raimonds Vējonis",,,1,,,12,"ZZS"
108,"Antija Vēvere",,,12,,,12,"ZZS"
109,"Ingrīda Vilkārse",,29,,,,12,"ZZS"
110,"Ilona Virza-Zariņa",,,,,11,12,"ZZS"
111,"Renārs Vītols",27,,,,,12,"ZZS"
112,"Jānis Vucāns",,,,7,,12,"ZZS"
113,"Ēriks Zaporožecs",,,,,12,12,"ZZS"
114,"Didzis Zemmers",,12,,,,12,"ZZS"
115,"Jānis Zīvers",14,,,,,12,"ZZS"
1,"Ivars Amoliņš",,,,,9,13,"No sirds Latvijai"
2,"Jautrīte Ašurova",,13,,,,13,"No sirds Latvijai"
3,"Ringolds Balodis",,,,1,,13,"No sirds Latvijai"
4,"Sandra Bāliņa",14,,,,,13,"No sirds Latvijai"
5,"Sandis Bārdiņš",,,,11,,13,"No sirds Latvijai"
6,"Valters Bolēvics",6,,,,,13,"No sirds Latvijai"
7,"Tamāra Brice",25,,,,,13,"No sirds Latvijai"
8,"Liene Cipule",,3,,,,13,"No sirds Latvijai"
9,"Jānis Dārziņš",,,8,,,13,"No sirds Latvijai"
10,"Guntars Dārznieks",,6,,,,13,"No sirds Latvijai"
11,"Vera Doreiko-Sinkeviča",,,12,,,13,"No sirds Latvijai"
12,"Guntars Driņķis",,9,,,,13,"No sirds Latvijai"
13,"Anžela Dubovska",,,6,,,13,"No sirds Latvijai"
14,"Marita Eisaka",22,,,,,13,"No sirds Latvijai"
15,"Ivars Falks",,,,,4,13,"No sirds Latvijai"
16,"Rihards Fridbergs",33,,,,,13,"No sirds Latvijai"
17,"Jānis Garbovskis",,7,,,,13,"No sirds Latvijai"
18,"Skaidrīte Grigale",,,4,,,13,"No sirds Latvijai"
19,"Jānis Grigalis",21,,,,,13,"No sirds Latvijai"
20,"Eduards Grubevičs",,,13,,,13,"No sirds Latvijai"
21,"Juris Jaunzems",,,,8,,13,"No sirds Latvijai"
22,"Andrejs Jirgensons",23,,,,,13,"No sirds Latvijai"
23,"Māris Jurušs",,8,,,,13,"No sirds Latvijai"
24,"Juris Kajaks",,17,,,,13,"No sirds Latvijai"
25,"Daiga Kalniņa",,,,2,,13,"No sirds Latvijai"
26,"Inguna Kalniņa",11,,,,,13,"No sirds Latvijai"
27,"Leonīds Kaļiņins",,,16,,,13,"No sirds Latvijai"
28,"Dace Kaminska",,,,,12,13,"No sirds Latvijai"
29,"Andrejs Kitovs",,,14,,,13,"No sirds Latvijai"
30,"Pēteris Kolāts",,,,7,,13,"No sirds Latvijai"
31,"Ineta Kona",,21,,,,13,"No sirds Latvijai"
32,"Gints Kragliks",,18,,,,13,"No sirds Latvijai"
33,"Andrejs Krasņikovs",8,,,,,13,"No sirds Latvijai"
34,"Ivars Krusts",,,,,13,13,"No sirds Latvijai"
35,"Jānis Kurpnieks",,,,,8,13,"No sirds Latvijai"
36,"Nelli Kutukova",30,,,,,13,"No sirds Latvijai"
37,"Gunārs Kūtris",,1,,,,13,"No sirds Latvijai"
38,"Inese Lagzdiņa",,,,13,,13,"No sirds Latvijai"
39,"Margarita Laicāne",,25,,,,13,"No sirds Latvijai"
40,"Inna Laizāne",7,,,,,13,"No sirds Latvijai"
41,"Tālis Laizāns",9,,,,,13,"No sirds Latvijai"
42,"Valdis Lauskis",5,,,,,13,"No sirds Latvijai"
43,"Silva Lazda-Poikāne",32,,,,,13,"No sirds Latvijai"
44,"Valentīna Lazovska",,,9,,,13,"No sirds Latvijai"
45,"Viktors Lelis",,,,,6,13,"No sirds Latvijai"
46,"Jānis Liberts",17,,,,,13,"No sirds Latvijai"
