PostNum,PreNum,CandidateName,CandidateSurname,Sex,Saeima,PartyNum,PartyAbbr,DistrNum,DistrName,BallotsForParty,Pluses,Minuses,Points,Result
1,1,Leopolds,Ozoliņš,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,210,33,960,""
2,28,Gundars,Valdmanis,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,204,35,952,""
3,2,Edgars,Račevskis,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,103,32,854,""
4,3,Romāns,Pussars,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,88,37,834,""
5,15,Ivars,Vīks,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,68,26,825,""
6,6,Modris,Slava,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,57,36,804,""
7,5,Jānis,Derums,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,45,34,794,""
8,8,"Reinholds Arnolds",Skride,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,39,36,786,""
9,7,"Anna Marija",Circene,Female,7,1,"Tautas kopa Brīvība",1,Rīga,783,44,42,785,""
10,4,Ilmārs,Ančāns,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,42,47,778,""
11,10,"Jānis Ēriks",Docītis,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,23,28,778,""
12,12,Jānis,Rozenbergs,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,22,29,776,""
13,20,"Maruta Solvita",Naudiņa,Female,7,1,"Tautas kopa Brīvība",1,Rīga,783,27,34,776,""
14,25,Valdis,Dekovics,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,24,31,776,""
15,14,Andris,Rukmanis,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,23,32,774,""
16,17,Harijs,Klēbers,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,21,30,774,""
17,21,Kristīne,Neimane,Female,7,1,"Tautas kopa Brīvība",1,Rīga,783,23,33,773,""
18,9,Ilze,Krastiņa,Female,7,1,"Tautas kopa Brīvība",1,Rīga,783,24,35,772,""
19,27,Ralfs,Sviriņš,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,27,38,772,""
20,13,Maruta,Dambekalne,Female,7,1,"Tautas kopa Brīvība",1,Rīga,783,23,36,770,""
21,16,Augusts,Ruplis,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,18,31,770,""
22,22,Miervaldis,Ceimurs,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,20,35,768,""
23,19,Pāvils,Grēniņš,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,14,30,767,""
24,26,Antons,Dundurs,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,18,35,766,""
25,18,Dace,Balode,Female,7,1,"Tautas kopa Brīvība",1,Rīga,783,17,35,765,""
26,11,Ju-liņ,Čžou,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,38,59,762,""
27,23,Imants,Ramza,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,10,31,762,""
28,24,Sergejs,Jašniks,Male,7,1,"Tautas kopa Brīvība",1,Rīga,783,11,39,755,""
1,3,Gundars,Valdmanis,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,228,35,1110,""
2,1,Leopolds,Ozoliņš,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,205,15,1107,""
3,4,Edgars,Račevskis,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,88,17,988,""
4,2,Ilmārs,Ančāns,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,74,27,964,""
5,13,Romāns,Pussars,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,66,21,962,""
6,6,Modris,Slava,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,58,24,951,""
7,16,Juris,Krūmiņš,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,46,20,943,""
8,12,Jānis,Rozenbergs,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,34,16,935,""
9,5,Jānis,Derums,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,41,25,933,""
10,11,"Reinholds Arnolds",Skride,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,33,18,932,""
11,18,Dāvis,Kampe,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,35,21,931,""
12,7,Ilze,Krastiņa,Female,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,35,22,930,""
13,10,"Anna Marija",Circene,Female,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,32,22,927,""
14,14,Gunārs,Preinbergs,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,24,16,925,""
15,15,Ralfs,Sviriņš,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,31,23,925,""
16,20,Vilhelms,Klincāns,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,27,20,924,""
17,22,"Maruta Solvita",Naudiņa,Female,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,26,22,921,""
18,24,Pāvils,Grēniņš,Male,7,1,"Tautas kopa Brīvība",2,Vidzeme,917,27,23,921,""
