"PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName"
14,"Guntis","Bērziņš","Male",12,8,"Reģionu Apvienība",1,"Rīga"
15,"Ivars","Brīvers","Male",12,8,"Reģionu Apvienība",1,"Rīga"
16,"Andris","Lubiņš","Male",12,8,"Reģionu Apvienība",1,"Rīga"
17,"Aldis","Alliks","Male",12,8,"Reģionu Apvienība",1,"Rīga"
18,"Jānis","Dinne","Male",12,8,"Reģionu Apvienība",1,"Rīga"
19,"Aigars","Ozoliņš","Male",12,8,"Reģionu Apvienība",1,"Rīga"
20,"Ieva Margarita","Ozola","Female",12,8,"Reģionu Apvienība",1,"Rīga"
21,"Valdis","Holbergs","Male",12,8,"Reģionu Apvienība",1,"Rīga"
22,"Kārlis","Boitmanis","Male",12,8,"Reģionu Apvienība",1,"Rīga"
23,"Sarmīte","Janfelde","Female",12,8,"Reģionu Apvienība",1,"Rīga"
24,"Velta","Cimdiņa","Female",12,8,"Reģionu Apvienība",1,"Rīga"
25,"Benita","Malatkovska","Female",12,8,"Reģionu Apvienība",1,"Rīga"
26,"Inese","Čača","Female",12,8,"Reģionu Apvienība",1,"Rīga"
27,"Anita","Kokarēviča","Female",12,8,"Reģionu Apvienība",1,"Rīga"
28,"Rūdolfs","Plēpis","Male",12,8,"Reģionu Apvienība",1,"Rīga"
29,"Imants","Keišs","Male",12,8,"Reģionu Apvienība",1,"Rīga"
30,"Margarita","Visocka","Female",12,8,"Reģionu Apvienība",1,"Rīga"
31,"Juris","Baldiņš","Male",12,8,"Reģionu Apvienība",1,"Rīga"
32,"Gundars","Jegors","Male",12,8,"Reģionu Apvienība",1,"Rīga"
33,"Juris","Dzelme","Male",12,8,"Reģionu Apvienība",1,"Rīga"
34,"Dagnis","Reinsons","Male",12,8,"Reģionu Apvienība",1,"Rīga"
35,"Arturs","Kaimiņš","Male",12,8,"Reģionu Apvienība",1,"Rīga"
1,"Mārtiņš","Bondars","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
2,"Guntis","Gladkins","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
3,"Karina","Putniņa","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
4,"Māris","Trankalis","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
5,"Jānis","Ruks","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
6,"Aivars","Fomins","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
7,"Guntars","Bilsēns","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
8,"Ingrīda","Amantova","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
9,"Normunds","Mazūrs","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
10,"Māris","Pļaviņš","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
11,"Silvestrs","Rubins","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
12,"Ilga","Ozoliņa","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
13,"Jānis","Mazitāns","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
14,"Ilga","Vecziediņa","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
15,"Natālija","Vecgaile","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
16,"Gints","Rožkalns","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
17,"Sigita","Upmale","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
18,"Ilona","Balode","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
19,"Evita","Vinceviča","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
20,"Inta","Lemešonoka","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
21,"Linda","Ozoliņa","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
22,"Ingūna","Urtāne","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
23,"Jānis","Liepiņš","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
24,"Inese","Navra","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
25,"Gunta","Gasūna","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
26,"Jānis","Jurģelis","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
27,"Juris","Apinis","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
28,"Sandra","Zaiceva","Female",12,8,"Reģionu Apvienība",2,"Vidzeme"
29,"Varis","Krūmiņš","Male",12,8,"Reģionu Apvienība",2,"Vidzeme"
1,"Juris","Viļums","Male",12,8,"Reģionu Apvienība",3,"Latgale"
2,"Osvalds","Zvejsalnieks","Male",12,8,"Reģionu Apvienība",3,"Latgale"
3,"Jānis","Dinevičs","Male",12,8,"Reģionu Apvienība",3,"Latgale"
4,"Līvija","Jankovska","Female",12,8,"Reģionu Apvienība",3,"Latgale"
5,"Oskars","Zuģickis","Male",12,8,"Reģionu Apvienība",3,"Latgale"
6,"Mečislavs","Truskovskis","Male",12,8,"Reģionu Apvienība",3,"Latgale"
7,"Ingars","Gusāns","Male",12,8,"Reģionu Apvienība",3,"Latgale"
8,"Juris","Vorkalis","Male",12,8,"Reģionu Apvienība",3,"Latgale"
9,"Rolands","Keišs","Male",12,8,"Reģionu Apvienība",3,"Latgale"
10,"Guntis","Rasims","Male",12,8,"Reģionu Apvienība",3,"Latgale"
11,"Marija","Zeltiņa","Female",12,8,"Reģionu Apvienība",3,"Latgale"
12,"Lauris","Pastars","Male",12,8,"Reģionu Apvienība",3,"Latgale"
13,"Artūrs","Štagars","Male",12,8,"Reģionu Apvienība",3,"Latgale"
14,"Astrīda","Skrinda","Female",12,8,"Reģionu Apvienība",3,"Latgale"
15,"Sergejs","Kodors","Male",12,8,"Reģionu Apvienība",3,"Latgale"
16,"Andris","Liepiņš","Male",12,8,"Reģionu Apvienība",3,"Latgale"
17,"Gunārs","Igaunis","Male",12,8,"Reģionu Apvienība",3,"Latgale"
18,"Inga","Drele","Female",12,8,"Reģionu Apvienība",3,"Latgale"
1,"Nellija","Kleinberga","Female",12,8,"Reģionu Apvienība",4,"Kurzeme"
2,"Inita","Bišofa","Female",12,8,"Reģionu Apvienība",4,"Kurzeme"
3,"Arnis","Zekunde","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
4,"Raimonds","Kalniņš","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
5,"Normunds","Vilnītis","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
6,"Aija","Raudiņa","Female",12,8,"Reģionu Apvienība",4,"Kurzeme"
7,"Ingemars","Harmsens","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
8,"Līga","Stendze","Female",12,8,"Reģionu Apvienība",4,"Kurzeme"
9,"Dzintars","Legzdiņš","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
10,"Aidis","Herings","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
11,"Arvis","Leinbergs","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
12,"Jānis","Sergejenko","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
13,"Liene","Anševica","Female",12,8,"Reģionu Apvienība",4,"Kurzeme"
14,"Juris","Levics","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
15,"Arvīds","Kinstlers","Male",12,8,"Reģionu Apvienība",4,"Kurzeme"
16,"Zigrīda","Krauze","Female",12,8,"Reģionu Apvienība",4,"Kurzeme"
1,"Dainis","Liepiņš","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
2,"Rihards","Melgailis","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
3,"Ilgonis","Leišavnieks","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
4,"Inga","Vanaga","Female",12,8,"Reģionu Apvienība",5,"Zemgale"
5,"Leonārija","Gudakovska","Female",12,8,"Reģionu Apvienība",5,"Zemgale"
6,"Kārlis","Rimša","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
7,"Vladimirs","Samohins","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
8,"Jānis","Ābele","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
9,"Aija","Spriņķe","Female",12,8,"Reģionu Apvienība",5,"Zemgale"
10,"Aldis","Lazda","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
11,"Aleksandrs","Novickis","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
12,"Gunda","Cīrule","Female",12,8,"Reģionu Apvienība",5,"Zemgale"
13,"Inese","Caunīte","Female",12,8,"Reģionu Apvienība",5,"Zemgale"
14,"Marita","Oliņa","Female",12,8,"Reģionu Apvienība",5,"Zemgale"
15,"Vilis","Freimanis","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
16,"Aivis","Biķernieks","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
17,"Aivars","Ritenieks","Male",12,8,"Reģionu Apvienība",5,"Zemgale"
1,"Jānis","Bordāns","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
2,"Austris","Grasis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
3,"Jolanta","Eihentāle","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
4,"Aldis","Lieljuksis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
5,"Māris","Grīnbergs","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
6,"Rūdolfs","Kalvāns","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
7,"Eva","Eglāja-Kristsone","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
8,"Inguss","Kudiņš","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
9,"Līva","Veita","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
10,"Vitauts","Ivonausks","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
11,"Kristīne","Saleniece","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
12,"Aldis","Upmalis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
13,"Ingūna","Vismane","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
14,"Zigurds","Eglītis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
15,"Roberts","Lakučs","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
16,"Laura","Rancāne","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
17,"Gundars","Ābers","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
18,"Astra","Feldmane","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
19,"Māris","Virkavs","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
20,"Ieva","Kalniņa","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
21,"Gundars","Strazdiņš","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
22,"Regīna","Vucāne","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
23,"Aldis","Baltalksnis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
24,"Kalvis","Plismanis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
25,"Gunta","Dombrovska","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
26,"Daina","Vīķele","Female",12,9,"Jaunā konservatīvā",1,"Rīga"
27,"Matīss","Kempe","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
28,"Krišjānis","Brūvelis","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
29,"Guntis","Leja","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
30,"Jānis","Uha","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
31,"Ūve","Perlbahs","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
32,"Kristaps","Bogdanovičs","Male",12,9,"Jaunā konservatīvā",1,"Rīga"
1,"Gundars","Ābols","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
2,"Raitis","Sijāts","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
3,"Sanita","Megere-Klevinska","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
4,"Kristaps","Rūde","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
5,"Jānis","Siliņš","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
6,"Lāsma","Žagota","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
7,"Andris","Skuja","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
8,"Edmunds","Visendorfs","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
9,"Inguna","Gustava","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
10,"Vitālijs","Birjukovs","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
11,"Jadviga","Neilande","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
12,"Ainars","Bašķis","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
13,"Andris","Riekstiņš","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
14,"Zemlita","Šīre","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
15,"Valdis","Meijers","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
16,"Jānis","Ozoliņš","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
17,"Astrīda","Podziņa","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
18,"Mārtiņš","Aizpurietis","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
19,"Aivars","Ontužāns","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
20,"Jānis","Kopštāls","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
21,"Mārcis","Bergs","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
22,"Ingemārs","Krūmiņš","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
23,"Antra","Visendorfa","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
24,"Dārta","Ose","Female",12,9,"Jaunā konservatīvā",2,"Vidzeme"
25,"Arvis","Urbāns","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
26,"Toms","Bordāns","Male",12,9,"Jaunā konservatīvā",2,"Vidzeme"
1,"Eva","Mārtuža","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
2,"Aigars","Zīmelis","Male",12,9,"Jaunā konservatīvā",3,"Latgale"
3,"Inga","Čekša-Ratniece","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
4,"Dainis","Skrūzmanis","Male",12,9,"Jaunā konservatīvā",3,"Latgale"
5,"Raitis","Bukovskis","Male",12,9,"Jaunā konservatīvā",3,"Latgale"
6,"Jānis","Mārtužs","Male",12,9,"Jaunā konservatīvā",3,"Latgale"
7,"Īra","Alksne","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
8,"Darja","Orele","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
9,"Santa","Cabule","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
10,"Vineta","Kiršteine","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
11,"Indra","Ozoliņa","Female",12,9,"Jaunā konservatīvā",3,"Latgale"
12,"Ivars","Jasmanis","Male",12,9,"Jaunā konservatīvā",3,"Latgale"
1,"Krišjānis","Feldmans","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
2,"Dāvis","Stalts","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
3,"Inga","Gluzda","Female",12,9,"Jaunā konservatīvā",4,"Kurzeme"
4,"Guntars","Vaivars","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
5,"Juris","Pavītols","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
6,"Una","Celmiņa","Female",12,9,"Jaunā konservatīvā",4,"Kurzeme"
7,"Ansis","Roderts","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
8,"Vilis","Bārtulis","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
9,"Pēteris","Aglonietis","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
10,"Diāna","Lūse","Female",12,9,"Jaunā konservatīvā",4,"Kurzeme"
11,"Didzis","Zviedris","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
12,"Aigars","Sudmalis","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
13,"Arnis","Kadiķis","Male",12,9,"Jaunā konservatīvā",4,"Kurzeme"
1,"Jānis","Tomels","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
2,"Agris","Zvaigzneskalns","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
3,"Juris","Tolpežņikovs","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
4,"Dainis","Rozenfelds","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
5,"Jānis","Brokāns","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
6,"Dmitrijs","Nikolajevs","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
7,"Zigurds","Kalējs","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
8,"Romeks","Fabjančiks","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
9,"Gundega","Jēkabsone","Female",12,9,"Jaunā konservatīvā",5,"Zemgale"
10,"Pēteris","Krampītis","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
11,"Elīna","Spiča","Female",12,9,"Jaunā konservatīvā",5,"Zemgale"
12,"Oskars","Apaļais","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
13,"Normunds","Eihentāls","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
14,"Normunds","Janelsiņš","Male",12,9,"Jaunā konservatīvā",5,"Zemgale"
1,"Miroslavs","Mitrofanovs","Male",12,10,"LKS",1,"Rīga"
2,"Irina","Cvetkova","Female",12,10,"LKS",1,"Rīga"
3,"Jakovs","Pliners","Male",12,10,"LKS",1,"Rīga"
4,"Vladimirs","Buzajevs","Male",12,10,"LKS",1,"Rīga"
5,"Pāvels","Kirillovs","Male",12,10,"LKS",1,"Rīga"
6,"Einārs","Graudiņš","Male",12,10,"LKS",1,"Rīga"
7,"Jeļena","Bačinska","Female",12,10,"LKS",1,"Rīga"
8,"Aleksandrs","Kuzmins","Male",12,10,"LKS",1,"Rīga"
9,"Natālija","Jolkina","Female",12,10,"LKS",1,"Rīga"
10,"Edvīns","Puķe","Male",12,10,"LKS",1,"Rīga"
11,"Vladislavs","Rafaļskis","Male",12,10,"LKS",1,"Rīga"
12,"Aleksandrs","Gamaļejevs","Male",12,10,"LKS",1,"Rīga"
13,"Vladimirs","Hodakovskis","Male",12,10,"LKS",1,"Rīga"
14,"Tatjana","Favorska","Female",12,10,"LKS",1,"Rīga"
15,"Vjačeslavs","Altuhovs","Male",12,10,"LKS",1,"Rīga"
16,"Tatjana","Jemeļjanova","Female",12,10,"LKS",1,"Rīga"
17,"Aina","Žuravļova","Female",12,10,"LKS",1,"Rīga"
18,"Viktorija","Murina","Female",12,10,"LKS",1,"Rīga"
19,"Edvards","Kvasņevskis","Male",12,10,"LKS",1,"Rīga"
20,"Nazira","Iso","Female",12,10,"LKS",1,"Rīga"
21,"Filips","Dudins","Male",12,10,"LKS",1,"Rīga"
22,"Taisja","Bite","Female",12,10,"LKS",1,"Rīga"
23,"Anatolijs","Grjaznovs","Male",12,10,"LKS",1,"Rīga"
24,"Tatjana","Babajeva","Female",12,10,"LKS",1,"Rīga"
25,"Dmitrijs","Jermaks","Male",12,10,"LKS",1,"Rīga"
26,"Tatjana","Jegorova","Female",12,10,"LKS",1,"Rīga"
27,"Aleksejs","Kurepins","Male",12,10,"LKS",1,"Rīga"
28,"Viktorija","Viļumsone","Female",12,10,"LKS",1,"Rīga"
29,"Valerijs","Solncevs","Male",12,10,"LKS",1,"Rīga"
30,"Nadežda","Jeļņikova","Female",12,10,"LKS",1,"Rīga"
31,"Gagiks","Sarkisjans","Male",12,10,"LKS",1,"Rīga"
1,"Aleksandrs","Filejs","Male",12,10,"LKS",2,"Vidzeme"
2,"Andris","Tolmačovs","Male",12,10,"LKS",2,"Vidzeme"
3,"Iļja","Kozirevs","Male",12,10,"LKS",2,"Vidzeme"
4,"Ludmila","Rodionova","Female",12,10,"LKS",2,"Vidzeme"
5,"Andrejs","Solopenko","Male",12,10,"LKS",2,"Vidzeme"
6,"Fjodors","Krupenkins","Male",12,10,"LKS",2,"Vidzeme"
7,"Ivans","Jengaševs","Male",12,10,"LKS",2,"Vidzeme"
8,"Aleksandrs","Prutkovs","Male",12,10,"LKS",2,"Vidzeme"
9,"Eduards","Bonders","Male",12,10,"LKS",2,"Vidzeme"
10,"Jeļena","Učaikina","Female",12,10,"LKS",2,"Vidzeme"
11,"Ludmila","Vorobjova","Female",12,10,"LKS",2,"Vidzeme"
1,"Jurijs","Zaicevs","Male",12,10,"LKS",3,"Latgale"
2,"Aleksandrs","Ļivčaks","Male",12,10,"LKS",3,"Latgale"
3,"Irina","Boļšakova","Female",12,10,"LKS",3,"Latgale"
4,"Aleksejs","Vasiļjevs","Male",12,10,"LKS",3,"Latgale"
5,"Anatolijs","Pušņakovs","Male",12,10,"LKS",3,"Latgale"
6,"Valērijs","Oščenkovs","Male",12,10,"LKS",3,"Latgale"
7,"Nikolajs","Harlamovs","Male",12,10,"LKS",3,"Latgale"
8,"Sergejs","Solovjovs","Male",12,10,"LKS",3,"Latgale"
9,"Valērijs","Orlovs","Male",12,10,"LKS",3,"Latgale"
10,"Ašots","Mamikonjans","Male",12,10,"LKS",3,"Latgale"
11,"Ivans","Popovs","Male",12,10,"LKS",3,"Latgale"
12,"Andrejs","Golubevs","Male",12,10,"LKS",3,"Latgale"
13,"Pāvels","Prozors","Male",12,10,"LKS",3,"Latgale"
14,"Maksims","Golubevs","Male",12,10,"LKS",3,"Latgale"
1,"Elita","Kosaka","Female",12,10,"LKS",4,"Kurzeme"
2,"Helēna","Geriloviča","Female",12,10,"LKS",4,"Kurzeme"
3,"Ilona","Titarenko","Female",12,10,"LKS",4,"Kurzeme"
4,"Konstantīns","Boroņins","Male",12,10,"LKS",4,"Kurzeme"
5,"Vladimirs","Kuzņecovs","Male",12,10,"LKS",4,"Kurzeme"
6,"Vladimirs","Vlasovs","Male",12,10,"LKS",4,"Kurzeme"
1,"Ludmila","Ušakova","Female",12,10,"LKS",5,"Zemgale"
2,"Viktors","Guščins","Male",12,10,"LKS",5,"Zemgale"
3,"Nataļja","Čehova","Female",12,10,"LKS",5,"Zemgale"
4,"Valentīna","Kudrjavceva","Female",12,10,"LKS",5,"Zemgale"
5,"Olga","Odincova","Female",12,10,"LKS",5,"Zemgale"
6,"Maksims","Galkins","Male",12,10,"LKS",5,"Zemgale"
7,"Nikolajs","Starikovs","Male",12,10,"LKS",5,"Zemgale"
8,"Vitālijs","Krugļešovs","Male",12,10,"LKS",5,"Zemgale"
9,"Deniss","Ignatjevs","Male",12,10,"LKS",5,"Zemgale"
10,"Jeļena","Beskorovainaja","Female",12,10,"LKS",5,"Zemgale"
11,"Jeļena","Kuzņecova","Female",12,10,"LKS",5,"Zemgale"
12,"Nadežda","Svincova","Female",12,10,"LKS",5,"Zemgale"
1,"Jānis","Urbanovičs","Male",12,11,"SC",1,"Rīga"
2,"Andrejs","Klementjevs","Male",12,11,"SC",1,"Rīga"
3,"Jānis","Geduševs","Male",12,11,"SC",1,"Rīga"
4,"Boriss","Cilevičs","Male",12,11,"SC",1,"Rīga"
5,"Sergejs","Mirskis","Male",12,11,"SC",1,"Rīga"
6,"Artūrs","Rubiks","Male",12,11,"SC",1,"Rīga"
7,"Agnis","Kalnkaziņš","Male",12,11,"SC",1,"Rīga"
8,"Raimonds","Gailis","Male",12,11,"SC",1,"Rīga"
9,"Sergejs","Potapkins","Male",12,11,"SC",1,"Rīga"
10,"Baiba","Rozentāle","Female",12,11,"SC",1,"Rīga"
11,"Ivo","Kiršblats","Male",12,11,"SC",1,"Rīga"
12,"Ivans","Klementjevs","Male",12,11,"SC",1,"Rīga"
13,"Ņikita","Ņikiforovs","Male",12,11,"SC",1,"Rīga"
14,"Jūlija","Stepaņenko","Female",12,11,"SC",1,"Rīga"
15,"Regīna","Ločmele-Luņova","Female",12,11,"SC",1,"Rīga"
16,"Igors","Pimenovs","Male",12,11,"SC",1,"Rīga"
17,"Mihails","Zemļinskis","Male",12,11,"SC",1,"Rīga"
18,"Inese","Švekle","Female",12,11,"SC",1,"Rīga"
19,"Igors","Zujevs","Male",12,11,"SC",1,"Rīga"
20,"Vladimirs","Ivanovs","Male",12,11,"SC",1,"Rīga"
21,"Jeļena","Zagainova","Female",12,11,"SC",1,"Rīga"
22,"Henrijs","Frīdenbergs","Male",12,11,"SC",1,"Rīga"
23,"Jeļena","Koncevaja","Female",12,11,"SC",1,"Rīga"
24,"Andrejs","Šikors","Male",12,11,"SC",1,"Rīga"
25,"Jeļena","Jakovļeva","Female",12,11,"SC",1,"Rīga"
26,"Viktors","Paškovs","Male",12,11,"SC",1,"Rīga"
27,"Inga","Ziņģe-Pupiņa","Female",12,11,"SC",1,"Rīga"
28,"Viesturs","Āboliņš","Male",12,11,"SC",1,"Rīga"
29,"Vladimirs","Žuks","Male",12,11,"SC",1,"Rīga"
30,"Raivis","Belohvoščiks","Male",12,11,"SC",1,"Rīga"
31,"Vladimirs","Eihenbaums","Male",12,11,"SC",1,"Rīga"
32,"Aleksandrs","Vasiļjevs","Male",12,11,"SC",1,"Rīga"
33,"Igors","Puntuss","Male",12,11,"SC",1,"Rīga"
34,"Nikolajs","Skačkovs","Male",12,11,"SC",1,"Rīga"
35,"Andris","Morozovs","Male",12,11,"SC",1,"Rīga"
1,"Ivars","Zariņš","Male",12,11,"SC",2,"Vidzeme"
2,"Sergejs","Dolgopolovs","Male",12,11,"SC",2,"Vidzeme"
3,"Kārlis","Leiškalns","Male",12,11,"SC",2,"Vidzeme"
4,"Jānis","Ādamsons","Male",12,11,"SC",2,"Vidzeme"
5,"Aleksandrs","Sakovskis","Male",12,11,"SC",2,"Vidzeme"
6,"Viktors","Jakovļevs","Male",12,11,"SC",2,"Vidzeme"
7,"Sandris","Bergmanis","Male",12,11,"SC",2,"Vidzeme"
8,"Edgars","Zveja","Male",12,11,"SC",2,"Vidzeme"
9,"Aivars Guntis","Kreituss","Male",12,11,"SC",2,"Vidzeme"
10,"Edgars","Vaikulis","Male",12,11,"SC",2,"Vidzeme"
11,"Ludmila","Fedorkova","Female",12,11,"SC",2,"Vidzeme"
12,"Ralfs","Morītis","Male",12,11,"SC",2,"Vidzeme"
13,"Andrejs","Kondratjuks","Male",12,11,"SC",2,"Vidzeme"
14,"Karina","Sprūde","Female",12,11,"SC",2,"Vidzeme"
15,"Valerijs","Vilčinskis","Male",12,11,"SC",2,"Vidzeme"
16,"Kristaps","Laucis","Male",12,11,"SC",2,"Vidzeme"
17,"Inese","Baikovska","Female",12,11,"SC",2,"Vidzeme"
18,"Aigars","Lavrinovičs","Male",12,11,"SC",2,"Vidzeme"
19,"Mārtiņš","Artiņš","Male",12,11,"SC",2,"Vidzeme"
20,"Tatjana","Rezņika","Female",12,11,"SC",2,"Vidzeme"
21,"Normunds","Vagalis","Male",12,11,"SC",2,"Vidzeme"
22,"Jānis","Priede","Male",12,11,"SC",2,"Vidzeme"
23,"Valdis","Kalniņš","Male",12,11,"SC",2,"Vidzeme"
24,"Fjodors","Maļonkins","Male",12,11,"SC",2,"Vidzeme"
25,"Igors","Žukovs","Male",12,11,"SC",2,"Vidzeme"
26,"Marks","Barkāns","Male",12,11,"SC",2,"Vidzeme"
27,"Raimonds","Bērziņš","Male",12,11,"SC",2,"Vidzeme"
28,"Vadims","Savkovs","Male",12,11,"SC",2,"Vidzeme"
29,"Ziedonis","Apariņš","Male",12,11,"SC",2,"Vidzeme"
1,"Andrejs","Elksniņš","Male",12,11,"SC",3,"Latgale"
2,"Jānis","Tutins","Male",12,11,"SC",3,"Latgale"
3,"Ivans","Ribakovs","Male",12,11,"SC",3,"Latgale"
