"PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName"
4,"Vitālijs","Aizbalts","Male",12,11,"SC",3,"Latgale"
5,"Raimonds","Rubiks","Male",12,11,"SC",3,"Latgale"
6,"Jeļena","Lazareva","Female",12,11,"SC",3,"Latgale"
7,"Aleksandrs","Jakimovs","Male",12,11,"SC",3,"Latgale"
8,"Vladimirs","Nikonovs","Male",12,11,"SC",3,"Latgale"
9,"Marjana","Ivanova-Jevsejeva","Female",12,11,"SC",3,"Latgale"
10,"Oļegs","Hļebņikovs","Male",12,11,"SC",3,"Latgale"
11,"Normunds","Dimitrijevs","Male",12,11,"SC",3,"Latgale"
12,"Aļona","Annišineca","Female",12,11,"SC",3,"Latgale"
13,"Raimonds","Kalvišs","Male",12,11,"SC",3,"Latgale"
14,"Modris","Karpovs","Male",12,11,"SC",3,"Latgale"
15,"Leonids","Cvetkovs","Male",12,11,"SC",3,"Latgale"
16,"Einārs","Jurkevičs","Male",12,11,"SC",3,"Latgale"
17,"Viktors","Jasiņavičs","Male",12,11,"SC",3,"Latgale"
18,"Olga","Belova","Female",12,11,"SC",3,"Latgale"
1,"Valērijs","Agešins","Male",12,11,"SC",4,"Kurzeme"
2,"Raimonds","Rublovskis","Male",12,11,"SC",4,"Kurzeme"
3,"Indulis","Jankovskis","Male",12,11,"SC",4,"Kurzeme"
4,"Aleksejs","Medvedevs","Male",12,11,"SC",4,"Kurzeme"
5,"Romans","Miloslavskis","Male",12,11,"SC",4,"Kurzeme"
6,"Gaļina","Skorobogatova","Female",12,11,"SC",4,"Kurzeme"
7,"Vitalijs","Trusevičs","Male",12,11,"SC",4,"Kurzeme"
8,"Pjotrs","Jevtušenko","Male",12,11,"SC",4,"Kurzeme"
9,"Kristīna","Jablonska","Female",12,11,"SC",4,"Kurzeme"
10,"Vjačeslavs","Stunžāns","Male",12,11,"SC",4,"Kurzeme"
11,"Natalija","Tkačenko","Female",12,11,"SC",4,"Kurzeme"
12,"Gatis","Meiris","Male",12,11,"SC",4,"Kurzeme"
13,"Mihails","Cogla","Male",12,11,"SC",4,"Kurzeme"
14,"Jaroslavs","Dorenskis","Male",12,11,"SC",4,"Kurzeme"
15,"Sergejs","Galaveckis","Male",12,11,"SC",4,"Kurzeme"
16,"Dzintars","Obrickis","Male",12,11,"SC",4,"Kurzeme"
1,"Krišjānis","Peters","Male",12,11,"SC",5,"Zemgale"
2,"Vitālijs","Orlovs","Male",12,11,"SC",5,"Zemgale"
3,"Ivars","Jakovels","Male",12,11,"SC",5,"Zemgale"
4,"Valentīns","Grigorjevs","Male",12,11,"SC",5,"Zemgale"
5,"Nikolajs","Sokols","Male",12,11,"SC",5,"Zemgale"
6,"Zenta","Tretjaka","Female",12,11,"SC",5,"Zemgale"
7,"Iveta","Safranoviča","Female",12,11,"SC",5,"Zemgale"
8,"Andris","Arcimovičs","Male",12,11,"SC",5,"Zemgale"
9,"Sergejs","Pašukovs","Male",12,11,"SC",5,"Zemgale"
10,"Mareks","Žizņevskis","Male",12,11,"SC",5,"Zemgale"
11,"Anatolijs","Misjuks","Male",12,11,"SC",5,"Zemgale"
12,"Raitis","Čekšs","Male",12,11,"SC",5,"Zemgale"
13,"Mihails","Hohlovs","Male",12,11,"SC",5,"Zemgale"
14,"Ruslans","Vrobļevskis","Male",12,11,"SC",5,"Zemgale"
15,"Valerijs","Nikolajevs","Male",12,11,"SC",5,"Zemgale"
16,"Inna","Sakoviča","Female",12,11,"SC",5,"Zemgale"
17,"Irina","Dolgova","Female",12,11,"SC",5,"Zemgale"
1,"Guntis","Belēvičs","Male",12,12,"ZZS",1,"Rīga"
2,"Kārlis","Seržants","Male",12,12,"ZZS",1,"Rīga"
3,"Māris","Kučinskis","Male",12,12,"ZZS",1,"Rīga"
4,"Valdis","Kalnozols","Male",12,12,"ZZS",1,"Rīga"
5,"Edgars","Tavars","Male",12,12,"ZZS",1,"Rīga"
6,"Jānis","Rāzna","Male",12,12,"ZZS",1,"Rīga"
7,"Arvīds","Ulme","Male",12,12,"ZZS",1,"Rīga"
8,"Artūrs","Graudiņš","Male",12,12,"ZZS",1,"Rīga"
9,"Jānis","Stakens","Male",12,12,"ZZS",1,"Rīga"
10,"Reinis","Uzulnieks","Male",12,12,"ZZS",1,"Rīga"
11,"Elita","Kalniņa","Female",12,12,"ZZS",1,"Rīga"
12,"Inga","Gudēviča","Female",12,12,"ZZS",1,"Rīga"
13,"Jānis","Ieviņš","Male",12,12,"ZZS",1,"Rīga"
14,"Jānis","Zīvers","Male",12,12,"ZZS",1,"Rīga"
15,"Māris","Salzirnis","Male",12,12,"ZZS",1,"Rīga"
16,"Baiba","Stabulniece","Female",12,12,"ZZS",1,"Rīga"
17,"Māris","Slokenbergs","Male",12,12,"ZZS",1,"Rīga"
18,"Ģirts","Mazurs","Male",12,12,"ZZS",1,"Rīga"
19,"Gunārs","Binde","Male",12,12,"ZZS",1,"Rīga"
20,"Uldis","Beite","Male",12,12,"ZZS",1,"Rīga"
21,"Kristaps","Treimanis","Male",12,12,"ZZS",1,"Rīga"
22,"Daina","Vasiļevska","Female",12,12,"ZZS",1,"Rīga"
23,"Mārtiņš","Jirgens","Male",12,12,"ZZS",1,"Rīga"
24,"Gints","Briežkalns","Male",12,12,"ZZS",1,"Rīga"
25,"Dace","Rolava","Female",12,12,"ZZS",1,"Rīga"
26,"Jeļena","Malahova","Female",12,12,"ZZS",1,"Rīga"
27,"Renārs","Vītols","Male",12,12,"ZZS",1,"Rīga"
28,"Rolands","Bārenis","Male",12,12,"ZZS",1,"Rīga"
29,"Rihards","Plotka","Male",12,12,"ZZS",1,"Rīga"
30,"Gatis","Dzērve-Tāluts","Male",12,12,"ZZS",1,"Rīga"
31,"Rūta","Bendere","Female",12,12,"ZZS",1,"Rīga"
32,"Andris","Tēraudkalns","Male",12,12,"ZZS",1,"Rīga"
33,"Katrīna","Killa","Female",12,12,"ZZS",1,"Rīga"
34,"Ivars","Bārdiņš","Male",12,12,"ZZS",1,"Rīga"
35,"Askolds","Kļaviņš","Male",12,12,"ZZS",1,"Rīga"
1,"Jānis","Dūklavs","Male",12,12,"ZZS",2,"Vidzeme"
2,"Ingmārs","Līdaka","Male",12,12,"ZZS",2,"Vidzeme"
3,"Andris","Siliņš","Male",12,12,"ZZS",2,"Vidzeme"
4,"Armands","Krauze","Male",12,12,"ZZS",2,"Vidzeme"
5,"Inese","Aizstrauta","Female",12,12,"ZZS",2,"Vidzeme"
6,"Ainārs","Mežulis","Male",12,12,"ZZS",2,"Vidzeme"
7,"Indriķis","Putniņš","Male",12,12,"ZZS",2,"Vidzeme"
8,"Artis","Rasmanis","Male",12,12,"ZZS",2,"Vidzeme"
9,"Vugars","Ecmanis","Male",12,12,"ZZS",2,"Vidzeme"
10,"Arnis","Luhse","Male",12,12,"ZZS",2,"Vidzeme"
11,"Imants","Pastors","Male",12,12,"ZZS",2,"Vidzeme"
12,"Didzis","Zemmers","Male",12,12,"ZZS",2,"Vidzeme"
13,"Aivars","Nalivaiko","Male",12,12,"ZZS",2,"Vidzeme"
14,"Aivars","Straume","Male",12,12,"ZZS",2,"Vidzeme"
15,"Agris","Lungevičs","Male",12,12,"ZZS",2,"Vidzeme"
16,"Jānis","Leitis","Male",12,12,"ZZS",2,"Vidzeme"
17,"Valters","Dambe","Male",12,12,"ZZS",2,"Vidzeme"
18,"Voldemārs","Lūsis","Male",12,12,"ZZS",2,"Vidzeme"
19,"Gatis","Ābele","Male",12,12,"ZZS",2,"Vidzeme"
20,"Inese","Kārkliņa","Female",12,12,"ZZS",2,"Vidzeme"
21,"Inguna","Rožkalne-Žubure","Female",12,12,"ZZS",2,"Vidzeme"
22,"Vita","Pūķe","Female",12,12,"ZZS",2,"Vidzeme"
23,"Uldis","Plūmīte","Male",12,12,"ZZS",2,"Vidzeme"
24,"Māris","Dzelzskalns","Male",12,12,"ZZS",2,"Vidzeme"
25,"Gunārs","Ciglis","Male",12,12,"ZZS",2,"Vidzeme"
26,"Sandra","Rone","Female",12,12,"ZZS",2,"Vidzeme"
27,"Vijārs","Griķis","Male",12,12,"ZZS",2,"Vidzeme"
28,"Andris","Mihaļovs","Male",12,12,"ZZS",2,"Vidzeme"
29,"Ingrīda","Vilkārse","Female",12,12,"ZZS",2,"Vidzeme"
1,"Raimonds","Vējonis","Male",12,12,"ZZS",3,"Latgale"
2,"Rihards","Eigims","Male",12,12,"ZZS",3,"Latgale"
3,"Jānis","Klaužs","Male",12,12,"ZZS",3,"Latgale"
4,"Jānis","Trupovnieks","Male",12,12,"ZZS",3,"Latgale"
5,"Līga","Kozlovska","Female",12,12,"ZZS",3,"Latgale"
6,"Ēvalds","Cauņa","Male",12,12,"ZZS",3,"Latgale"
7,"Andrejs","Panteļējevs","Male",12,12,"ZZS",3,"Latgale"
8,"Staņislavs","Šķesters","Male",12,12,"ZZS",3,"Latgale"
9,"Vitolds","Kudurs","Male",12,12,"ZZS",3,"Latgale"
10,"Pāvels","Melnis","Male",12,12,"ZZS",3,"Latgale"
11,"Arvīds","Raciborskis","Male",12,12,"ZZS",3,"Latgale"
12,"Antija","Vēvere","Female",12,12,"ZZS",3,"Latgale"
13,"Diāna","Upeniece","Female",12,12,"ZZS",3,"Latgale"
14,"Ruta","Grustāne","Female",12,12,"ZZS",3,"Latgale"
15,"Izolde","Stugle","Female",12,12,"ZZS",3,"Latgale"
16,"Kaspars","Rimšs","Male",12,12,"ZZS",3,"Latgale"
17,"Jānis","Golubevs","Male",12,12,"ZZS",3,"Latgale"
18,"Valerijs","Kozlovs","Male",12,12,"ZZS",3,"Latgale"
1,"Dana","Reizniece-Ozola","Female",12,12,"ZZS",4,"Kurzeme"
2,"Aija","Barča","Female",12,12,"ZZS",4,"Kurzeme"
3,"Gundars","Daudze","Male",12,12,"ZZS",4,"Kurzeme"
4,"Mareks","Segliņš","Male",12,12,"ZZS",4,"Kurzeme"
5,"Dainis","Karols","Male",12,12,"ZZS",4,"Kurzeme"
6,"Alfons","Spēks","Male",12,12,"ZZS",4,"Kurzeme"
7,"Jānis","Vucāns","Male",12,12,"ZZS",4,"Kurzeme"
8,"Irēna","Opšteine","Female",12,12,"ZZS",4,"Kurzeme"
9,"Ilze","Kļava","Female",12,12,"ZZS",4,"Kurzeme"
10,"Mārtiņš","Martinsons","Male",12,12,"ZZS",4,"Kurzeme"
11,"Aldis","Slavinskis","Male",12,12,"ZZS",4,"Kurzeme"
12,"Aivars","Rudzroga","Male",12,12,"ZZS",4,"Kurzeme"
13,"Edgars","Putra","Male",12,12,"ZZS",4,"Kurzeme"
14,"Jānis","Megnis","Male",12,12,"ZZS",4,"Kurzeme"
15,"Uldis","Boitmanis","Male",12,12,"ZZS",4,"Kurzeme"
16,"Valdis","Skujiņš","Male",12,12,"ZZS",4,"Kurzeme"
1,"Augusts","Brigmanis","Male",12,12,"ZZS",5,"Zemgale"
2,"Uldis","Augulis","Male",12,12,"ZZS",5,"Zemgale"
3,"Andris","Bērziņš","Male",12,12,"ZZS",5,"Zemgale"
4,"Raimonds","Bergmanis","Male",12,12,"ZZS",5,"Zemgale"
5,"Juris","Vectirāns","Male",12,12,"ZZS",5,"Zemgale"
6,"Vilnis","Veinbergs","Male",12,12,"ZZS",5,"Zemgale"
7,"Dagnija","Staķe","Female",12,12,"ZZS",5,"Zemgale"
8,"Inga","Štāle","Female",12,12,"ZZS",5,"Zemgale"
9,"Aivars","Dronka","Male",12,12,"ZZS",5,"Zemgale"
10,"Mārtiņš","Ruža","Male",12,12,"ZZS",5,"Zemgale"
11,"Ilona","Virza-Zariņa","Female",12,12,"ZZS",5,"Zemgale"
12,"Ēriks","Zaporožecs","Male",12,12,"ZZS",5,"Zemgale"
13,"Guntis","Kalniņš","Male",12,12,"ZZS",5,"Zemgale"
14,"Elita","Keiša","Female",12,12,"ZZS",5,"Zemgale"
15,"Jānis","Blūzmanis","Male",12,12,"ZZS",5,"Zemgale"
16,"Alīda","Vāne","Female",12,12,"ZZS",5,"Zemgale"
17,"Liene","Rulle","Female",12,12,"ZZS",5,"Zemgale"
1,"Inguna","Sudraba","Female",12,13,"No sirds Latvijai",1,"Rīga"
2,"Andris","Priekulis","Male",12,13,"No sirds Latvijai",1,"Rīga"
3,"Romāns","Mežeckis","Male",12,13,"No sirds Latvijai",1,"Rīga"
4,"Dace","Nulle","Female",12,13,"No sirds Latvijai",1,"Rīga"
5,"Valdis","Lauskis","Male",12,13,"No sirds Latvijai",1,"Rīga"
6,"Valters","Bolēvics","Male",12,13,"No sirds Latvijai",1,"Rīga"
7,"Inna","Laizāne","Female",12,13,"No sirds Latvijai",1,"Rīga"
8,"Andrejs","Krasņikovs","Male",12,13,"No sirds Latvijai",1,"Rīga"
9,"Tālis","Laizāns","Male",12,13,"No sirds Latvijai",1,"Rīga"
10,"Daina","Medne","Female",12,13,"No sirds Latvijai",1,"Rīga"
11,"Inguna","Kalniņa","Female",12,13,"No sirds Latvijai",1,"Rīga"
12,"Ēriks","Treļs","Male",12,13,"No sirds Latvijai",1,"Rīga"
13,"Sergejs","Parvatkins","Male",12,13,"No sirds Latvijai",1,"Rīga"
14,"Sandra","Bāliņa","Female",12,13,"No sirds Latvijai",1,"Rīga"
15,"Heino","Spulģis","Male",12,13,"No sirds Latvijai",1,"Rīga"
16,"Daina","Verveiko","Female",12,13,"No sirds Latvijai",1,"Rīga"
17,"Jānis","Liberts","Male",12,13,"No sirds Latvijai",1,"Rīga"
18,"Jekaterīna","Pavlova","Female",12,13,"No sirds Latvijai",1,"Rīga"
19,"Mārtiņš","Smilga","Male",12,13,"No sirds Latvijai",1,"Rīga"
20,"Vladimirs","Zvonarevs","Male",12,13,"No sirds Latvijai",1,"Rīga"
21,"Jānis","Grigalis","Male",12,13,"No sirds Latvijai",1,"Rīga"
22,"Marita","Eisaka","Female",12,13,"No sirds Latvijai",1,"Rīga"
23,"Andrejs","Jirgensons","Male",12,13,"No sirds Latvijai",1,"Rīga"
24,"Roksana","Rudeviča","Female",12,13,"No sirds Latvijai",1,"Rīga"
25,"Tamāra","Brice","Female",12,13,"No sirds Latvijai",1,"Rīga"
26,"Vladimirs","Rusanovs","Male",12,13,"No sirds Latvijai",1,"Rīga"
27,"Artūrs","Žalostibs","Male",12,13,"No sirds Latvijai",1,"Rīga"
28,"Baiba","Reitere","Female",12,13,"No sirds Latvijai",1,"Rīga"
29,"Jānis","Zalcmanis","Male",12,13,"No sirds Latvijai",1,"Rīga"
30,"Nelli","Kutukova","Female",12,13,"No sirds Latvijai",1,"Rīga"
31,"Aleksejs","Trigubjuks","Male",12,13,"No sirds Latvijai",1,"Rīga"
32,"Silva","Lazda-Poikāne","Female",12,13,"No sirds Latvijai",1,"Rīga"
33,"Rihards","Fridbergs","Male",12,13,"No sirds Latvijai",1,"Rīga"
1,"Gunārs","Kūtris","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
2,"Ineta","Stabulniece","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
3,"Liene","Cipule","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
4,"Arvīds","Platpers","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
5,"Guntars","Viziņš","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
6,"Guntars","Dārznieks","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
7,"Jānis","Garbovskis","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
8,"Māris","Jurušs","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
9,"Guntars","Driņķis","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
10,"Oskars","Lūsis","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
11,"Iveta","Ozoliņa","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
12,"Normunds","Tukišs","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
13,"Jautrīte","Ašurova","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
14,"Inese","Straume","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
15,"Valters","Rotkājs","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
16,"Modra","Vilkauša","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
17,"Juris","Kajaks","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
18,"Gints","Kragliks","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
19,"Igors","Tračums","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
20,"Marks","Lomonosovs","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
21,"Ineta","Kona","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
22,"Tahirs","Sīmanis","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
23,"Silvija","Saviča","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
24,"Klāvs","Miezis","Male",12,13,"No sirds Latvijai",2,"Vidzeme"
25,"Margarita","Laicāne","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
26,"Inguna","Pelše","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
27,"Inese","Pivare","Female",12,13,"No sirds Latvijai",2,"Vidzeme"
1,"Silvija","Šimfa","Female",12,13,"No sirds Latvijai",3,"Latgale"
2,"Anita","Petrova","Female",12,13,"No sirds Latvijai",3,"Latgale"
3,"Valentīna","Šabuņeviča","Female",12,13,"No sirds Latvijai",3,"Latgale"
4,"Skaidrīte","Grigale","Female",12,13,"No sirds Latvijai",3,"Latgale"
5,"Raimonds","Nipers","Male",12,13,"No sirds Latvijai",3,"Latgale"
6,"Anžela","Dubovska","Female",12,13,"No sirds Latvijai",3,"Latgale"
7,"Anatolijs","Romaņuks","Male",12,13,"No sirds Latvijai",3,"Latgale"
8,"Jānis","Dārziņš","Male",12,13,"No sirds Latvijai",3,"Latgale"
9,"Valentīna","Lazovska","Female",12,13,"No sirds Latvijai",3,"Latgale"
10,"Romualds","Maculevičs","Male",12,13,"No sirds Latvijai",3,"Latgale"
11,"Natālija","Tautkusa","Female",12,13,"No sirds Latvijai",3,"Latgale"
12,"Vera","Doreiko-Sinkeviča","Female",12,13,"No sirds Latvijai",3,"Latgale"
13,"Eduards","Grubevičs","Male",12,13,"No sirds Latvijai",3,"Latgale"
14,"Andrejs","Kitovs","Male",12,13,"No sirds Latvijai",3,"Latgale"
15,"Ilgvars","Ugars","Male",12,13,"No sirds Latvijai",3,"Latgale"
16,"Leonīds","Kaļiņins","Male",12,13,"No sirds Latvijai",3,"Latgale"
1,"Ringolds","Balodis","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
2,"Daiga","Kalniņa","Female",12,13,"No sirds Latvijai",4,"Kurzeme"
3,"Guntis","Rolis","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
4,"Māris","Nagla","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
5,"Natālija","Magazeina","Female",12,13,"No sirds Latvijai",4,"Kurzeme"
6,"Jānis","Neimanis","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
7,"Pēteris","Kolāts","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
8,"Juris","Jaunzems","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
9,"Iveta","Tumaščika","Female",12,13,"No sirds Latvijai",4,"Kurzeme"
10,"Daiga","Zipeva-Biumane","Female",12,13,"No sirds Latvijai",4,"Kurzeme"
11,"Sandis","Bārdiņš","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
12,"Jānis","Veips","Male",12,13,"No sirds Latvijai",4,"Kurzeme"
13,"Inese","Lagzdiņa","Female",12,13,"No sirds Latvijai",4,"Kurzeme"
1,"Aivars","Meija","Male",12,13,"No sirds Latvijai",5,"Zemgale"
2,"Diāna","Novicka","Female",12,13,"No sirds Latvijai",5,"Zemgale"
3,"Inese","Vārslavāne","Female",12,13,"No sirds Latvijai",5,"Zemgale"
4,"Ivars","Falks","Male",12,13,"No sirds Latvijai",5,"Zemgale"
5,"Edmunds","Pētersons","Male",12,13,"No sirds Latvijai",5,"Zemgale"
6,"Viktors","Lelis","Male",12,13,"No sirds Latvijai",5,"Zemgale"
7,"Aivars","Saulītis","Male",12,13,"No sirds Latvijai",5,"Zemgale"
8,"Jānis","Kurpnieks","Male",12,13,"No sirds Latvijai",5,"Zemgale"
9,"Ivars","Amoliņš","Male",12,13,"No sirds Latvijai",5,"Zemgale"
10,"Juris","Razživins","Male",12,13,"No sirds Latvijai",5,"Zemgale"
11,"Indulis","Skudra","Male",12,13,"No sirds Latvijai",5,"Zemgale"
12,"Dace","Kaminska","Female",12,13,"No sirds Latvijai",5,"Zemgale"
13,"Ivars","Krusts","Male",12,13,"No sirds Latvijai",5,"Zemgale"
14,"Agris","Meirēns","Male",12,13,"No sirds Latvijai",5,"Zemgale"
15,"Liāna","Ulmane","Female",12,13,"No sirds Latvijai",5,"Zemgale"
16,"Iveta","Žvagiņa","Female",12,13,"No sirds Latvijai",5,"Zemgale"
