PostNum,PreNum,CandidateName,CandidateSurname,Sex,Saeima,PartyNum,PartyAbbr,DistrNum,DistrName,BallotsForParty,Pluses,Minuses,Points,Result
9,16,Tatjana,Beļikova,Female,9,2,SC,4,Kurzeme,6386,607,157,6836,""
10,7,Sergejs,Simčaks,Male,9,2,SC,4,Kurzeme,6386,605,162,6829,""
11,11,Sergejs,Bratkovs,Male,9,2,SC,4,Kurzeme,6386,583,153,6816,""
12,9,Mihails,Zemļinskis,Male,9,2,SC,4,Kurzeme,6386,589,162,6813,""
13,15,Sergejs,Dikterjovs,Male,9,2,SC,4,Kurzeme,6386,597,174,6809,""
14,10,Juris,Barkanovs,Male,9,2,SC,4,Kurzeme,6386,555,175,6766,""
15,17,Ilmars,Lešinskis,Male,9,2,SC,4,Kurzeme,6386,536,158,6764,""
16,14,Jānis,Lapinskis,Male,9,2,SC,4,Kurzeme,6386,435,157,6664,""
17,6,Aivars,Saliņš,Male,9,2,SC,4,Kurzeme,6386,455,202,6639,""
1,3,Artūrs,Rubiks,Male,9,2,SC,5,Zemgale,6909,1794,127,8576,"ievēlēts Rīgas apgabalā"
2,1,Vitālijs,Orlovs,Male,9,2,SC,5,Zemgale,6909,1780,114,8575,ievēlēts
3,4,Nikolajs,Zaharovs,Male,9,2,SC,5,Zemgale,6909,715,103,7521,""
4,7,Juris,Silovs,Male,9,2,SC,5,Zemgale,6909,660,100,7469,""
5,6,Broņislavs,Ivanovskis,Male,9,2,SC,5,Zemgale,6909,682,133,7458,""
6,11,Mihails,Zemļinskis,Male,9,2,SC,5,Zemgale,6909,620,104,7425,""
7,2,Anita,Jākobsone,Female,9,2,SC,5,Zemgale,6909,596,128,7377,""
8,17,Anatolijs,Iļjins,Male,9,2,SC,5,Zemgale,6909,550,98,7361,""
9,5,Orlando,Rozens,Male,9,2,SC,5,Zemgale,6909,463,121,7251,""
10,9,Kārlis,Plūmiņš,Male,9,2,SC,5,Zemgale,6909,456,115,7250,""
11,10,Eduards,Svatkovs,Male,9,2,SC,5,Zemgale,6909,437,114,7232,""
12,13,Māris,Kalve,Male,9,2,SC,5,Zemgale,6909,436,113,7232,""
13,15,Ainārs,Galviņš,Male,9,2,SC,5,Zemgale,6909,410,119,7200,""
14,18,Aivars,Dātavs,Male,9,2,SC,5,Zemgale,6909,376,125,7160,""
15,8,Jānis,Žauna,Male,9,2,SC,5,Zemgale,6909,374,124,7159,""
16,14,Gunta,Šagbazjana,Female,9,2,SC,5,Zemgale,6909,381,131,7159,""
17,12,Līga,Lapinska,Female,9,2,SC,5,Zemgale,6909,408,179,7138,""
18,16,Edmunds,Karaļuns,Male,9,2,SC,5,Zemgale,6909,352,127,7134,""
1,1,Viktors,Kalnbērzs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,3196,132,12110,""
2,3,Sergejs,Žuravļovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,2644,198,11492,""
3,2,Vadims,Putins,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,1454,179,10321,""
4,17,Jānis,Misa,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,960,144,9862,""
5,4,Anatolijs,Romaņuks,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,915,172,9789,""
6,31,Jānis,Kuzins,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,875,167,9754,""
7,7,Aleksejs,Ivanovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,796,150,9692,""
8,6,Mihails,Gavrilovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,807,170,9683,""
9,32,Marika,Žuravļova,Female,9,3,"Apvienība Dzimtene",1,Rīga,9046,868,231,9683,""
10,20,Jānis,Ločmelis,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,781,153,9674,""
11,16,Modris,Lujāns,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,793,173,9666,""
12,13,Vera,Zozuļa,Female,9,3,"Apvienība Dzimtene",1,Rīga,9046,768,166,9648,""
13,5,Rafi,Haradžanjans,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,756,201,9601,""
14,9,Viktors,Svirčenkovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,693,152,9587,""
15,30,Arkādijs,Karijevs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,735,197,9584,""
16,19,Igors,Solovjovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,657,144,9559,""
17,24,Aleksandrs,Bogdanovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,647,141,9552,""
18,18,Normunds,Rudevičs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,634,159,9521,""
19,12,Juris,Silovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,629,155,9520,""
20,10,Viktors,Zujevs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,625,154,9517,""
21,29,Tatjana,Matvejeva,Female,9,3,"Apvienība Dzimtene",1,Rīga,9046,615,151,9510,""
22,25,Oļegs,Dubrovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,608,147,9507,""
23,14,Afanasijs,Kuzmins,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,621,164,9503,""
24,27,Jurijs,Golovaņovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,592,146,9492,""
25,8,Gunārs,Katkevičs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,604,166,9484,""
26,21,Vladlens,Serkovs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,580,144,9482,""
27,11,Ruslans,Lugovskis,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,594,173,9467,""
28,15,Nikolajs,Jaružnijs,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,560,160,9446,""
29,23,Pāvels,Tjurins,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,540,145,9441,""
30,28,Anfisa,Jakovļeva,Female,9,3,"Apvienība Dzimtene",1,Rīga,9046,530,146,9430,""
31,26,Aleksandrs,Lētiņš,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,523,151,9418,""
32,22,Ernests,Buivids,Male,9,3,"Apvienība Dzimtene",1,Rīga,9046,512,153,9405,""
1,2,Viktors,Kalnbērzs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,821,100,3819,""
2,1,Vadims,Putins,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,568,108,3558,""
3,3,Aina,Žuravļova,Female,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,404,111,3391,""
4,15,Vladimirs,Gasperovičs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,353,92,3359,""
5,28,Marika,Žuravļova,Female,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,317,105,3310,""
6,19,Tahirs,Sīmanis,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,298,87,3309,""
7,4,Jānis,Ločmelis,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,298,106,3290,""
8,29,Jānis,Kuzins,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,293,105,3286,""
9,6,Vera,Zozuļa,Female,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,263,103,3258,""
10,7,Afanasijs,Kuzmins,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,261,105,3254,""
11,14,Jānis,Misa,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,253,102,3249,""
12,5,Viktors,Svirčenkovs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,237,100,3235,""
13,8,Juris,Silovs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,231,104,3225,""
14,18,Jānis,Bojārs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,229,104,3223,""
15,25,Viktors,Birjukovs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,225,101,3222,""
16,27,Igors,Solovjovs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,226,102,3222,""
17,11,Gaļina,Bezdeņežniha,Female,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,216,98,3216,""
18,20,Andrejs,Bessoļcevs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,200,96,3202,""
19,13,Normunds,Ozoliņš,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,204,104,3198,""
20,17,Māris,Jansons,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,199,100,3197,""
21,21,Peresvets,Bezdeņežnihs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,202,106,3194,""
22,24,Ivans,Gusevs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,194,100,3192,""
23,16,Dmitrijs,Kancevičs,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,193,100,3191,""
24,10,Vlada,Dubrovska,Female,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,196,104,3190,""
25,12,Edgars,Ozoliņš,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,196,112,3182,""
26,9,Uldis,Ansons,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,193,111,3180,""
27,23,Frīdis,Dimiņš,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,184,104,3178,""
28,26,Jurijs,Spigins,Male,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,179,99,3178,""
29,22,"Astrīda Tamāra",Gromova,Female,9,3,"Apvienība Dzimtene",2,Vidzeme,3098,180,101,3177,""
1,3,Grigorijs,Ņemcovs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,1242,243,5393,""
2,19,Sergejs,Žuravļovs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,735,95,5034,""
3,1,Anfisa,Jakovļeva,Female,9,3,"Apvienība Dzimtene",3,Latgale,4394,767,135,5026,""
4,17,Viktors,Kalnbērzs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,691,102,4983,""
5,5,Ina,Kirņičanska,Female,9,3,"Apvienība Dzimtene",3,Latgale,4394,586,129,4851,""
6,6,Juris,Silovs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,504,143,4755,""
7,18,Vadims,Putins,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,453,120,4727,""
8,9,Tatjana,Matvejeva,Female,9,3,"Apvienība Dzimtene",3,Latgale,4394,398,119,4673,""
9,2,Aleksejs,Ivanovs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,387,121,4660,""
10,4,Nikolajs,Vladimirovs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,390,124,4660,""
11,7,Anatolijs,Ribkins,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,383,133,4644,""
12,16,Mihails,Gavrilovs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,348,107,4635,""
13,15,Irina,Medvedeva,Female,9,3,"Apvienība Dzimtene",3,Latgale,4394,337,118,4613,""
14,11,Valerijs,Brokāns,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,337,122,4609,""
15,8,Anatolijs,Romaņuks,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,318,129,4583,""
16,12,Aleksandrs,Sedihs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,299,117,4576,""
17,13,Žanna,Vanaga,Female,9,3,"Apvienība Dzimtene",3,Latgale,4394,309,143,4560,""
18,14,Normunds,Rudevičs,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,302,146,4550,""
19,10,Raimonds,Vitānis,Male,9,3,"Apvienība Dzimtene",3,Latgale,4394,268,136,4526,""
1,2,Viktors,Kalnbērzs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,66,9,336,""
2,16,Sergejs,Žuravļovs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,41,14,306,""
3,17,Vadims,Putins,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,32,12,299,""
4,1,Jānis,Misa,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,28,10,297,""
5,13,Normunds,Rudevičs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,30,13,296,""
6,11,Jānis,Bojārs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,26,13,292,""
7,12,Indra,Balode,Female,9,3,"Apvienība Dzimtene",4,Kurzeme,279,25,12,292,""
8,7,Anatolijs,Romaņuks,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,26,14,291,""
9,9,Artūrs,Šenbrūns,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,25,13,291,""
10,3,Aleksandrs,Bērzkalns,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,24,14,289,""
11,15,Deniss,Čerņikovs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,26,16,289,""
12,14,Afanasijs,Kuzmins,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,19,14,284,""
13,5,Rafi,Haradžanjans,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,16,16,279,""
14,8,Uldis,Ansons,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,15,15,279,""
15,10,Juris,Silovs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,15,15,279,""
16,4,Genadijs,Pritkovs,Male,9,3,"Apvienība Dzimtene",4,Kurzeme,279,14,15,278,""
17,6,Edīte,Bezdelīga,Female,9,3,"Apvienība Dzimtene",4,Kurzeme,279,16,17,278,""
1,16,Sergejs,Žuravļovs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,624,62,2605,""
2,17,Viktors,Kalnbērzs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,553,38,2558,""
3,15,Vadims,Putins,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,335,56,2322,""
4,2,Igors,Šturms,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,284,61,2266,""
5,5,Arkādijs,Karijevs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,250,49,2244,""
6,1,Jānis,Kuzins,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,258,61,2240,""
7,10,Anatolijs,Romaņuks,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,236,45,2234,""
8,11,Sergejs,Jegorovs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,207,46,2204,""
9,3,Modris,Lujāns,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,213,64,2192,""
10,18,Aleksandrs,Bērzkalns,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,179,41,2181,""
11,7,Normunds,Rudevičs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,184,52,2175,""
12,12,Genadijs,Ivankins,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,171,49,2165,""
13,13,Pāvels,Tjurins,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,168,46,2165,""
14,9,Edgars,Namiķis,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,171,53,2161,""
15,14,Jevgeņijs,Rozumnijs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,167,50,2160,""
16,4,Elvīra,Elksne,Female,9,3,"Apvienība Dzimtene",5,Zemgale,2043,170,54,2159,""
17,6,Gunārs,Katkevičs,Male,9,3,"Apvienība Dzimtene",5,Zemgale,2043,156,49,2150,""
18,8,Larisa,Brokāne,Female,9,3,"Apvienība Dzimtene",5,Zemgale,2043,159,53,2149,""
1,1,Raivis,Dzintars,Male,9,4,"Visu Latvijai!",1,Rīga,3348,1386,27,4707,""
2,5,Vilens,Tolpežņikovs,Male,9,4,"Visu Latvijai!",1,Rīga,3348,517,65,3800,""
3,4,Imants,Parādnieks,Male,9,4,"Visu Latvijai!",1,Rīga,3348,452,39,3761,""
4,9,Baiba,Šāberte,Female,9,4,"Visu Latvijai!",1,Rīga,3348,300,68,3580,""
5,2,Dmitrijs,Mironovs,Male,9,4,"Visu Latvijai!",1,Rīga,3348,293,90,3551,""
6,3,Anta,Rudzīte,Female,9,4,"Visu Latvijai!",1,Rīga,3348,243,66,3525,""
7,10,Romāns,Pussars,Male,9,4,"Visu Latvijai!",1,Rīga,3348,246,76,3518,""
8,13,Jānis,Iesalnieks,Male,9,4,"Visu Latvijai!",1,Rīga,3348,202,34,3516,""
9,8,Artis,Kumsārs,Male,9,4,"Visu Latvijai!",1,Rīga,3348,189,41,3496,""
10,7,Arnis,Puksts,Male,9,4,"Visu Latvijai!",1,Rīga,3348,163,35,3476,""
11,17,Oskars,Bērziņš,Male,9,4,"Visu Latvijai!",1,Rīga,3348,135,36,3447,""
12,16,Raivis,Blumfelds,Male,9,4,"Visu Latvijai!",1,Rīga,3348,119,37,3430,""
13,11,Jānis,Ratkevičs,Male,9,4,"Visu Latvijai!",1,Rīga,3348,114,36,3426,""
14,14,Oskars,Līvmanis,Male,9,4,"Visu Latvijai!",1,Rīga,3348,105,36,3417,""
15,23,Daina,Kalēja,Female,9,4,"Visu Latvijai!",1,Rīga,3348,108,39,3417,""
16,25,Baiba,Miltiņa,Female,9,4,"Visu Latvijai!",1,Rīga,3348,106,40,3414,""
17,29,Arnis,Neretnieks,Male,9,4,"Visu Latvijai!",1,Rīga,3348,93,31,3410,""
18,18,Inese,Bērziņa,Female,9,4,"Visu Latvijai!",1,Rīga,3348,99,39,3408,""
19,15,Zigurds,Sviķis,Male,9,4,"Visu Latvijai!",1,Rīga,3348,93,37,3404,""
20,22,Juris,Bušs,Male,9,4,"Visu Latvijai!",1,Rīga,3348,95,39,3404,""
21,6,Aivars,Jakovičs,Male,9,4,"Visu Latvijai!",1,Rīga,3348,108,58,3398,""
22,12,Valda,Puiše,Female,9,4,"Visu Latvijai!",1,Rīga,3348,92,45,3395,""
23,24,Aleksandrs,Caune,Male,9,4,"Visu Latvijai!",1,Rīga,3348,94,47,3395,""
24,21,"Voldemārs Kārlis",Markuss,Male,9,4,"Visu Latvijai!",1,Rīga,3348,90,45,3393,""
25,28,Uldis,Sterģis,Male,9,4,"Visu Latvijai!",1,Rīga,3348,81,36,3393,""
