"","PostNum","PreNum","CandidateName","CandidateSurname","Sex","Saeima","PartyNum","PartyAbbr","DistrNum","DistrName","BallotsForParty","Pluses","Minuses","Points","Result"
"217",19,8,"Ignats","Ķemzāns","Male",6,3,"Maznodrošināto apvienība",1,"Rīga",2241,92,78,2255," "
"218",20,21,"Aleksandrs","Gavrilovs","Male",6,3,"Maznodrošināto apvienība",1,"Rīga",2241,89,87,2243," "
"219",21,10,"Dzintra","Četreboka","Female",6,3,"Maznodrošināto apvienība",1,"Rīga",2241,101,108,2234," "
"220",1,1,"Baiba","Pelse","Female",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,404,55,3145," "
"221",2,4,"Imants","Gronskis","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,194,56,2934," "
"222",3,2,"Vladimirs","Konovalovs","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,192,71,2917," "
"223",4,3,"Mārtiņš","Neibults-Miebolts","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,181,61,2916," "
"224",5,5,"Jānis","Kalnačs","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,132,54,2874," "
"225",6,13,"Vladislavs","Locāns","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,115,61,2850," "
"226",7,19,"Staņislavs","Vaivods","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,120,66,2850," "
"227",8,11,"Ārija","Ruduse","Female",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,116,66,2846," "
"228",9,16,"Artūrs","Apinis","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,104,54,2846," "
"229",10,9,"Ignats","Ķemzāns","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,114,65,2845," "
"230",11,15,"Juris","Rieksts","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,104,60,2840," "
"231",12,6,"Arvīds","Kļavinskis","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,103,61,2838," "
"232",13,7,"Kārlis","Dravants","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,100,63,2833," "
"233",14,8,"Igors","Vītols","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,95,64,2827," "
"234",15,10,"Zigurds","Pikmanis","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,91,61,2826," "
"235",16,14,"Uldis","Dance","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,89,62,2823," "
"236",17,20,"Alfrēds","Zilgalvis","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,86,61,2821," "
"237",18,17,"Margarita","Vidze","Female",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,86,62,2820," "
"238",19,21,"Ēriks","Krūklis","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,82,61,2817," "
"239",20,22,"Jānis","Džigurs","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,86,66,2816," "
"240",21,18,"Mārtiņš","Raudevs","Male",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,81,63,2814," "
"241",22,12,"Zinaida","Kozure","Female",6,3,"Maznodrošināto apvienība",2,"Vidzeme",2796,75,73,2798," "
"242",1,1,"Vladimirs","Konovalovs","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,313,44,2026," "
"243",2,2,"Baiba","Pelse","Female",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,204,53,1908," "
"244",3,3,"Arvīds","Kļavinskis","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,150,66,1841," "
"245",4,7,"Staņislavs","Vaivods","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,148,65,1840," "
"246",5,6,"Jānis","Aprups","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,142,75,1824," "
"247",6,9,"Fricis Arvīds","Lasis","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,137,74,1820," "
"248",7,15,"Valentīna","Vigupe","Female",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,115,57,1815," "
"249",8,5,"Imants","Gronskis","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,115,60,1812," "
"250",9,4,"Mārtiņš","Neibults-Miebolts","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,117,65,1809," "
"251",10,11,"Regīna","Sakoviča","Female",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,118,73,1802," "
"252",11,10,"Ārija","Ruduse","Female",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,110,74,1793," "
"253",12,8,"Ignats","Ķemzāns","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,97,69,1785," "
"254",13,12,"Jānis","Kalnačs","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,92,70,1779," "
"255",14,13,"Vladislavs","Locāns","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,87,69,1775," "
"256",15,14,"Zigurds","Pikmanis","Male",6,3,"Maznodrošināto apvienība",3,"Latgale",1757,84,68,1773," "
"257",1,11,"Baiba","Pelse","Female",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,177,24,1263," "
"258",2,1,"Zigurds","Pikmanis","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,119,29,1200," "
"259",3,3,"Imants","Gronskis","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,118,28,1200," "
"260",4,4,"Andris","Rudovics","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,97,30,1177," "
"261",5,2,"Mārtiņš","Neibults-Miebolts","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,85,31,1164," "
"262",6,5,"Vladimirs","Konovalovs","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,83,34,1159," "
"263",7,9,"Andris","Ziemeļnieks","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,64,26,1148," "
"264",8,8,"Guntars","Jirgensons","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,61,26,1145," "
"265",9,6,"Igors","Vītols","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,67,33,1144," "
"266",10,7,"Ojārs","Petrēvics","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,64,31,1143," "
"267",11,10,"Aivars Mārtiņš","Harjo","Male",6,3,"Maznodrošināto apvienība",4,"Kurzeme",1110,57,30,1137," "
"268",1,1,"Imants","Gronskis","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,290,33,1821," "
"269",2,2,"Baiba","Pelse","Female",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,248,35,1777," "
"270",3,5,"Laimons","Kalnieris","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,138,47,1655," "
"271",4,13,"Aija","Žagare","Female",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,111,46,1629," "
"272",5,3,"Mārtiņš","Neibults-Miebolts","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,111,48,1627," "
"273",6,6,"Aina","Verze","Female",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,106,49,1621," "
"274",7,7,"Margarita","Vidze","Female",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,107,51,1620," "
"275",8,10,"Vladimirs","Konovalovs","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,115,64,1615," "
"276",9,4,"Arvīds","Kļavinskis","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,77,45,1596," "
"277",10,8,"Artūrs","Apinis","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,81,50,1595," "
"278",11,9,"Andris","Ziemeļnieks","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,72,48,1588," "
"279",12,12,"Zigurds","Pikmanis","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,66,50,1580," "
"280",13,14,"Ēriks","Krūklis","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,61,46,1579," "
"281",14,15,"Alfons Oskars","Jansons","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,48,39,1573," "
"282",15,11,"Jānis","Lopatins","Male",6,3,"Maznodrošināto apvienība",5,"Zemgale",1564,74,78,1560," "
"283",1,2,"Viktors","Kalnbērzs","Male",6,4,"Vienības partija",1,"Rīga",9552,2682,158,12076,"ievēlēts Latgales apgabalā"
"284",2,1,"Gundars","Valdmanis","Male",6,4,"Vienības partija",1,"Rīga",9552,982,239,10295,"ievēlēts"
"285",3,9,"Viesturs","Gredzens","Male",6,4,"Vienības partija",1,"Rīga",9552,777,227,10102,"ievēlēts Vidzemes apgabalā"
"286",4,4,"Visvaldis","Mucenieks","Male",6,4,"Vienības partija",1,"Rīga",9552,695,250,9997," "
"287",5,12,"Juris","Bergmanis","Male",6,4,"Vienības partija",1,"Rīga",9552,622,224,9950," "
"288",6,5,"Jānis","Čudars","Male",6,4,"Vienības partija",1,"Rīga",9552,615,246,9921," "
"289",7,8,"Aivars","Siliņš","Male",6,4,"Vienības partija",1,"Rīga",9552,602,234,9920," "
"290",8,7,"Aivars","Saliņš","Male",6,4,"Vienības partija",1,"Rīga",9552,589,244,9897," "
"291",9,3,"Voldemārs","Jaronis","Male",6,4,"Vienības partija",1,"Rīga",9552,621,279,9894," "
"292",10,10,"Raimonds","Puksts","Male",6,4,"Vienības partija",1,"Rīga",9552,568,238,9882," "
"293",11,6,"Valda","Kļaviņa","Female",6,4,"Vienības partija",1,"Rīga",9552,591,287,9856," "
"294",12,11,"Ralfs","Sviriņš","Male",6,4,"Vienības partija",1,"Rīga",9552,508,255,9805," "
"295",13,13,"Heino","Jankovskis","Male",6,4,"Vienības partija",1,"Rīga",9552,513,269,9796,""
"296",1,4,"Viesturs","Gredzens","Male",6,4,"Vienības partija",2,"Vidzeme",24337,3961,283,27735,"ievēlēts"
"297",2,7,"Raitis","Apalups","Male",6,4,"Vienības partija",2,"Vidzeme",24337,2401,368,26370,"ievēlēts"
"298",3,2,"Roberts","Dilba","Male",6,4,"Vienības partija",2,"Vidzeme",24337,2351,353,26335,"ievēlēts"
"299",4,1,"Gatis","Zariņš","Male",6,4,"Vienības partija",2,"Vidzeme",24337,2167,398,26106," "
"300",5,13,"Jānis","Jurašs","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1986,322,26001," "
"301",6,5,"Antons","Kažemaks","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1860,375,25822," "
"302",7,14,"Mētra","Kalniņa","Female",6,4,"Vienības partija",2,"Vidzeme",24337,1866,484,25719," "
"303",8,3,"Edvīns","Ķelpis","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1712,340,25709," "
"304",9,9,"Jānis","Pīgoznis","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1689,371,25655," "
"305",10,10,"Andris","Lacbergs","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1465,328,25474," "
"306",11,12,"Ēriks","Amoliņš","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1508,378,25467," "
"307",12,6,"Edīte","Kupča","Female",6,4,"Vienības partija",2,"Vidzeme",24337,1523,431,25429," "
"308",13,11,"Lilita","Dravniece","Female",6,4,"Vienības partija",2,"Vidzeme",24337,1402,449,25290," "
"309",14,8,"Harijs","Trinkūns","Male",6,4,"Vienības partija",2,"Vidzeme",24337,1136,386,25087," "
"310",1,2,"Viktors","Kalnbērzs","Male",6,4,"Vienības partija",3,"Latgale",14417,2176,382,16211,"ievēlēts"
"311",2,1,"Anatolijs","Tučs","Male",6,4,"Vienības partija",3,"Latgale",14417,2071,452,16036,"ievēlēts"
"312",3,3,"Ādolfs","Ločmelis","Male",6,4,"Vienības partija",3,"Latgale",14417,1537,455,15499,""
"313",4,11,"Broņislavs","Brakovskis","Male",6,4,"Vienības partija",3,"Latgale",14417,1433,489,15361," "
"314",5,9,"Boļeslavs","Laganovskis","Male",6,4,"Vienības partija",3,"Latgale",14417,1366,499,15284," "
"315",6,8,"Broņislavs","Laizāns","Male",6,4,"Vienības partija",3,"Latgale",14417,1375,564,15228," "
"316",7,4,"Regīna","Darapoļska","Female",6,4,"Vienības partija",3,"Latgale",14417,1451,709,15159," "
"317",8,7,"Regīna","Brokāne","Female",6,4,"Vienības partija",3,"Latgale",14417,1226,682,14961," "
"318",9,6,"Eduards","Matisāns","Male",6,4,"Vienības partija",3,"Latgale",14417,997,478,14936," "
"319",10,5,"Vilis","Kuzmins","Male",6,4,"Vienības partija",3,"Latgale",14417,1134,739,14812," "
"320",11,10,"Dzintars","Meščanovs","Male",6,4,"Vienības partija",3,"Latgale",14417,967,808,14576," "
"321",1,1,"Jānis","Rubulis","Male",6,4,"Vienības partija",4,"Kurzeme",8929,2303,75,11157,"ievēlēts Zemgales apgabalā"
"322",2,9,"Edgars","Bāns","Male",6,4,"Vienības partija",4,"Kurzeme",8929,1162,91,10000,"ievēlēts"
"323",3,7,"Māris","Ikaunieks","Male",6,4,"Vienības partija",4,"Kurzeme",8929,874,94,9709," "
"324",4,5,"Edgars","Stonis","Male",6,4,"Vienības partija",4,"Kurzeme",8929,878,126,9681," "
"325",5,8,"Jānis","Muižnieks","Male",6,4,"Vienības partija",4,"Kurzeme",8929,893,173,9649," "
"326",6,3,"Aivars","Kļaviņš","Male",6,4,"Vienības partija",4,"Kurzeme",8929,782,119,9592," "
"327",7,2,"Gundars","Valdmanis","Male",6,4,"Vienības partija",4,"Kurzeme",8929,720,117,9532,"ievēlēts Rīgas apgabalā"
"328",8,4,"Eižens","Počs","Male",6,4,"Vienības partija",4,"Kurzeme",8929,721,122,9528," "
"329",9,6,"Savina","Kolomenska","Female",6,4,"Vienības partija",4,"Kurzeme",8929,582,198,9313,""
"330",1,2,"Viesturs","Gredzens","Male",6,4,"Vienības partija",5,"Zemgale",11070,2474,153,13391,"ievēlēts Vidzemes apgabalā"
"331",2,10,"Jānis","Rubulis","Male",6,4,"Vienības partija",5,"Zemgale",11070,1730,158,12642,"ievēlēts"
"332",3,5,"Māris","Ikaunieks","Male",6,4,"Vienības partija",5,"Zemgale",11070,1378,190,12258," "
"333",4,1,"Velga","Lejniece","Female",6,4,"Vienības partija",5,"Zemgale",11070,1107,243,11934," "
"334",5,4,"Ivars","Amoliņš","Male",6,4,"Vienības partija",5,"Zemgale",11070,1087,247,11910," "
"335",6,8,"Jānis","Apsītis","Male",6,4,"Vienības partija",5,"Zemgale",11070,990,199,11861," "
"336",7,9,"Egīls","Seņkāns","Male",6,4,"Vienības partija",5,"Zemgale",11070,963,205,11828," "
"337",8,3,"Ivars","Kupčs","Male",6,4,"Vienības partija",5,"Zemgale",11070,871,186,11755," "
"338",9,6,"Juris","Bergmanis","Male",6,4,"Vienības partija",5,"Zemgale",11070,762,217,11615," "
"339",10,7,"Savina","Kolomenska","Female",6,4,"Vienības partija",5,"Zemgale",11070,629,329,11370,""
"340",1,1,"Andris","Siliņš","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,2323,354,13129," "
"341",2,2,"Rišards","Labanovskis","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,2098,259,12999," "
"342",3,5,"Leonards","Barkāns","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,681,318,11523," "
"343",4,4,"Egīls","Baldzēns","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,609,258,11511," "
"344",5,27,"Jānis","Gulbis","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,525,278,11407," "
"345",6,18,"Orvils","Heniņš","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,441,219,11382," "
"346",7,13,"Pēteris","Krīgers","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,367,230,11297," "
"347",8,7,"Teodors","Ērenštreits","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,405,304,11261," "
"348",9,19,"Uldis","Norietis","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,328,244,11244," "
"349",10,8,"Indulis","Freimanis","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,310,247,11223," "
"350",11,3,"Aleksandrs","Lētiņš","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,398,339,11219," "
"351",12,15,"Lilija","Pugačeva","Female",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,576,517,11219," "
"352",13,14,"Egils","Rutkovskis","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,307,260,11207," "
"353",14,6,"Andrejs","Prokopovičs","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,389,359,11190," "
"354",15,16,"Ernests","Kreicers","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,257,231,11186," "
"355",16,24,"Jānis","Lukaševičs","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,261,239,11182," "
"356",17,9,"Laimonis Alberts","Plīrums","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,277,263,11174," "
"357",18,10,"Arnolds Ārvaldis","Vērzemnieks","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,263,251,11172," "
"358",19,17,"Imants Roberts","Sēja","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,263,261,11162," "
"359",20,25,"Mārtiņš","Pužuls","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,232,234,11158," "
"360",21,12,"Baiba","Zaičenoka","Female",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,300,329,11131," "
"361",22,11,"Dzintra","Žilde","Female",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,383,437,11106," "
"362",23,21,"Māra","Amoliņa","Female",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,264,323,11101," "
"363",24,22,"Nellija","Zvaigzne","Female",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,237,314,11083," "
"364",25,26,"Harijs","Nartišs","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,217,303,11074," "
"365",26,23,"Nikolajs","Buivids","Male",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,256,372,11044," "
"366",27,20,"Olga","Portnova","Female",6,5,"LDDP, LSDSP un Taisnība",1,"Rīga",11160,231,479,10912," "
"367",1,25,"Andris","Siliņš","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,1845,196,14221," "
"368",2,2,"Imants","Burvis","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,614,212,12974," "
"369",3,1,"Baiba","Zaičenoka","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,642,252,12962," "
"370",4,5,"Pēteris","Priede","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,564,190,12946," "
"371",5,20,"Gatis","Krūmiņš","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,543,180,12935," "
"372",6,22,"Gunārs","Ozols","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,511,167,12916," "
"373",7,3,"Aivars","Bernāns","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,560,251,12881," "
"374",8,11,"Aivars","Kalniņš","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,515,221,12866," "
"375",9,4,"Valters","Kagainis","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,428,214,12786," "
"376",10,21,"Mārtiņš","Rempe","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,389,208,12753," "
"377",11,18,"Auseklis Skaidris","Ozoliņš","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,376,198,12750," "
"378",12,8,"Aleksandrs","Ugainis","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,396,219,12749," "
"379",13,12,"Voldemārs","Salenieks","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,350,174,12748," "
"380",14,13,"Mārtiņš","Pužuls","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,319,165,12726," "
"381",15,9,"Daina","Kronenberga","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,413,261,12724," "
"382",16,17,"Bruno","Bārs","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,342,192,12722," "
"383",17,16,"Jānis","Podiņš","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,327,200,12699," "
"384",18,24,"Māra","Druka-Jaunzeme","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,332,208,12696," "
"385",19,23,"Ilze","Sīkle","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,334,219,12687," "
"386",20,10,"Guna","Karitone","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,339,226,12685," "
"387",21,7,"Jānis","Garda","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,312,201,12683," "
"388",22,14,"Arnolds Ārvaldis","Vērzemnieks","Male",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,291,191,12672," "
"389",23,15,"Nellija","Zvaigzne","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,377,296,12653," "
"390",24,19,"Dzintra","Žilde","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,332,341,12563," "
"391",25,6,"Jeļena","Delegane","Female",6,5,"LDDP, LSDSP un Taisnība",2,"Vidzeme",12572,295,360,12507," "
"392",1,1,"Rišards","Labanovskis","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,435,95,3208," "
"393",2,6,"Andris","Siliņš","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,412,103,3177," "
"394",3,3,"Leonards","Barkāns","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,228,88,3008," "
"395",4,2,"Leonīds","Platacis","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,255,116,3007," "
"396",5,14,"Jānis","Podnieks","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,186,94,2960," "
"397",6,4,"Kārlis","Počs","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,173,111,2930," "
"398",7,15,"Klementijs","Rancāns","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,139,95,2912," "
"399",8,7,"Austris","Kalniņš","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,139,104,2903," "
"400",9,13,"Laimonis","Pučka","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,119,116,2871," "
"401",10,12,"Jānis","Lukaševičs","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,103,106,2865," "
"402",11,8,"Pēteris","Krīgers","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,104,110,2862," "
"403",12,11,"Laimdota","Pērkone","Female",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,105,117,2856," "
"404",13,16,"Olga","Šulca","Female",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,108,126,2850," "
"405",14,9,"Juris Ivars","Čivčs","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,92,118,2842," "
"406",15,17,"Valentīns","Dričs","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,90,116,2842," "
"407",16,10,"Valters","Kagainis","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,83,114,2837," "
"408",17,19,"Laine","Mugurēviča","Female",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,97,132,2833," "
"409",18,18,"Helma","Hansone","Female",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,104,143,2829," "
"410",19,5,"Nikolajs","Buivids","Male",6,5,"LDDP, LSDSP un Taisnība",3,"Latgale",2868,90,139,2819," "
"411",1,10,"Leons","Bojārs","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,2137,134,11991," "
"412",2,1,"Andris","Siliņš","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,2054,164,11878," "
"413",3,5,"Andrejs","Eizāns","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,1265,291,10962," "
"414",4,2,"Leonards","Barkāns","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,664,218,10434," "
"415",5,4,"Jānis","Neimanis","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,631,190,10429," "
"416",6,3,"Romans","Meinarts","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,587,239,10336," "
"417",7,12,"Jānis","Grava","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,551,218,10321," "
"418",8,13,"Irēna","Opšteine","Female",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,639,330,10297," "
"419",9,6,"Indulis","Ozoliņš","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,551,257,10282," "
"420",10,8,"Imants","Burvis","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,396,227,10157," "
"421",11,9,"Egils","Rutkovskis","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,357,209,10136," "
"422",12,7,"Laimdota","Pērkone","Female",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,392,256,10124," "
"423",13,14,"Andris","Sekste","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,360,237,10111," "
"424",14,11,"Leo Alfonss","Sils","Male",6,5,"LDDP, LSDSP un Taisnība",4,"Kurzeme",9988,319,235,10072," "
"425",1,1,"Andris","Siliņš","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,1513,135,8389," "
"426",2,15,"Andrejs","Eizāns","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,685,102,7594," "
"427",3,3,"Kaspars","Riekstiņš","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,629,140,7500," "
"428",4,12,"Astrīda","Mūrniece","Female",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,398,146,7263," "
"429",5,6,"Arnis","Mugurēvičs","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,325,132,7204," "
"430",6,5,"Kārlis","Liepiņš","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,325,147,7189," "
"431",7,9,"Pēteris","Salkazanovs","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,340,168,7183," "
"432",8,11,"Jānis","Bērziņš","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,301,158,7154," "
"433",9,2,"Aleksandrs","Jemeļjanovs","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,327,196,7142," "
"434",10,10,"Līga","Geidāne","Female",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,305,184,7132," "
"435",11,8,"Indulis","Freimanis","Male",6,5,"LDDP, LSDSP un Taisnība",5,"Zemgale",7011,233,121,7123," "
